Accession,Symbol.1,BioFraction,Channel,Genotype,Mixture,Subject,Residuals,Symbol
A2A432,Cul4b,0.955964745665994,0,8.17402317091842e-12,0.00688017561813158,0.011052190062363,0.0261028886453371,Cul4b
A2A4P0,Dhx8,0.84841410050774,0,0,0.0226315471437531,2.53461278480156e-11,0.12895435232316,Dhx8
A2A5R2,Arfgef2,0.968765322995031,0,0,0.0115790518041957,0.00506936748911025,0.0145862577116635,Arfgef2
A2A5Z6,Smurf2,0.527671088898343,0,0,0.00573347335012863,0,0.466595437751528,Smurf2
A2A690,Tanc2,0.989409587062856,1.97937764911232e-12,0.000151507257437915,0,0,0.0104389056777267,Tanc2
A2A699,Fam171a2,0.981738559433691,0.00623131766319103,0,0,0,0.0120301229031176,Fam171a2
A2A6A1,Gpatch8,0.886001986911045,0,0,0.000766805857027282,0.0138667896154923,0.0993644176164358,Gpatch8
A2A6Q5,Cdc27,0.67769318067501,0,0.0217720964013395,0.23486630542076,0,0.0656684175028908,Cdc27
A2A6T1,Cdr2l,0.789966780579968,0,0.000816216883116977,0.0611166665469676,0,0.148100335989948,Cdr2l
A2A7S8,C77080,0.221990076880645,0.0190467483868873,0,0.501596077183206,0.0220516010525899,0.235315496496672,C77080
A2A891,Camta1,0.979466975736802,0,0.00122799861812797,0,0,0.0193050256450701,Camta1
A2A8L5,Ptprf,0.812202540809428,0.0230009639657245,5.18613348285521e-06,0.00681908262810624,0.121036212440916,0.0369360140223424,Ptprf
A2A8Z1,Osbpl9,0.455004510625204,0,0.0543898858951853,0.229034721230192,0,0.261570882249419,Osbpl9
A2A9C3,Szt2,0.978201700706115,0.00470742423609948,0.000509589443069591,3.26839202582092e-09,0.00490943405741008,0.0116718482889141,Szt2
A2A9Q0,Fndc10,0.764655579176713,1.76430637158905e-10,0,0,0.00141441220185258,0.233930008445004,Fndc10
A2AAE1,4932438A13Rik,0.969486322148009,0,0,0.00625819841895173,0.00195264363308696,0.0223028357999526,4932438A13Rik
A2AAY5,Sh3pxd2b,0.839842724018643,0,0.0215943986562309,0.0675700110636342,8.87197800870107e-11,0.0709928661727725,Sh3pxd2b
A2AB59,Arhgap27,0.579141247375544,0.0269620186221282,0.0848698993878119,0.0708097011843093,0,0.238217133430206,Arhgap27
A2ABV5,Med14,0.956080024888263,1.06282349479413e-10,0.00287821734854239,0.00852202737993628,0.00409835733660496,0.0284213729403712,Med14
A2ACP1,Ttc39a,0.444462515254959,0.0272795351611649,1.37989651562066e-09,0.0330800038698226,0.16664665784668,0.328531286487478,Ttc39a
A2ADY9,Ddi2,0.742333969748623,0,0,0.0704375917904308,0.0543133797215035,0.132915058739443,Ddi2
A2AF47,Dock11,0.804568290583949,0.0177774506662935,0,0.085064736817043,0.0011333880158315,0.0914561339168835,Dock11
A2AFR3,Frmpd4,0.771144183973212,0.0273858203558048,0,0.00861986274942865,0,0.192850132921554,Frmpd4
A2AFS3,5330417C22Rik,0.956218604744963,0.00131484108547307,1.12969435007205e-11,0,0.00735832919470489,0.0351082249635619,5330417C22Rik
A2AG50,Map7d2,0.97207331276717,0.00312399188521101,0.00877592593531187,0.00861493429399858,0.00155883547433309,0.0058529996439754,Map7d2
A2AGB2,Gm12695,0.34039087822625,0,1.74680550731326e-10,0,0,0.659609121599069,Gm12695
A2AGH6,Med12,0.720418596080825,0,0,0.117965205078448,0.0113909863489428,0.150225212491784,Med12
A2AGL3,Ryr3,0.875568004936082,0.020143368810817,1.94976283746493e-09,0.0207167695994218,0.00703434319797688,0.0765375115059397,Ryr3
A2AGT5,Ckap5,0.844879475697911,0,0,0.0327505742102164,0.0568931955099631,0.0654767545819099,Ckap5
A2AHC3,Camsap1,0.98712193098927,0,0,0.00063336715519824,0,0.0122447018555318,Camsap1
A2AHG0,Lzts3,0.976734575541598,0.000820463654455073,0.00421533128109617,0,0.00193162602639342,0.0162980034964575,Lzts3
A2AHL1,Ano3,0.944516487403985,0.00130942044558492,0.0223193596121932,3.02117615148544e-10,0.00756435597221676,0.0242903762639027,Ano3
A2AIV2,Virma,0.978350669527547,1.9469100597781e-10,0,0.00808630483635496,0.00528400559318817,0.00827901984821842,Virma
A2AJ88,Pnpla7,0.85062732011216,0.013032546198103,2.25188419625925e-10,1.42139116048641e-11,0,0.136340133450334,Pnpla7
A2AJA9,Ajm1,0.920350675701585,0,0.0109625381316322,0.0288995921267486,0.0124730725503108,0.0273141214897237,Ajm1
A2AJI0,Map7d1,0.986948530041374,0,0,0.00632610085661353,0,0.00672536910201293,Map7d1
A2AJL3,Fggy,0.326294997174994,1.31932534384026e-10,0.0780649636269364,4.59873242614478e-10,0,0.595640038606264,Fggy
A2AJT4,Pnisr,0.846503665537642,0,0,0.00844334174183437,0.0318308777568974,0.113222114963626,Pnisr
A2AKG8,Focad,0.985817139928323,9.56050643919004e-12,0.000216263938473819,0,0.000137756028110152,0.0138288400955321,Focad
A2ALK8,Ptpn3,0.896926462828073,5.71672886890313e-11,0.0282802255742372,0.00721472478795445,0.0049307866441125,0.062647800108456,Ptpn3
A2ALS5,Rap1gap,0.910684948155858,0,0.00521458471999973,0.00946691973710112,0.0215356141261593,0.0530979332608816,Rap1gap
A2ALU4,Shroom2,0.885296237888638,0,0.0363543478200258,0.00147101392785825,0,0.0768784003634776,Shroom2
A2AN08,Ubr4,0.99455440552236,0,3.67703233695724e-11,0.00127077831887351,0.000362458932709757,0.00381235718928615,Ubr4
A2ANU3,Syndig1,0.930925216842461,0,0.0131149284949296,0.00397946152454754,0,0.0519803931380619,Syndig1
A2AP18,Plch2,0.949084356963451,0,0.00439374040617007,5.3983998605205e-10,0.0117154948801523,0.0348064072103867,Plch2
A2APV2,Fmnl2,0.922249807194642,0.00231254015791972,0,0,0,0.0754376526474381,Fmnl2
A2APX8,Scn1a,0.94687942309058,0,0,0.00078239608446659,0.00367073264636375,0.0486674481785901,Scn1a
A2APY7,Ndufaf5,0.689380380042859,0,0,0.0514323573007674,0,0.259187262656373,Ndufaf5
A2AQ19,Rtf1,0.853020016058321,1.83330164041881e-11,0,2.32904960052657e-10,0.0412970776145847,0.105682906075856,Rtf1
A2AQ25,Etl4,0.94266721630046,0,0,0,0,0.0573327836995402,Etl4
A2AR02,Ppig,0.986005182119086,7.33786992477363e-08,5.72574763910725e-08,0.00322590964328258,0.00175916130431782,0.00900961629713792,Ppig
A2AR50,Ralgps1,0.80625865083854,0.0471528420229732,0,0.0486768212423695,0,0.0979116858961178,Ralgps1
A2ARP1,Ppip5k1,0.762025606958297,0.0110043441061572,0.0190085673817251,0.0820883488437375,0.00093797995538338,0.1249351527547,Ppip5k1
A2ARS0,Ankrd63,0.897520621166595,0.00634918392499234,0.00753373975896399,3.89710303556739e-10,0.0705659582713368,0.0180304964884016,Ankrd63
A2ARZ3,Fsip2,0.941142812905354,0,0,0.00093978224654875,0,0.057917404848097,Fsip2
A2ASQ1,Agrn,0.8140626436806,0,0.00440385608585979,0.122719544615888,0.00758405502534174,0.0512299005923101,Agrn
A2ASZ8,Slc25a25,0.871804491508306,6.77144411854497e-10,0.00326991590653555,0.0371875835814802,0,0.0877380083265343,Slc25a25
A2AWA9,Rabgap1,0.838383100924608,0,0.0203367545958013,0.0392289493322396,0.0354658788254024,0.0665853163219489,Rabgap1
A2AWP8,Arhgef10l,0.823138432129039,0,0,5.46170948950791e-10,0.0189975587268531,0.157864008597937,Arhgef10l
A2BDX3,Mocs3,0.854767356680167,0.0573134750074691,0.0324908986965455,0.000562373168764378,0.011350816972106,0.0435150794749481,Mocs3
A2BE28,Las1l,0.939105664341167,0,0,0.0152944749429497,0,0.0455998607158836,Las1l
A2CG49,Kalrn,0.941196167186053,0.00998627140607495,0.00204758424434922,0,0.0155768883659485,0.0311930887975744,Kalrn
A2RSJ4,Uhrf1bp1l,0.727907853592282,0,0.0178391984196051,0.085415719853239,0.0869553151165876,0.0818819130182867,Uhrf1bp1l
A2RSQ0,Dennd5b,0.864174982536279,0.0121305650769633,1.42525567822802e-09,0.0168326483196718,0.0152553539673145,0.0916064486745158,Dennd5b
A2RSX7,Tyw5,0.885588842324262,2.15053967666122e-10,0,0.0531104028577229,0.00795466390575761,0.0533460906972038,Tyw5
A2RSY6,Trmt1l,0.925466024850759,0,0.000217405721787749,0.0310624278271877,0,0.0432541416002655,Trmt1l
A2RT62,Fbxl16,0.872386369970541,0,0.0146855435649843,1.99007495473021e-11,0.0587220246681138,0.05420606177646,Fbxl16
A2RTL5,Rsrc2,0.929164601217837,0.00368956232496372,2.81435537300935e-11,0,0.0211406468784667,0.0460051895505889,Rsrc2
A3KFX0,Nt5c1a,0.532887398677286,0,0.0110887092715201,0.184203233822253,0,0.271820658228941,Nt5c1a
A3KGB4,Tbc1d8b,0.885820508403491,1.45902621342007e-10,0.00218444074075669,0.0102375317830929,0,0.101757518926757,Tbc1d8b
A3KGF9,Ccdc9b,0.923148090447894,0,0.0154096089409605,0.00961007773642711,7.20428524678301e-12,0.0518322228675141,Ccdc9b
A3KGS3,Ralgapa2,0.845717651188046,0,0,3.81953172310799e-09,5.19440188789178e-10,0.154282344472982,Ralgapa2
A3KMP2,Ttc38,0.820542683514896,0,1.99745859010479e-07,0.0827910245518279,0.00223341972253975,0.0944326724648775,Ttc38
A4Q9F0,Ttll7,0.964170973452425,0,0.00460972854072494,0.0135230784151896,0,0.0176962195916604,Ttll7
A6H5Y3,Mtr,0.760298289989069,0,0.00845443198339233,0.0857840739231397,0,0.145463204104399,Mtr
A6H5Z3,Exoc6b,0.936240561156865,0.00312532611246807,0,0.0158022168008484,0.0164096698710564,0.0284222260587622,Exoc6b
A6H611,Mipep,0.964757761901182,0.000156193060298118,0.000465943955144891,0.00486070224029947,0,0.0297593988430756,Mipep
A6H619,Phrf1,0.652662106483179,0,0,0,0,0.347337893516821,Phrf1
A6H630,Armt1,0.935986143660006,0,0.00455304351358243,0.0040461141385523,0.031480626731943,0.0239340719559157,Armt1
A6H6A9,Rabgap1l,0.877256642335679,0,0.0171012807365885,0,0,0.105642076927732,Rabgap1l
A6H8H2,Dennd4c,0.086287136543932,0,0,0,0,0.913712863456068,Dennd4c
A6H8H5,Kcnb2,0.884457297590486,0,0,0.00696556937174555,0,0.108577133037769,Kcnb2
A6X919,Dpy19l1,0.926899070603623,0,0.0027882591377783,0,0,0.0703126702585988,Dpy19l1
A6X935,Itih4,0.722749954378915,0,4.9354029851697e-10,0.0480316985327187,0.187866064261479,0.0413522823333472,Itih4
A8Y5H7,Sec14l1,0.807825261660289,0.00965698027586656,0.0313480552602333,3.22262389674048e-10,0.0426836322377619,0.108486070243587,Sec14l1
B0F2B4,Nlgn4l,0.9257235673399,0.00494793480198737,0.0357937556833011,0,0.0118276874244807,0.021707054750331,Nlgn4l
B0V2N1,Ptprs,0.966137648355529,0,0.00101947819619054,0.000882545582349642,0,0.0319603278659314,Ptprs
B1AR13,Cisd3,0.979330293229254,0.00266506076039718,0,1.23641528451837e-10,0.00247747568095954,0.0155271702057477,Cisd3
B1AS29,Grik3,0.936121735162764,0,0,0.0155958181381793,0.00245076598718936,0.0458316807118671,Grik3
B1AUH1,Ptpru,0.743330467081342,0,0,0,0,0.256669532918658,Ptpru
B1AVY7,Kif16b,0.0969378841593706,0,0,0,0,0.903062115840629,Kif16b
B1AVZ0,Uprt,0.983529436899064,0,0,0.00351368580255897,0,0.012956877298377,Uprt
B1AWN6,Scn2a,0.988269588451431,0,0,0.00155740931356173,0,0.0101730022350075,Scn2a
B1AXH1,Nhsl2,0.923312140580795,0,1.91306947596021e-09,0.0169805763996146,0.0313278308971499,0.0283794502093712,Nhsl2
B1AXV0,Frrs1l,0.94259245702577,0,0.000783850642831571,0,0,0.0566236923313988,Frrs1l
B1AY10,Nfx1,0.962259218225032,0.0061395777842507,0.00378268450474901,0,0.00486998894476754,0.0229485305412004,Nfx1
B1AY13,Usp24,0.948298717363907,0.0140413653612956,0,0.00164537186054291,0.0102094280218132,0.0258051173924413,Usp24
B1AZA5,Tmem245,0.935958113532634,0.000223381311856133,0.00912141292155418,0,0.0326460017763846,0.0220510904575709,Tmem245
B1AZI6,Thoc2,0.968147302524469,0,0.00310570238060207,0.00125005110437525,0,0.0274969439905536,Thoc2
B1AZP2,Dlgap4,0.887559795124536,0.00197681353039374,0.0153766078893016,2.29787361343035e-11,4.16915263029739e-10,0.0950867830158749,Dlgap4
B2B9E1,Triqk,0.877465014585122,0.0058938124244387,7.12126721466794e-05,0.038788539605809,0,0.0777814207124834,Triqk
B2RPU2,Plekhd1,0.963154507201885,0,0.0213091121526371,0.00194182064713479,0.00478918145462091,0.00880537854372201,Plekhd1
B2RQC6,Cad,0.988448079267976,0.00141134582769379,0,5.91879888763885e-06,0,0.0101346561054422,Cad
B2RQR8,Ece2,0.815418463821539,0.0431905815974801,0.0468224363497483,0.0368302743437777,0,0.0577382438874543,Ece2
B2RR83,Ythdc2,0.99363302901659,0,0,1.3635576926935e-12,0.0017410286821059,0.00462594229994026,Ythdc2
B2RRE7,Otud4,0.990724190672731,0,0,0.000620651501454197,0,0.00865515782581462,Otud4
B2RSH2,Gnai1,0.854572207850473,0,8.34608042807855e-11,0.0304987415551869,0.0100900902756778,0.104838960235201,Gnai1
B2RUJ5,Apba1,0.873174007827938,0,0,0,0,0.126825992172062,Apba1
B2RUR8,Otud7b,0.384348154172963,0,0,0,0,0.615651845827037,Otud7b
B2RVL6,Zcchc24,0.9742828042284,0.00765203879420351,2.18374757381849e-09,0,0.00390282313575094,0.0141623316578978,Zcchc24
B2RX14,Tut4,0.942896240347027,0,0.00170518443164395,0.0208958388511494,0,0.0345027363701793,Tut4
B2RXA1,Plcxd2,0.947237695286776,0,0,0,8.24678178342935e-12,0.0527623047049772,Plcxd2
B2RXC1,Trappc11,0.98728675417915,0,1.50791900583227e-11,0.00125051372825821,0.00171196934278181,0.00975076273473107,Trappc11
B2RXR6,Ankrd44,0.0907442835938624,0,0,0,0,0.909255716406138,Ankrd44
B2RXS4,Plxnb2,0.984137626006181,0,0.00248646514962935,0.00369521532894281,0.00146606713729699,0.00821462637794943,Plxnb2
B2RY04,Dock5,0.609790689441757,0.0173019860257089,0,0.0438301694145076,0.0549223563116644,0.274154798806362,Dock5
B2RY56,Rbm25,0.98244518704831,0,0,0.00426641232951918,0.00157608213464793,0.0117123184875229,Rbm25
B5TVM2,Ildr2,0.905982370577305,0,0,0.00708309892012162,0.00118971797469901,0.0857448125278743,Ildr2
B9EHT4,Clip3,0.843327269291143,0.0118437935165244,7.28789925491748e-09,0.0163484201396908,0.0855936156511721,0.0428868941135704,Clip3
B9EJ80,Pdzd8,0.952985838685663,2.62240196290209e-09,0.00335570578642588,6.57651234756022e-11,0,0.0436584528397438,Pdzd8
B9EJ86,Osbpl8,0.955342785607179,0,0.00222935633501943,0.0038663934421537,0,0.0385614646156479,Osbpl8
B9EJA2,Cttnbp2,0.985516537420747,0,0.00145494387539324,0.00223758622745665,0.00270572615003363,0.00808520632636957,Cttnbp2
B9EJI9,Tmem229a,0.760038886275786,0.00612494664113852,0,0,5.54615525371106e-11,0.233836167027614,Tmem229a
B9EKI3,Tmf1,0.850209992738583,0,0.0247958623318372,0.00220060302846587,0.00625515285507518,0.116538389046038,Tmf1
B9EKR1,Ptprz1,0.891321802801293,0.0109181519641985,0,0.0248777007369849,6.94048245401602e-11,0.0728823444281186,Ptprz1
C0HK79,Arxes1,0.900993901794249,0,0.0107173415220708,0,0,0.0882887566836804,Arxes1
C0HKD9,Mfap1b,0.73561693148981,0,7.36508968431806e-11,0.0635117484098428,0,0.200871320026696,Mfap1b
C0HKG6,Rnaset2b,0.862161126368811,4.8420606634513e-11,0,0.0236599039747841,0.0277298521337004,0.0864491174742838,Rnaset2b
D3YVE8,Slc35g2,0.858121588807888,0.0168465850669715,0.03609060365689,0,0.0216781103207785,0.0672631121474717,Slc35g2
D3YVF0,Akap5,0.938276468675721,0.0129415776314907,0,0.00280067682177217,0.0126727761762124,0.0333085006948042,Akap5
D3YXK2,Safb,0.978348436147894,0,0.00326806351854718,0,6.3193763782572e-11,0.0183835002703645,Safb
D3YZI9,Pgbd5,0.80567240403796,0.0130106197967251,0,0.0370165230948458,0.108577638964949,0.0357228141055206,Pgbd5
D3YZP9,Ccdc6,0.811174458892188,8.14089568856633e-11,2.95138682378226e-11,0.0379986310697906,0.0507021024315778,0.100124807495521,Ccdc6
D3YZU1,Shank1,0.922009402534974,0,0.0265968532216238,9.96128386875347e-05,0.00231190602731908,0.0489822253773958,Shank1
D3Z4S3,Ptrhd1,0.459427394458874,0,0,0.0722648010731418,0.0946727060080163,0.373635098459968,Ptrhd1
D3Z6Q9,Bin2,0.85804566498991,1.04595769306874e-11,0,0.0692396055314395,0.0141027077550818,0.0586120217131091,Bin2
D3Z7P3,Gls,0.977111336073586,0.00205430708975755,5.55364000730834e-12,0.00782741022452227,0.00148490308977962,0.0115220435168004,Gls
E1U8D0,Soga1,0.971122527979455,1.88833075866161e-11,0.00443015433286909,0.00570761134638491,0.000592941712992399,0.018146764609415,Soga1
E9PUL5,Prrt2,0.938232543100926,0.00565130161021616,0.0211062967870775,0.0126042623265291,0,0.0224055961752511,Prrt2
E9PV24,Fga,0.454607014410389,0.00325722855965822,0.284672161512077,4.4681301855056e-07,0.229479335736306,0.0279838129685504,Fga
E9PV86,Mctp1,0.943358564610573,2.12460823665328e-11,0.0115646909887053,2.04997460969967e-10,0.0154024143615363,0.0296743298129423,Mctp1
E9PVA8,Gcn1,0.996178910788623,0,3.2572187009518e-12,0.000314505855147035,0.0011263896723921,0.00238019368058011,Gcn1
E9PVD3,Dchs1,0.695463675992318,4.3945264761847e-11,0,0.0683686153545576,0,0.236167708609179,Dchs1
E9PXF8,Sbf2,0.929442788252272,0.0272052966618016,0.00403330035982398,1.20344158884195e-11,0,0.0393186147140675,Sbf2
E9PY46,Ift140,0.940741497126792,0,0.000952223641709723,5.11924812530892e-08,0.00996992854900424,0.0483362994900133,Ift140
E9PYK3,Parp4,0.929485511953784,0.00642003532662337,0.00364275611728213,0.0107277630341647,0.00858882531547667,0.0411351082526695,Parp4
E9PZ19,Igsf9b,0.935439673497824,0,0,0.00912275741869032,0.00715643592997411,0.0482811331535111,Igsf9b
E9PZJ8,Ascc3,0.988407961108667,3.52359254592832e-12,0,0.00428088099478739,1.31582098273073e-11,0.00731115787986357,Ascc3
E9PZM4,Chd2,0.92193640649955,0,0,0.027735860074927,0.00271936506021218,0.0476083683653104,Chd2
E9Q1P8,Irf2bp2,0.938915856020843,0,0.00145273513891288,0.00564766168846876,0.00623892903133097,0.0477448181204441,Irf2bp2
E9Q309,Cep350,0.839283241506238,0.0063367031201007,0,0.0469645114797397,9.93510081642768e-10,0.107415542900411,Cep350
E9Q394,Akap13,0.902663072959125,0,0.00845629241330414,0.00612722526257433,0,0.0827534093649961,Akap13
E9Q3C1,C2cd2,0.686428139009964,1.33760407424912e-10,0,0.00734493127152349,0,0.306226929584752,C2cd2
E9Q3L2,Pi4ka,0.955135364186289,0,3.30817997465467e-11,0,0.0251258802541817,0.019738755526448,Pi4ka
E9Q401,Ryr2,0.974472082302031,0.000958834329736175,0.0008812769476302,0,0.000254830399742191,0.0234329760208605,Ryr2
E9Q4P1,Wdfy1,0.0280886886982947,0,0,0.958308776928877,0.00172658880214142,0.0118759455706868,Wdfy1
E9Q4S1,Pde8b,0.450288855805534,0.121528336156827,0,0.118630181636284,0.0163232920321596,0.293229334369196,Pde8b
E9Q555,Rnf213,0.971643612375332,0,0.0120129736421452,0.00399827818277628,0,0.0123451357997467,Rnf213
E9Q557,Dsp,0.0108094160957409,0.00511867119737571,1.68387279682599e-10,0.00291067248814551,0.0810948727998372,0.900066367250513,Dsp
E9Q5C9,Nolc1,0.908781016652325,0,0,0.0154505226976119,0.0287344589615428,0.0470340016885202,Nolc1
E9Q5K9,Ythdc1,0.988104436548656,0,0.00151942878192447,0.000735720760830685,0.000387591483626616,0.00925282242496253,Ythdc1
E9Q634,Myo1e,0.513318279932228,0.0960383079406465,0.0156938172910535,1.19342902425243e-10,0.1613562612201,0.21359333349663,Myo1e
E9Q6B2,Ccdc85c,0.948785249437471,0,4.74921466872552e-11,0.0100150503605478,4.80834893732457e-05,0.0411516166651156,Ccdc85c
E9Q6J5,Bod1l,0.971017090804385,0.00298592374672449,0,0,0,0.0259969854488908,Bod1l
E9Q6P5,Ttc7b,0.971717226900807,0,0,0,0.0102537424835678,0.0180290306156249,Ttc7b
E9Q735,Ube4a,0.832059309227871,0,0,0.0133761948856274,0.0239851667367182,0.130579329149784,Ube4a
E9Q784,Zc3h13,0.762583109503387,0,4.05357874191888e-09,0.0820298205953457,1.3284279458907e-08,0.155387052563409,Zc3h13
E9Q7D5,Arhgef5,0.911650974860969,0,0,0.0157312105588973,0,0.0726178145801338,Arhgef5
E9Q7F2,Rnf169,0.911031948224754,0.00421456108090663,0,0.0514663016549161,0,0.0332871890394237,Rnf169
E9Q7G0,Numa1,0.944344368202155,0.000945124293817894,0.0128626072932946,0.0135955638381261,0.00258030127159179,0.0256720351010148,Numa1
E9Q7T7,Chadl,0.860650816121011,0,0,0.0111201897751633,0,0.128228994103826,Chadl
E9Q7X7,Nrxn2,0.931764645925839,0,0.00746792383734266,0,0.0114100776350088,0.0493573526018093,Nrxn2
E9Q8I9,Fry,0.991106860752108,0.00138137778507408,0,0,0.00178444868118064,0.00572731278163702,Fry
E9Q942,Smim13,0.571862696090352,0,9.73984826184789e-11,0.0708870376677333,0.0331134258938256,0.324136840250691,Smim13
E9Q9R9,Dlg5,0.59482821244366,0.0271189723311294,0.0358400110688236,0.0208531878795651,0,0.321359616276822,Dlg5
E9QAT4,Sec16a,0.939560636196715,0,0,0,0,0.0604393638032853,Sec16a
F6SEU4,Syngap1,0.929672537734569,0,0.0171401986785487,0,0.022842542943795,0.0303447206430878,Syngap1
F6W8I0,Yjefn3,0.934863225291209,0,1.13752274987223e-10,0.0018588266604861,0.0195924023126987,0.0436855456218538,Yjefn3
F6ZDS4,Tpr,0.915997932538825,0,0.0052301049526807,0.0113998896363436,0.0472354795753867,0.020136593296764,Tpr
F8VPU2,Farp1,0.753490375034392,0,0,0,0.0581088306508419,0.188400794314766,Farp1
F8VQB6,Myo10,0.389879008600328,0,0,0.0663399977176038,0.0137047392227618,0.530076254459306,Myo10
G3X9J0,Sipa1l3,0.953315404574541,0,0,0.00183092667802869,0,0.0448536687474304,Sipa1l3
G3X9K3,Arfgef1,0.963593519181239,0.0151471786370423,2.43714712542749e-10,0,0.00351870304462834,0.0177405988933761,Arfgef1
G3XA57,Rab11fip2,0.864403584177475,0,0.00230720188993768,0.0412087797629892,0,0.0920804341695981,Rab11fip2
G5E829,Atp2b1,0.985280418220311,0,0,0.00141630447450669,0.00435068795121036,0.00895258935397212,Atp2b1
G5E870,Trip12,0.99033659419399,0,0.000321832775210769,6.66708489063235e-05,0,0.00927490218189317,Trip12
G5E897,Poglut3,0.96061914889971,0.00642210086744434,0,0.014468796837279,0.00107314733832146,0.0174168060572447,Poglut3
G5E8B9,Zbtb11,0.964761474792125,0.000966952991367259,0,0.00369153287791624,0.0101456799369172,0.0204343594016744,Zbtb11
G5E8K5,Ank3,0.845555367214255,0,0,0.00287284188058315,0.0882200404100706,0.0633517504950912,Ank3
G5E8P0,Tubgcp6,0.941121929397918,0,0,0.02331549229957,0,0.0355625783025122,Tubgcp6
O08528,Hk2,0.75510190658971,0,0.0131378096460247,0.00546415563309398,0,0.226296128131172,Hk2
O08529,Capn2,0.937704838131068,0,0,0.000545031683507611,0.00073582113771857,0.0610143090477059,Capn2
O08530,S1pr1,0.954687103021644,0,0,0.00427108276163607,0,0.0410418142167204,S1pr1
O08532,Cacna2d1,0.982465459270712,0,0.000938858283938899,0.00206952422866589,0,0.0145261582166835,Cacna2d1
O08539,Bin1,0.864187617573192,0.00211369393935326,0.0358011649881637,3.28021121536813e-09,0,0.0978975202190797,Bin1
O08547,Sec22b,0.968091759050275,0.00597977494035894,0,0,9.8299657362949e-11,0.0259284659110662,Sec22b
O08553,Dpysl2,0.911803532084337,0.00189889130398652,3.10483674526762e-10,0.0285051784464815,0.041809392801489,0.0159830050532226,Dpysl2
O08576,Rundc3a,0.864497196396094,0.00928497324839106,0,0,0.0693749112849944,0.0568429190705205,Rundc3a
O08579,Emd,0.957610834044631,1.10450882189404e-11,0.00353018135197669,0.0173076591268879,6.27804637147285e-12,0.0215513254591807,Emd
O08581,Kcnk1,0.739099516816763,0.0177985110214522,0.0146365872841328,0.146864292130917,0.00331388746313873,0.0782872052835964,Kcnk1
O08582,Gtpbp1,0.985058815024673,0,4.10086909885981e-11,0,0.00347888351390577,0.0114623014204126,Gtpbp1
O08583,Alyref,0.963429478994203,0,0,0.00593779211025684,0,0.0306327288955399,Alyref
O08585,Clta,0.387100471385593,0.16721826954434,0,0,0.180843980294355,0.264837278775713,Clta
O08586,Pten,0.920100823700082,0,0,0,0,0.0798991762999176,Pten
O08599,Stxbp1,0.956232570739435,0,0.00871294982857572,0.0124203664887798,0.00274072866885921,0.0198933842743507,Stxbp1
O08600,Endog,0.816350333665097,0,0,0.0255455824002241,0.0780944402209509,0.0800096437137282,Endog
O08601,Mttp,0.856164337660479,0,0,0.0024676046547269,0,0.141368057684794,Mttp
O08605,Mknk1,0.877483330852834,0,2.18946001535419e-11,0,0,0.122516669125271,Mknk1
O08638,Myh11,0.635005684486657,0,0.0287381643323467,6.80082872588971e-12,0.293667606171217,0.0425885450029787,Myh11
O08641,Sh3yl1,0.833981853602289,0.00557223735037369,1.49201254573901e-11,0.0365501407251738,0.0504368953730722,0.073458872934171,Sh3yl1
O08644,Ephb6,0.916883990293059,0,0,0,0.0156780829354234,0.0674379267715172,Ephb6
O08648,Map3k4,0.905508476260984,0,0.00210538985929756,0.00463719400216738,0,0.0877489398775512,Map3k4
O08663,Metap2,0.988983819613619,0,0.000845404370871779,0.00465477774259451,0,0.00551599827291429,Metap2
O08672,Kifc2,0.496086908820486,0.0276415394106683,0.0795145898942347,0.136261344145115,0,0.260495617729496,Kifc2
O08677,Kng1,0.708834676582543,0,7.38143184834417e-10,0.0836807319320724,0.14069721586006,0.0667873748871815,Kng1
O08688,Capn5,0.970388923003149,0,0.00680060845895971,0,0.00197631370897977,0.0208341548289118,Capn5
O08692,Ngp,0.670241720178121,0.0278331350948435,0.0470367900806788,0,0.177745479763855,0.0771428748825016,Ngp
O08709,Prdx6,0.939616539209764,0.0054786495501208,0.0173718236827834,0.00328273350708957,0,0.0342502540502424,Prdx6
O08715,Akap1,0.739207033849668,0.00753269467259434,0.0392311338070762,0,0.0251707598368754,0.188858377833786,Akap1
O08738,Casp6,0.627599349357466,0,0,0.110680174116169,0.0535198740832911,0.208200602443074,Casp6
O08739,Ampd3,0.958191997042231,0.00601385728367248,0.0125774502738795,0.00245830310438697,0.00842350539534535,0.012334886900485,Ampd3
O08746,Matn2,0.461171580315535,0.0551075561254905,3.54384393617826e-11,0.0274851048116025,0.363219678721352,0.0930160799905815,Matn2
O08747,Unc5c,0.438524921576435,0,0,0,0.0728414744593525,0.488633603964213,Unc5c
O08749,Dld,0.983890959954032,0.000350518651639442,0,0.00193687207801375,0,0.0138216493163151,Dld
O08756,Hsd17b10,0.943687657779255,3.26517064749277e-11,0.00544513467560333,0.0167649158157024,0,0.0341022916967876,Hsd17b10
O08759,Ube3a,0.943957321973825,0.00106307958015806,4.06404048500144e-11,0.00136155433205909,0.0175100999933069,0.0361079440800108,Ube3a
O08784,Tcof1,0.972426795548574,0,1.28639144527986e-09,0.00627155827970602,0.0126390596732517,0.00866258521207644,Tcof1
O08788,Dctn1,0.98595831254414,0,0,0,0.00148561296804014,0.0125560744878198,Dctn1
