Accession,Symbol.1,BioFraction,Channel,Genotype,Mixture,Subject,Residuals,Symbol
P0C192,Lrrc4b,0.922987781408515,0,0.00311378388501307,0,0,0.0738984347064724,Lrrc4b
P0C1Q2,Pde11a,0.746274975261792,0,0,0.128723676318286,0.0145290506894794,0.110472297730442,Pde11a
P0C605,Prkg1,0.637903294742695,0.015241766579001,0.0389888165207847,0.0922420490626725,0.0974795701591292,0.118144502935717,Prkg1
P0C673,Igsf11,0.922438828276882,0,0.00325994624810043,0.0106108214718405,2.25268581781856e-10,0.0636904037779081,Igsf11
P0C7L0,Wipf3,0.674433659786255,0.019238515400056,0.0857853325403614,0.0746480551685054,0.0288128355587305,0.117081601546091,Wipf3
P0C7M9,Clec2l,0.871590562821172,0,0.00497380791015392,0.0294403464002339,0.0477761498416752,0.0462191330267645,Clec2l
P0C913,1500009L16Rik,0.842253534648856,0,0,0.0441753155994222,1.47362047852506e-11,0.113571149736986,1500009L16Rik
P0CW03,Ly6c2,0.911423226023136,0,0,0,0.0133763787250323,0.0752003952518317,Ly6c2
P0DN91,Tmem254c,0.858709847910956,0,0.0226145508200493,0.00405468270482823,0.0156943082072397,0.0989266103569265,Tmem254c
P0DP27,Calm2,0.753059355603291,9.98215974340895e-10,0,0.0341818901750631,0.00926720090942698,0.203491552314003,Calm2
P0DP60,Lynx1,0.802007828508739,0,0,0.0221864352518663,0,0.175805736239395,Lynx1
P10107,Anxa1,0.586870186632185,0.0272474238050789,9.13938136953256e-10,0,0.112773892195384,0.273108496453415,Anxa1
P10126,Eef1a1,0.980940596140827,0,0.00140217123943806,0.000467422981346733,0.000584326329258583,0.01660548330913,Eef1a1
P10417,Bcl2,0.801058789400548,0.0845492169428512,0,0.00131430949592266,0.00266697364654115,0.110410710514137,Bcl2
P10493,Nid1,0.654112256593237,0,0,2.81560094198685e-10,0.227033815219401,0.118853927905802,Nid1
P10518,Alad,0.885023178800785,0,0.0187411138578862,1.58494198933194e-06,0.0195063463692846,0.0767277760300552,Alad
P10605,Ctsb,0.878597565444176,6.74590029350742e-10,0.011494283684558,0.0264913694806785,0,0.0834167807159973,Ctsb
P10630,Eif4a2,0.983834629088758,0,6.21062465991131e-12,7.26951070169255e-10,0.000111027735066509,0.0160543424430142,Eif4a2
P10637,Mapt,0.835100192460299,0.00882673551467577,0,0.0306399455628342,0.0743745226420157,0.0510586038201757,Mapt
P10639,Txn1,0.863605819371916,0,0,0.0348040221526141,0,0.101590158475469,Txn1
P10649,Gstm1,0.956125829534023,0.0154503909090152,1.05104614658144e-08,5.85236902684368e-11,5.7937639797131e-05,0.0283658313481799,Gstm1
P10711,Tcea1,0.969764967550873,0,0,0.00937311764303386,0.0016531087817715,0.0192088060243221,Tcea1
P10810,Cd14,0.239676300397221,8.13615746065505e-09,0.00956386022828288,0,0,0.750759831238338,Cd14
P10833,Rras,0.936165334752601,0,0,0.0177246310257306,0.00670432141076988,0.0394057128108986,Rras
P10852,Slc3a2,0.986149947331558,0,0.000835613389644709,0.000881393444872482,0.000914695080492235,0.0112183507534329,Slc3a2
P10922,H1f0,0.73293154027365,0.0296256805028467,0,3.93591201252945e-10,0.121124482856328,0.116318295973584,H1f0
P11031,Sub1,0.768185359365547,0.0115522557073445,0.0560703705996641,7.23280063383555e-09,0.112356132217315,0.0518358748773286,Sub1
P11103,Parp1,0.749939813054516,0,0.0162432326786639,0.0838083481445252,1.65925538445165e-11,0.150008606105702,Parp1
P11214,Plat,0.403090916018649,0,9.16867070618349e-08,0,0.49785331877554,0.0990556735191042,Plat
P11276,Fn1,0.356483109680522,0.0738185526958549,0.38562568305061,0,0.11051153530423,0.0735611192687833,Fn1
P11352,Gpx1,0.913792204979518,0,0.0127689811188569,0.0249780231951018,0.00261604386622006,0.0458447468403034,Gpx1
P11404,Fabp3,0.946886488891735,0,0,0.00325656115964975,0.00468327336862272,0.0451736765799928,Fabp3
P11438,Lamp1,0.886252257060272,0,0,0.0504463072661858,0,0.0633014356735426,Lamp1
P11499,Hsp90ab1,0.9488036339141,0,0,0.003660621700185,0.00862357722852665,0.0389121671571879,Hsp90ab1
P11531,Dmd,0.888174563443774,0,0.0368723028302309,0.0114131161883554,0.00173979419390733,0.0618002233437328,Dmd
P11627,L1cam,0.980362614617608,0,0.00111931998328464,0.000158319562371849,0,0.0183597458367355,L1cam
P11679,Krt8,0.557101024071005,0,1.70244481805353e-09,0.142141483376179,0.26132036207076,0.0394371287796115,Krt8
P11680,Cfp,0.841425456567791,0.000460703523149042,5.60420743194984e-11,0,0.109763638966513,0.0483502008865043,Cfp
P11688,Itga5,0.790867627043707,0,0,0,0.113826669689952,0.0953057032663403,Itga5
P11798,Camk2a,0.538372445268236,0,0.0181735995219046,0,0.0264088316069682,0.417045123602892,Camk2a
P11835,Itgb2,0.903502115032669,0,0.0146692689756645,0.010032043174746,0.00862390190077482,0.0631726709161458,Itgb2
P11859,Agt,0.734946919767931,0.0316259456397684,0.00797111355649424,2.45178993504742e-09,0.0454505605167772,0.18000545806724,Agt
P11862,Gas2,0.957168120851414,0,0.000965723323119868,0.00254018786898535,0,0.0393259679564808,Gas2
P11881,Itpr1,0.900050782721095,3.71818639310502e-10,0.0119921820255921,0.0543739363741605,0.0222135743819002,0.0113695241254336,Itpr1
P11930,Nudt19,0.942807753311783,0,2.45645972635789e-11,0.00128621645690583,0.0067927741590576,0.0491132560476886,Nudt19
P11983,Tcp1,0.989576281828886,7.92339812382002e-13,0.000173707815941291,0.00282009498894425,3.08252552352127e-12,0.00742991536235327,Tcp1
P12023,App,0.941419910872592,0,0.0181090895663898,0.0116430422827256,0.00405064445649314,0.0247773128217991,App
P12025,Mdk,0.919035922480026,0,0.0244451312912572,0.0104663751563726,0.0176631348552563,0.0283894362170875,Mdk
P12265,Gusb,0.933911640225124,0.0107282204617105,0,0.00301791557916006,0.00826231748146586,0.0440799062525396,Gusb
P12367,Prkar2a,0.647651461970537,0.0522865565993135,6.71091339010108e-11,0.0785943682417267,0,0.221467613121314,Prkar2a
P12382,Pfkl,0.938941344022011,3.72980099716656e-09,0.000764840528974895,0.0193515545840642,0.0161891664265086,0.0247530907086406,Pfkl
P12657,Chrm1,0.902636359414464,0.0401670093177688,0.0198318595497254,0.0106509366004925,0,0.0267138351175488,Chrm1
P12658,Calb1,0.903674614334145,5.29176967678078e-08,0,0,7.18345043208621e-09,0.0963253255647084,Calb1
P12787,Cox5a,0.95324264024404,0,0,0.0120054544364941,0.00290606825175789,0.0318458370677083,Cox5a
P12815,Pdcd6,0.966106497610994,0,0.00196556713120963,0,0,0.0319279352577963,Pdcd6
P12849,Prkar1b,0.818036028685619,0.0159848288839045,0,6.4989803264039e-11,0.0366530867397108,0.129326055625776,Prkar1b
P12960,Cntn1,0.936047646336472,0,0.0192654296842625,0.0116009522657734,0.00832957000067273,0.0247564017128193,Cntn1
P12970,Rpl7a,0.99581712305773,0.000746899946579529,0.000194395738394961,0,0,0.0032415812572958,Rpl7a
P13020,Gsn,0.954052716040347,0,0,0.0135010610002573,0.0135243128276928,0.0189219101317027,Gsn
P13439,Umps,0.67059841142347,0,0,0.0210169034999131,0,0.308384685076617,Umps
P13595,Ncam1,0.981542865656495,0,0.00194622637232497,0.00460938167554169,0.00160403055451545,0.0102974957411224,Ncam1
P13597,Icam1,0.897237898794261,0,0.0206113570214915,0,0.0243619983563812,0.0577887458278659,Icam1
P13634,Car1,0.573911014290791,0,0,0,0.269720551132769,0.15636843457644,Car1
P13705,Msh3,0.77972991660944,0,0,0.0282514621201966,0,0.192018621270363,Msh3
P13707,Gpd1,0.924517144666602,0.00322869689271468,0.00629283633791967,0.0208674186823982,0,0.045093903420365,Gpd1
P13808,Slc4a2,0.776806012556876,0.015445991574664,0,4.3770608965842e-10,0.0805320587477609,0.127215936682993,Slc4a2
P13864,Dnmt1,0.987051987622642,0,0,0,0.00190817707910386,0.0110398352982545,Dnmt1
P14094,Atp1b1,0.990537048855652,0,0,0.000673937537060432,0.000430028630692103,0.00835898497659519,Atp1b1
P14106,C1qb,0.967739710300085,0,0.021250765357344,0,0.00280846601312678,0.00820105832944458,C1qb
P14115,Rpl27a,0.975019010473726,0.000325048743186177,0.00123300885918773,0.00590391064377767,0,0.0175190212801226,Rpl27a
P14131,Rps16,0.993739566052201,0,0.000295700933438448,0.00145168464566457,0,0.0045130483686959,Rps16
P14148,Rpl7,0.99590461862288,0.000478872762318174,0.000642215038746514,0.000362440249233098,0.000177870023370142,0.00243398330345216,Rpl7
P14152,Mdh1,0.952488578943248,0,0,0.0100662714047071,0.00481305537233116,0.0326320942797136,Mdh1
P14206,Rpsa,0.937098404689008,0,0,0.0296376936896021,0.00534071652939855,0.0279231850919914,Rpsa
P14211,Calr,0.929067154384102,0.0100303102987169,0.0442868061107225,0.00358125788215001,0.0027966514000172,0.0102378199242918,Calr
P14231,Atp1b2,0.986470314320503,0,0.000162269368476346,0.00747552744439542,0.00172585735836131,0.00416603150826431,Atp1b2
P14576,Srp54a,0.991962492895195,0.00121084889334989,0.000214810792187196,0.00113749410154353,0,0.00547435331772442,Srp54a
P14602,Hspb1,0.838819543758995,0,8.99438965598242e-10,0,0.0619198601671456,0.0992605951744208,Hspb1
P14685,Psmd3,0.995346328796126,0,0,0.00150434802719405,7.21884110653394e-13,0.00314932317595773,Psmd3
P14733,Lmnb1,0.828146094278663,0.0369570507748044,0.0334333304288553,0.0451758037476679,0.0184335886516856,0.0378541321183239,Lmnb1
P14824,Anxa6,0.957442083648537,0,0.00284933530673689,0,0.0053649334264118,0.0343436476183145,Anxa6
P14869,Rplp0,0.993853177301203,0,0.000460559446567666,0.000782812973576831,0.00142253497836283,0.00348091530028918,Rplp0
P14873,Map1b,0.977736682456484,1.82398304862921e-10,0.0116843360736725,0.00376584079003092,0.00114652476028431,0.0056666157371297,Map1b
P15105,Glul,0.838618582454815,0.0240694793100242,4.95835579136254e-10,0.0784140780870972,0.0426051883882392,0.0162926712639893,Glul
P15116,Cdh2,0.984762011475381,2.27993371185806e-11,0.000297942469092124,0.0032948800782958,0.000601399634666826,0.0110437663197653,Cdh2
P15208,Insr,0.955130527612662,0,0.0121696068690964,0,0,0.0326998655182416,Insr
P15209,Ntrk2,0.891700531013738,0,0,0.00290107872312099,0.00172612519133764,0.103672265071803,Ntrk2
P15327,Bpgm,0.938425307874132,0,0.0030482338326461,0.0119980375538974,0.00734771439422846,0.0391807063450957,Bpgm
P15331,Prph,0.718730581216004,0.0224446036638872,0.0518607762559869,0,0.192596099641455,0.0143679392226668,Prph
P15379,Cd44,0.760608159865963,0.0110017486550887,0.0323337015551494,0,0.104069664802344,0.0919867251214559,Cd44
P15388,Kcnc1,0.932147361239793,0,0.0126821595178271,0.00928890020192759,1.21459082072151e-11,0.0458815790283069,Kcnc1
P15508,Sptb,0.755143424446619,0,0,1.31467518863846e-10,0.1880132802818,0.0568432951401133,Sptb
P15532,Nme1,0.885495341599827,0.0114658357642543,0.0233003316454274,5.15949479464059e-10,0.000513577130051121,0.0792249133444911,Nme1
P15864,H1f2,0.897701623735557,0.0116458689578035,1.28010859567685e-10,0,0.0463529140930701,0.0442995930855581,H1f2
P15920,Atp6v0a2,0.812522561500228,0.0255081424692316,0.0503248791932615,0.00308102492359622,4.58756590464431e-10,0.108563391454926,Atp6v0a2
P16014,Chgb,0.671842390775353,0,3.74474269542877e-08,1.85340857914178e-08,0.239366621389007,0.0887909318541279,Chgb
P16045,Lgals1,0.894200373476945,0,0,0,0.00738486348976044,0.098414763033295,Lgals1
P16054,Prkce,0.927910492291103,0,1.28654229190939e-11,0.0178335588924716,0.0402177185477887,0.0140382302557715,Prkce
P16092,Fgfr1,0.939804398786002,0,0.00374691539016168,0.0110039327845064,0,0.04544475303933,Fgfr1
P16125,Ldhb,0.871321152400379,0,1.68483286669572e-10,0.00636761816059607,0.066992176627409,0.0553190526431326,Ldhb
P16254,Srp14,0.983999732497285,0,0.00675155102941106,0.00126775152970466,1.3046411736376e-11,0.00798096493055325,Srp14
P16283,Slc4a3,0.69552073345581,0,0,0.00789530217664309,0,0.296583964367547,Slc4a3
P16301,Lcat,0.587441290384181,0,0.0847790384067454,0.05051264555747,0.0269889698897154,0.250278055761889,Lcat
P16305,Gabra6,0.821483081013408,0.00950863751781246,0.0579654104002392,0.0511204953945568,0.0202559232320112,0.0396664524419723,Gabra6
P16330,Cnp,0.911255989179611,0.0113372353148629,0.00146486914291613,0.0417465693077912,0.0133596587298194,0.0208356783249994,Cnp
P16332,Mmut,0.952506430512937,0,0,0.00676485273680577,0,0.0407287167502573,Mmut
P16388,Kcna1,0.867231262669251,3.26425757954294e-10,0.0294054140795211,1.01297326457359e-08,0,0.103363312795069,Kcna1
P16390,Kcna3,0.85503245021059,0,0.00369280510288509,0.0228372779578774,0,0.118437466728647,Kcna3
P16406,Enpep,0.798717788419735,0.0351698250714723,4.54711716298979e-10,0.0160244389572154,0.0154964381406392,0.134591508956227,Enpep
P16460,Ass1,0.847665180545937,0.00245450439484267,0.00988240010843217,0.0369975372972586,0.0612989826789552,0.0417013949745741,Ass1
P16546,Sptan1,0.733242880658964,0,2.48113799807055e-09,0.00443713126807769,0.204594398529507,0.0577255870623126,Sptan1
P16675,Ctsa,0.954220226122042,0,0.0040171956924054,0.00946805082432416,0.00248564904174207,0.0298088783194869,Ctsa
P16858,Gapdh,0.854738469773633,0.00493741211227184,0,0.016914169319506,0.0531163923000957,0.0702935564944936,Gapdh
P17047,Lamp2,0.891913884801118,4.13090610008438e-11,3.07418254634464e-11,0.0408279421803146,0,0.0672581729465166,Lamp2
P17095,Hmga1,0.833381887083665,0,0.0632007100476307,0,0.00547622190380209,0.0979411809649025,Hmga1
P17156,Hspa2,0.749927178060119,0.019905142087822,0.0588361007413182,0,0.012923566980714,0.158408012130027,Hspa2
P17182,Eno1,0.97321501019631,0,0,0,0.00354388800366849,0.0232411018000213,Eno1
P17183,Eno2,0.966753976870017,0,0,0,0,0.0332460231299829,Eno2
P17225,Ptbp1,0.828113917304086,0,0,0.00893996248701279,0,0.162946120208902,Ptbp1
P17426,Ap2a1,0.971342579502639,0.00127564795253396,0,0.00381980547203347,0.00692547380525353,0.0166364932675405,Ap2a1
P17427,Ap2a2,0.857979695724595,4.26899142653388e-11,1.22152394854086e-11,0.0392516182112408,0.0705023245061351,0.0322663615031244,Ap2a2
P17439,Gba,0.957450240242867,0,0,0.00433725412221907,1.94014526657828e-10,0.0382125054409,Gba
P17563,Selenbp1,0.898720442218836,2.1888167584314e-11,1.32085957692313e-11,0.022338603316041,0.0335319739059009,0.0454089805241249,Selenbp1
P17665,Cox7c,0.792726731445005,0,0,0.0911001547463102,1.02770534089165e-10,0.116173113705914,Cox7c
P17710,Hk1,0.971450903090227,0.0115249193749601,1.52832657672985e-10,0,0.00797848406682115,0.00904569331515875,Hk1
P17742,Ppia,0.945797254926335,0,0.000153075122223033,0.00816488766887059,0,0.0458847822825713,Ppia
P17751,Tpi1,0.965579975230851,0,0,0,0,0.0344200247691495,Tpi1
P17809,Slc2a1,0.949039623508501,0,0,0,0.00674121394409909,0.0442191625473997,Slc2a1
P17897,Lyz1,0,0,0,0,0.0753604312725586,0.924639568727441,Lyz1
P18052,Ptpra,0.974752560674998,0,0,0,0,0.0252474393250019,Ptpra
P18242,Ctsd,0.958439540460919,3.92419092857295e-11,0.0048671219917273,0.00149150442504242,7.98442522617125e-12,0.0352018330750849,Ctsd
P18293,Npr1,0.869731832661155,0,0,0.0506851156043658,0.0178996703690321,0.0616833813654473,Npr1
P18572,Bsg,0.943954453225434,0,0,0,0,0.0560455467745663,Bsg
P18581,Slc7a2,0.95615976221452,0.00199378913279415,0,0,0.0110920704896107,0.0307543781630748,Slc7a2
P18653,Rps6ka1,0.63348417337398,0.0473235306426371,0.116689327461869,0.029207264366974,0.0696647826419486,0.103630921512591,Rps6ka1
P18654,Rps6ka3,0.475359237723433,0,0.0377895521297071,0.0865774604498033,0,0.400273749697057,Rps6ka3
P18760,Cfl1,0.93980379648769,0.00401547985148833,0.00188669134835425,0.0197601839358726,0,0.0345338483765948,Cfl1
P18826,Phka1,0.957573797892786,7.59079097054995e-11,0,0.0119217416942569,0,0.0305044603370488,Phka1
P18872,Gnao1,0.986862627122229,0,1.6457834679438e-12,0.0017861999465004,0.00126764361696758,0.0100835293126574,Gnao1
P18894,Dao,0.946587196252466,0,0,0.0263634506979957,0.00426631180641273,0.0227830412431258,Dao
P19096,Fasn,0.980943715891352,0.00565346324507095,0.00384033293657944,0,0.00235432970698196,0.00720815822001607,Fasn
P19157,Gstp1,0.936317567495644,0.00193636209174141,3.63182273836421e-07,0.0121904413199572,0.0178051043049447,0.0317501616054383,Gstp1
P19221,F2,0.70801147664552,0,0.0506563049679646,0,0.00898964858986876,0.232342569796646,F2
P19246,Nefh,0.501651542680003,0.00443649246116763,1.64497724799271e-08,5.45929159360175e-11,0.400367059842187,0.0935448885122776,Nefh
P19253,Rpl13a,0.992711875991516,0.000471876440412205,8.94296842877652e-05,0.000895159706063845,0,0.00583165817772034,Rpl13a
P19258,Mpv17,0.95514295516808,2.22221844231563e-11,3.95898812142084e-12,0.0090064110143951,0.00686347788631331,0.0289871559050303,Mpv17
P19324,Serpinh1,0.895100971494513,0.0144935164041307,0.0465620785770649,0.00618340696788138,0,0.0376600265564105,Serpinh1
P19536,Cox5b,0.904731152945152,0,0,0.047008544792271,0.00120735420729587,0.0470529480552807,Cox5b
P19783,Cox4i1,0.940787806031762,0,0.000999021446433271,0.00488181965477906,0,0.0533313528670255,Cox4i1
P20029,Hspa5,0.881214827590719,0.0150731877062628,0.0852039183756082,0,0.0034131245690456,0.0150949417583646,Hspa5
P20060,Hexb,0.86655091552623,0.00368285297214601,0.0985303295145149,9.81689442767481e-11,0.0126314415773242,0.0186044603116159,Hexb
P20108,Prdx3,0.962156718303565,0,0,0.0224943090883904,0,0.0153489726080444,Prdx3
P20152,Vim,0.985820699529963,0.000228472235900938,0.00405326317057395,0.00174237021637344,0,0.00815519484718842,Vim
P20352,F3,0.977990541309056,0,0.00298751837576406,0,0.00617138267232834,0.0128505576428519,F3
P20357,Map2,0.988060150161214,0,0.000590059333421906,0,0.00491858856201734,0.00643120194334687,Map2
P20444,Prkca,0.932899499120724,0.00299007280004071,4.66582089824861e-10,4.10698430301053e-09,0.0442023718185991,0.01990805168707,Prkca
P20852,Cyp2a5,0.198250016541366,0.216306152112667,0.355367231331287,8.015333456755e-08,0.173404460617115,0.0566720592442301,Cyp2a5
P20917,Mag,0.886475497889252,0.0101127807813055,0.0200824792681568,0.00856237413950071,0.0102327976630797,0.0645340702587056,Mag
P20918,Plg,0.850749489990803,0,4.48485514057821e-10,0,0.0964706943273967,0.0527798152333144,Plg
P21107,Tpm3,0.79583955965186,0.00601430182409246,0,0.0289535314726096,0,0.169192607051438,Tpm3
P21126,Ubl4a,0.697532660341421,0.0791405523516895,0,1.04592706691691e-10,0.0375010433671821,0.185825743835114,Ubl4a
P21237,Bdnf,0.120535430141256,0,0,0,0.40828532636245,0.471179243496294,Bdnf
P21278,Gna11,0.953795293543071,0.0108491120998829,0.0028892181612147,0.00365826837641383,0,0.0288081078194175,Gna11
P21279,Gnaq,0.924347206552252,0,0,0.00553706291046618,0,0.0701157305372814,Gnaq
P21447,Abcb1a,0.933720696387978,0,0.0179153249936822,0,0.0056852162853414,0.0426787623329988,Abcb1a
P21460,Cst3,0.838016884654982,0.0093616894378914,2.20056204306863e-08,0.0440619728201971,0.0863549284040887,0.0222045026772202,Cst3
P21550,Eno3,0.830801977164616,0,0.0500142023306143,0.0058625108919601,0.00721787188664161,0.106103437726168,Eno3
P21614,Gc,0.727581195837094,0,0,0.0356764415282349,0.0916687808555792,0.145073581779092,Gc
P21619,Lmnb2,0.844193626886647,0,0.0732978450374963,2.98495821875656e-11,0.0250139389461836,0.0574945890998233,Lmnb2
P21661,Pcsk2,0.848091676736103,0,0,0.0242738135227411,0.0734271982854956,0.0542073114556605,Pcsk2
P21836,Ache,0.966496827267166,0,0,0.00361330493554513,0.000505146599161967,0.0293847211981268,Ache
P21956,Mfge8,0.744578142031634,2.14528372217196e-10,0.0401226378101766,1.0231203128651e-08,0.139030511477169,0.0762686982352892,Mfge8
P21958,Tap1,0.404709153106054,0.0857047828390059,0,0.116053413458975,0.0802072171787544,0.313325433417211,Tap1
P21981,Tgm2,0.744409123131919,0.0135564240801721,0.0672172037061687,0.0197362019169761,0.0474490469028703,0.107632000261894,Tgm2
P21995,Emb,0.916563787498684,6.84385297517336e-11,0.00202207279850939,0,0,0.0814141396343678,Emb
P22005,Penk,0.892041108568796,0,0,2.7275243487909e-10,0.0704180126940748,0.0375408784643772,Penk
P22315,Fech,0.952148864030151,4.09114329823838e-10,7.34070198422764e-05,0.0199459363438648,0.0007504186616399,0.0270813735353872,Fech
P22437,Ptgs1,0.553308465406414,0,0.00252516684213338,0,0.0235869328143676,0.420579434937085,Ptgs1
P22599,Serpina1b,0.683935916626563,0,0.150324803948827,0,0.112979642622754,0.0527596368018565,Serpina1b
P22682,Cbl,0.606092407986515,0,0.00706548478115264,0,0,0.386842107232332,Cbl
P22723,Gabrg2,0.881144214238521,0,0,0.00740475211598741,0,0.111451033645491,Gabrg2
P22892,Ap1g1,0.929744985546255,0.000909872861916235,0.0289089970152158,5.35681094215843e-09,0.00608410657935841,0.034352032640444,Ap1g1
P22907,Hmbs,0.794837243515418,0.0049766819517988,0,0.00803068079390205,0,0.192155393738881,Hmbs
P22933,Gabrd,0.890186588273087,0,0,0.0162712774328471,0.0118112989374486,0.0817308353566176,Gabrd
P22935,Crabp2,0.61472578285593,2.11350499812619e-10,0.00907211698997071,0.110049236453022,0,0.266152863489726,Crabp2
P23116,Eif3a,0.975677096752767,1.08855264870116e-11,0,0.0041535854940087,0.00820659003415662,0.011962727708182,Eif3a
P23198,Cbx3,0.867891840212206,0,0,0.0452760200046621,0.00653469498905427,0.0802974447940776,Cbx3
P23242,Gja1,0.968067270336638,0,0,0,0.00289530844407132,0.0290374212192909,Gja1
P23249,Mov10,0.896821814391529,0,0,0.0323740609081953,0.00356691368418615,0.06723721101609,Mov10
P23298,Prkch,0.594224629266806,0.0697106966222481,0,0.0152282481236457,0.0233727520585333,0.297463673928767,Prkch
P23492,Pnp,0.958966025801127,4.32174494741403e-12,0.00178288496596097,0.00520105620835222,0,0.0340500330202376,Pnp
P23506,Pcmt1,0.936119750748339,0.00189573026943928,0.0193899905231402,0.0170129019466342,0,0.025581626512447,Pcmt1
P23591,Tsta3,0.929751584246878,0,0,9.74945706996009e-12,0.0337758330677417,0.0364725826756307,Tsta3
P23780,Glb1,0.923747755847749,0.00921731401837506,0.021280587213683,0,0,0.045754342920193,Glb1
P23818,Gria1,0.969552510024869,6.05825453174629e-09,0.0139202461146386,2.01189558048803e-11,0,0.016527237782119,Gria1
P23819,Gria2,0.966048759441145,0.0145918190057897,0.00224091740031303,0.00427067281704306,1.02292757595214e-11,0.0128478313254797,Gria2
P23927,Cryab,0.630728855744158,3.41370817542803e-11,0.0513902975289537,0.139011722236461,0.110572412927778,0.0682967115285116,Cryab
P23953,Ces1c,0.750232929585741,0,0.067508870474376,1.61155378248065e-11,0.0852758632633949,0.0969823366603724,Ces1c
P24270,Cat,0.959588753108884,0,0,0.000869982539485788,7.0811449224443e-10,0.0395412636435156,Cat
P24288,Bcat1,0.970783298874271,0,0.00496462375496325,0,0,0.0242520773707657,Bcat1
P24369,Ppib,0.937822104668883,0,0.0188299291449614,0,0.000946746597665139,0.0424012195884904,Ppib
P24472,Gsta4,0.931025918797257,0,0.00845553380206848,0,0,0.0605185474006749,Gsta4
P24527,Lta4h,0.920259639165778,0,0,0.0108382428700701,0.00303734593325056,0.0658647720309013,Lta4h
P24529,Th,0.964382018238059,0,0.00204527576049678,1.30706087087696e-11,0.0123039121513197,0.0212687938370546,Th
P24547,Impdh2,0.953251324707549,0.00643105210719931,0.00478190776817119,0.014938715591051,0.00540422208458057,0.0151927777414491,Impdh2
P24549,Aldh1a1,0.870612634833533,0.0018657791264843,0,0.0510704096296023,0.0616573134112617,0.0147938629991185,Aldh1a1
P24638,Acp2,0.946732733706036,0,0.00914797517755262,0.00160477914547344,0,0.0425145119709379,Acp2
P24668,M6pr,0.968411614595199,0,0.00138953460901004,0.00356439028088345,3.88036064432728e-05,0.026595656908464,M6pr
P24788,Cdk11b,0.455207453141697,0.112678679398197,0.00480763261822282,0.0731547120938376,0,0.354151522748046,Cdk11b
P25233,Ndn,0.793736531100328,0,0,0.0303815850549609,0.00886655425238518,0.167015329592326,Ndn
P25444,Rps2,0.995642723473514,0,0.000293797199612096,0,1.72438351133957e-12,0.00406347932514891,Rps2
P25785,Timp2,0.724701905428278,0.00307349670122491,0.0119080536991869,6.07049276536e-10,0.224318414745583,0.0359981288186785,Timp2
P25799,Nfkb1,0.726216766380538,0,0,0.142739478369363,0,0.131043755250099,Nfkb1
P25911,Lyn,0.965747783555935,0.0075375159198492,0,0,0,0.0267147005242156,Lyn
P25976,Ubtf,0.803633707120706,0,0,0,0.0198891863780071,0.176477106501287,Ubtf
P26039,Tln1,0.965415419429938,1.89720477728111e-10,3.25291960026976e-10,0.0213524752449986,0.00175824891791743,0.0114738558921332,Tln1
P26040,Ezr,0.969057786949651,0,0,0.000815466614633624,1.44151700334553e-11,0.0301267464213,Ezr
P26041,Msn,0.921652761639006,0.00200652787207947,0,8.4955342151601e-12,0.0438127883852687,0.0325279220951508,Msn
P26043,Rdx,0.92437977433716,0.00656819371101773,0,0.0303580219257762,1.37395362107711e-08,0.0386939962865092,Rdx
P26048,Gabra2,0.63785012474106,0,0.00535049202276867,0.0336470322830268,0,0.323152350953144,Gabra2
P26049,Gabra3,0.931374419714097,0,0.0160429095075157,0,0,0.0525826707783868,Gabra3
P26231,Ctnna1,0.967822724531447,0,0,0.0102426440268227,0.00284180303453181,0.0190928284071987,Ctnna1
P26339,Chga,0.702454863624583,1.01827568745567e-09,1.37352399718294e-10,8.03091503870625e-09,0.18736449123045,0.110180635958423,Chga
P26350,Ptma,0.596298573330209,2.87671195966297e-09,0,7.6374251150213e-11,0,0.403701423716705,Ptma
P26369,U2af2,0.976954723081989,0,0.00384450675910532,0,0,0.0192007701589062,U2af2
P26443,Glud1,0.959740080016122,3.06148925210979e-11,0,0.00113703810047825,0.00447575835060832,0.0346471235021761,Glud1
P26450,Pik3r1,0.952386039912483,0,0,0.0162021709890263,3.01736929577896e-10,0.031411788796754,Pik3r1
P26516,Psmd7,0.986041608378578,1.06742411295527e-11,0,0.0043432226663131,1.03394757478319e-12,0.00961516894340073,Psmd7
P26638,Sars,0.980520525637274,0,0.000556831270445959,0.00574335169315488,0.00291252839956603,0.0102667629995587,Sars
P26645,Marcks,0.787665108408245,2.43244354858368e-10,0.0121062128791392,0.0471050788596349,0,0.153123599609736,Marcks
P26883,Fkbp1a,0.850811090420282,2.20007980327363e-11,0,0.00569233872879884,0,0.143496570828918,Fkbp1a
P27048,Snrpb,0.979588338747162,2.0185275004709e-11,0,0.00226784977583868,0.00145610437705684,0.0166877070797568,Snrpb
P27090,Tgfb2,0.787196390412811,0,0.00752685776965357,0.00603439420722859,0.00687970260486869,0.192362655005438,Tgfb2
P27545,Cers1,0.8909436662255,0,0.0220887830687147,5.45191339916132e-11,0.0114870395510889,0.0754805111001767,Cers1
P27546,Map4,0.955617421378884,0.00573390486614931,0.0073658519957049,0.00868959148271931,0.00332971349226218,0.0192635167842801,Map4
P27573,Mpz,0.099481264150628,0.0374187774692984,0.430930725569342,0.293784209235819,0.124871290896148,0.013513732678764,Mpz
P27600,Gna12,0.960671550984595,0.00167886723182113,0.00453809328682682,0,0.00606171400333377,0.0270497744934238,Gna12
