Protein,Symbol,Entrez,Mixture,Genotype,BioFraction,Residuals,R2.fixef,R2.total
Q8K4M5,Commd1,17846,0.0236719761884949,0.0109569029946692,0.759427205397534,0.205943915419302,0.873095497843237,0.90499656455283
Q8K3X4,Irf2bpl,238330,0.000599537557580847,0.0109396496097252,0.965810559933863,0.0226502528988305,0.976218357648428,0.976733788169905
Q07646,Mest,17294,0,0.0109089490704292,0.756427055890201,0.23266399503937,0.753198957193202,0.753198957193202
P62984,Uba52,22186,0.00209054651803277,0.0108935738092193,0.966727961695451,0.0202879179772968,0.977597019030548,0.979627763652647
Q9D1L9,Lamtor5,68576,0.0674225702010143,0.0108506007971114,0.872865932871318,0.0488608961305566,0.880407620193777,0.952241081721192
Q9QYB8,Add2,11519,0.000612452527235698,0.0108485567935525,0.944583973250076,0.0439550174291361,0.950296021372662,0.950414358198423
P63040,Cplx1,12889,0,0.0108363234112743,0.811888569329806,0.177275107258919,0.839033895068694,0.839033895068694
E9Q7X7,Nrxn2,18190,4.42751016884364e-11,0.0108290866311389,0.93038151359253,0.0587893997320564,0.937789644056455,0.937789644056455
Q9ERR7,Selenof,93684,0.00344201408489022,0.0108038067115698,0.963514972609668,0.0222392065938721,0.977118682078825,0.980706283248207
Q9Z0V2,Kcnd2,16508,0.0257234886584397,0.0107852954317442,0.94117943571885,0.0223117801909665,0.955340289542435,0.981853885715442
Q8C437,Pex5l,58869,0.0203911493655005,0.0107711638880055,0.927772535406041,0.0410651513404528,0.933051226413759,0.953113093535069
Q8BWY7,Slc39a11,69806,0.0231672769820318,0.0107696175240713,0.87060812833407,0.0954549771598271,0.88457842051469,0.907926410381143
O88623,Usp2,53376,0,0.0107660324883995,0.72050212172988,0.26873184578172,0.752003617952377,0.752003617952377
Q9Z306,Slc22a4,30805,0.0120252110395354,0.0107551661647168,0.89080095735047,0.0864186654452783,0.891203722495418,0.90205228332293
Q9EPA7,Nmnat1,66454,0.0339083598668333,0.0107536657957754,0.93475895472684,0.0205790196105509,0.942746797390309,0.977477361499813
Q8C079,Strip1,229707,0.0569721766549827,0.0107390083566524,0.806595883518117,0.125692931470248,0.807430997894782,0.865709302951722
C0HK79,Arxes1,76219,0,0.0107166298574414,0.900993942833177,0.0882894273093819,0.908798848525927,0.908798848525927
Q8VCT3,Rnpep,215615,0,0.0107149609596127,0.970171202703081,0.0191138363373065,0.982789913617563,0.982789913617563
Q8VEJ4,Nle1,217011,0,0.010675147160845,0.916738499378155,0.072586353461,0.924521911562475,0.924521911562475
Q91W61,Fbxl15,68431,0.1158897823289,0.010652777613194,0.615265179616251,0.258192260441655,0.621610137031273,0.745995920644234
Q9JJI8,Rpl38,67671,0.0103376841343021,0.0106326463659944,0.953076760320702,0.0259529091790013,0.961994296510207,0.972126216702746
Q61687,Atrx,22589,0.0167722412924965,0.0106214506815798,0.61973505016107,0.352871257864853,0.639365298647892,0.654025924351204
Q9R0S3,Mmp17,23948,0.0583689783413268,0.0105882075285873,0.78918667945149,0.141856134678596,0.787559280968492,0.846933983989716
Q5SP85,Ccdc85a,216613,0.0227825123547896,0.0105786697721174,0.937027358928111,0.0296114589449819,0.948308037624592,0.971450977817334
Q3UHC7,Dab2ip,69601,0.00126337818799392,0.0105761426552724,0.971724939216352,0.0164355399403812,0.982034987578311,0.983236305748166
Q8C3J5,Dock2,94176,0.246700765749521,0.0105756758784323,0,0.742723558372046,0.0427417609686458,0.295485519969304
Q9DBC7,Prkar1a,19084,0.0183017600258005,0.010567009588935,0.931925298743552,0.0392059316417127,0.93765601589906,0.955615582465126
Q8VHG2,Amot,27494,0.0208265041138329,0.0105605743756807,0.715352254599278,0.253260666911209,0.711945512016526,0.729820755228902
Q8BL03,Slc25a29,214663,0.0577687545232765,0.010547980230787,0.887656481032613,0.0440267842133237,0.89268919223259,0.953318243339571
Q9DCA7,Caly,68566,0.10671398835971,0.0104999658490398,0.763541872114716,0.119244173676534,0.809800973999425,0.931608502985692
P97772,Grm1,14816,0.0250647505083098,0.0104888205269703,0.950781681762911,0.0136647472018088,0.960769116130078,0.986290066875062
Q99P72,Rtn4,68585,0.0206540611074814,0.0104869994005922,0.895624509036503,0.073234430455423,0.905988224413018,0.926584482733941
Q3TH73,Ttyh2,117160,0.0136173372303078,0.0104487727321943,0.927451912929559,0.0484819771079389,0.938361416733964,0.951912666997434
Q812A2,Srgap3,259302,0.0720521104946327,0.0104368110072751,0.833844119179917,0.0836669593181747,0.832439562386593,0.908187106413662
Q80U95,Ube3c,100763,0.00254712425418084,0.0104347859600308,0.938072694795932,0.0489453949898563,0.941764834458183,0.943639669352226
Q9QYE9,Plekhb1,27276,0.0542465260816454,0.0104341851867298,0.860993300567616,0.074325988164009,0.861107691115239,0.916945401548766
Q6PAM0,Prkab2,108097,0.0776142229582656,0.0104316061254527,0.332595124621068,0.579359046295214,0.380866251293922,0.459780272101749
Q8BKC8,Pi4kb,107650,0,0.0104229633753554,0.538477261566668,0.451099775057977,0.548201467397989,0.548201467397989
Q9WV18,Gabbr1,54393,0.000581165114810525,0.0104067509141818,0.952227745400913,0.0367843385700946,0.958204579322831,0.958365230341721
Q8BHG1,Nrd1,230598,0.048034294745198,0.010404638369849,0.845997395350045,0.095563671534908,0.843412991552418,0.891870529455513
Q5EG47,Prkaa1,105787,0.0422572672626473,0.010393703210008,0.813679933783013,0.133669095744331,0.810168458017758,0.851813088492869
O89116,Vti1a,53611,0.0614872372435343,0.0103874739165535,0.841556103158639,0.086569185681273,0.846729722122835,0.911066592163806
O54824,Il16,16170,0.133870952014468,0.0103866690070898,0.444105739198182,0.411636639780261,0.454891885918603,0.596456933602492
Q8BXR1,Slc7a14,241919,0.10630897232415,0.0103866036114035,0.59921110280359,0.284093321260856,0.584317729677726,0.694022375766053
Q810U5,Ccdc50,67501,0.0320666664653349,0.0103533108189185,0.889445851873633,0.068134170842114,0.895295925351784,0.927507368732783
P47941,Crkl,12929,0.0532931435392358,0.0103473453741485,0.890623427851702,0.0457360832349142,0.892705853450567,0.947998936612383
Q9D708,S100a16,67860,0.19547767992125,0.0103234534903217,0.647770121778796,0.146428744809633,0.618615346976833,0.839452999503398
Q6PGB6,Naa50,72117,5.28790761426843e-10,0.0103153120331576,0.953769125084036,0.0359155623540152,0.966034289760245,0.966034289760245
Q80YE4,Aatk,11302,0.0157418555535813,0.0103053673077434,0.935181132355394,0.0387716447832816,0.939570763670937,0.954804978464658
Q8VI75,Ipo4,75751,0.00658188827184707,0.0103047140178529,0.913970061517524,0.0691433361927761,0.921706505560671,0.927826105601804
Q9QZ06,Tollip,54473,0,0.0102772785309651,0.967707817010808,0.0220149044582267,0.977144854765466,0.977144854765466
Q3TWI9,Tmem63b,224807,0.0126580037354176,0.0102554262096161,0.948590133179782,0.0284964368751847,0.954231431385749,0.966469178825151
Q6P069,Sri,109552,1.96520882144496e-10,0.0102521727559952,0.962224915141554,0.02752291190593,0.974223250847094,0.974223250847094
Q9D7A6,Srp19,66384,4.79527302178052e-11,0.0102436885022045,0.843212885924425,0.146543425525418,0.846889312384367,0.846889312384367
P54728,Rad23b,19359,0,0.0102379277343869,0.775874266365188,0.213887805900426,0.804117935123763,0.804117935123763
Q61704,Itih3,16426,0.0200774126903527,0.0102377185865879,0.866713821797192,0.102971046925868,0.881035602271448,0.901189582620015
Q9WU78,Pdcd6ip,18571,0.00272177792823681,0.0102340937396799,0.953541151039236,0.0335029772928467,0.965551435389416,0.968314326494746
Q8K2I4,Manba,110173,0.0115287703114188,0.0102089383082236,0.90321447557281,0.075047815807547,0.905564434142066,0.916171755723074
O54774,Ap3d1,11776,0.00483540063788892,0.0102027433402607,0.963736222205699,0.0212256338161511,0.974574164958017,0.97937674829297
Q8BUV6,Lsm11,72290,0,0.0101957144812639,0.957369482302823,0.0324348032159133,0.96495337046362,0.96495337046362
P47743,Grm8,14823,0.00964839736502958,0.0101948877128274,0.957527931932325,0.0226287829898184,0.966445778155529,0.975923980729855
Q68FE6,Ripor1,75687,0,0.0101924960818512,0.950175810064485,0.0396316938536635,0.958679915837228,0.958679915837228
Q8VEL9,Rem2,140743,0.0313041168270329,0.0101594543272665,0.62219702902896,0.336339399816741,0.624113741181802,0.652077717467286
Q8CAL5,Gpc5,103978,0.0936615366008918,0.0101550145017039,0.77424326082897,0.121940188068434,0.790647509795311,0.893069983437703
P61458,Pcbd1,13180,0.0283400711287083,0.010151092132264,0.887856843819542,0.0736519929194853,0.903088264387499,0.932177153228101
Q64096,Mcf2l,17207,0.0332914454057097,0.0101191269918447,0.691318569861892,0.265270857740554,0.741452184911642,0.777125331620037
Q8BLK9,Rps6kc1,320119,0.0255534213029116,0.0100955048741716,0.826939165135066,0.137411908687851,0.839067409235324,0.864435516954703
Q80W21,Gstm7,68312,0.0148253157926078,0.0100862864802095,0.935517945655326,0.0395704520718562,0.941906994997439,0.956380504714284
P48722,Hspa4l,18415,0.0135283082639176,0.010075563444798,0.940428342967121,0.035967785324163,0.944883134496481,0.957887950549873
Q60760,Grb10,14783,0.00322947929525636,0.0100558634667689,0.95618061399991,0.0305340432380651,0.962753633238431,0.965615172049581
Q8CI59,Steap3,68428,0.0427747290254081,0.0100411437703393,0.593998184345042,0.353185942859211,0.619680010976309,0.661790306717682
Q7TPM9,Mtmr10,233315,0.0128982495896372,0.010034454317077,0.810172701446866,0.16689459464642,0.811401153600027,0.822650875488417
O88839,Adam15,11490,0.051463771777165,0.0100290618188691,0.823233862507079,0.115273303896888,0.820956164839181,0.872998730225051
Q99J95,Cdk9,107951,0.00568303699052551,0.0100108744317123,0.963354222623658,0.0209518659541039,0.974793372612082,0.980506158559248
Q60605,Myl6,17904,2.97889519281225e-10,0.0100082551563557,0.802713642097879,0.187278102447876,0.821907690949293,0.821907690949293
Q3V038,Ttc9,69480,6.12708212870934e-11,0.0100080868354515,0.888913239342908,0.10107867376037,0.907323673824219,0.907323673824219
Q9JLL0,Crim1,50766,0,0.0099760246366425,0.871668468011341,0.118355507352017,0.885333946323257,0.885333946323257
Q3ULA2,Btrc,12234,0.10967281422716,0.00994927789795588,0.769349068103327,0.111028839771557,0.789314216214821,0.911708443107444
Q69ZQ1,Myorg,329828,0.0137628403063768,0.00993323995967249,0.900864116340621,0.0754398033933296,0.909030142333726,0.922395461723213
Q9EP53,Tsc1,64930,0,0.00993002897390215,0.955514600206904,0.0345553708191943,0.963707197224234,0.963707197224234
Q5SYD0,Myo1d,338367,0.038710589686496,0.00991013692760883,0.916778845858206,0.0346004275276888,0.922159523856054,0.96179793567222
Q8R1Y2,Bmerb1,67254,0.16122631813015,0.00986013740423763,0.48104343947875,0.347870104986863,0.473296690350951,0.646507660188106
Q8BUV3,Gphn,268566,0.0139396149702266,0.00985486775718278,0.949496799703382,0.0267087175692085,0.956937760340734,0.97066485539968
Q00422,Gabpa,14390,0.122414154441639,0.00985090861982384,0.617824474315637,0.249910462622901,0.657770346215974,0.794750887563868
Q9ET54,Palld,72333,0.327266361291976,0.00981385453547936,0.426363452258855,0.236556331913691,0.397520394688511,0.771697184193319
Q62148,Aldh1a2,19378,0,0.00981340004874238,0.788437067612732,0.201749532338526,0.791072618076588,0.791072618076588
Q3UL36,Arglu1,234023,0.0036250938997547,0.0098103892577089,0.958758573770582,0.0278059430719548,0.966345811838789,0.969700833287693
Q8K2C9,Hacd3,57874,0.000123916672530151,0.00978544138602942,0.941736122877756,0.0483545190636842,0.950851432211343,0.950851432211343
Q6IEE6,Tmem132e,270893,0.0021285702227944,0.00978389582892714,0.965616219431613,0.0224713145166657,0.972589777975255,0.974431664933568
Q8BHK2,Scn3b,235281,0.0594395813929703,0.00978146488540569,0.819440161217237,0.111338792504387,0.817186550599853,0.878162619729826
Q504M8,Rab26,328778,0.209366212596881,0.00976487170525603,0.524166042740728,0.256702872957135,0.492986504239204,0.724479515160014
Q9R1V6,Adam22,11496,0.00691141273862706,0.00973135068748384,0.966833316518502,0.0165239200553876,0.973923451166552,0.980550559829097
Q9DB29,Iah1,67732,0.0100546253299594,0.00972872954347051,0.863825861680454,0.116390783446116,0.858439821010517,0.866711663732092
Q0VBL3,Rbm15,229700,2.79313620927846e-11,0.00970723739239025,0.95646741211774,0.0338253504619385,0.963848049574295,0.963848049574295
O35526,Stx1a,20907,0.00399389800424107,0.00970676386730262,0.958520543452919,0.0277787946755371,0.967823942673077,0.971688013213116
Q8CFA2,Amt,434437,0.0170410146269181,0.00970515616945475,0.827940998430768,0.145312830772859,0.82794318458124,0.843456204571307
Q921J2,Rheb,19744,5.81756202071653e-11,0.00970343873242612,0.963761623962564,0.0265349372468346,0.97300801910146,0.97300801910146
Q64133,Maoa,17161,0.0107641098719668,0.00967123070939165,0.925241571574656,0.0543230878439854,0.930505499999034,0.940722911015074
P97441,Slc30a3,22784,0.0739845594590363,0.00966399913480913,0.804996362019951,0.111355079386204,0.803882852654202,0.881504385056269
Q60949,Tbc1d1,57915,0,0.00966378652346693,0.834980731941528,0.155355481535005,0.827784809420571,0.827784809420571
Q6WVG3,Kctd12,239217,0.00634092359208162,0.00966155581517108,0.947319092581249,0.036678428011498,0.953774090782707,0.959724396358406
P27090,Tgfb2,21808,0.00903474140692422,0.00965795251643223,0.786095591702844,0.195211714373799,0.791504810767846,0.799059492322833
Q99J45,Nrbp1,192292,0.0190784038294669,0.00965632976957432,0.914213012463069,0.0570522539378901,0.920467611388364,0.939235066678723
P41216,Acsl1,14081,0.0051107252508197,0.00964631636706809,0.91148372865308,0.0737592297290325,0.9244879379742,0.929597928097916
Q69ZI1,Sh3rf1,59009,0.010108771672691,0.00963074223685641,0.93218741644979,0.0480730696406629,0.936065637867089,0.945540748660372
A2AG50,Map7d2,78283,0.00921759837724836,0.00961846227788557,0.972879219610085,0.00828471973478116,0.984096546798182,0.993406694883158
Q8BSA9,Tyw3,209584,0.00847997163086595,0.00959745136554454,0.920801983271615,0.0611205937319745,0.922831359058418,0.930466149300901
Q9CW07,Ppp1r3g,76487,0,0.0095952403322065,0.851789382790832,0.138615376876962,0.858219082156633,0.858219082156633
P82347,Sgcd,24052,0.0146302424674404,0.00959296055063133,0.906129269630765,0.0696475273511635,0.924214276848815,0.939346320550669
Q9JIA1,Lgi1,56839,0.000398014333417928,0.00957598287232213,0.975849554917589,0.0141764478766708,0.984434281394004,0.984729147566504
P10810,Cd14,12475,0,0.00957525786846589,0.239694228494531,0.750730513637003,0.381673343382264,0.381673343382264
Q9Z2E9,Bscl2,14705,0.0017704304725179,0.00956720091350785,0.934928277237994,0.0537340913759801,0.941030842113825,0.942379768817279
O08599,Stxbp1,20910,0.0136956711055165,0.00956187940412691,0.955674078776961,0.0210683707133957,0.963325002192276,0.976862915077049
Q8BRK8,Prkaa2,108079,0.123276287360694,0.00955415350961385,0.744485291210301,0.122684267919392,0.730629604521018,0.865014480860554
Q9Z2B2,Slc25a14,20523,0.0292556355631047,0.00954366575603615,0.773192493619923,0.188008205060937,0.770695952628019,0.798113550872104
Q8BJL1,Fbxo30,71865,0.131861688696676,0.00953909393927112,0.226093111345435,0.632506106018618,0.359760382626532,0.511877095562243
P56212,Arpp19,59046,0.108095440920154,0.00953764913086756,0.509220837739038,0.37314607220994,0.537660917153917,0.652904698807005
P23298,Prkch,18755,0.0232057701741501,0.00950719117448113,0.619919852725814,0.347367185925555,0.695869293066154,0.722470737036196
P45878,Fkbp2,14227,1.18399443534651e-11,0.00949565460523796,0.958816625469029,0.0316877199138929,0.972435580736333,0.972843779238749
Q8BZ81,Lrrtm3,216028,0.0403596734931071,0.0094832022067517,0.701156928196235,0.249000196103906,0.733832097345676,0.775578107526529
O35598,Adam10,11487,0.00486131168491016,0.00946032320912803,0.865087620134322,0.12059074497164,0.868760117446434,0.87263817557312
Q9D2G5,Synj2,20975,0.22440406711769,0.00945160899014882,0.272878125341974,0.493266198550187,0.326902262774919,0.577169294144286
P22437,Ptgs1,19224,0,0.00944325813317333,0.55006375765327,0.440492984213557,0.561472631098206,0.561472631098206
P68404,Prkcb,18751,0.0244772105250017,0.00943466641159815,0.926125686984408,0.0399624360789919,0.938494188414467,0.963523841779438
Q9ES28,Arhgef7,54126,0.0116192620755186,0.00942609147033575,0.954824257961588,0.0241303884925574,0.964999704610117,0.976624826059714
O89086,Rbm3,19652,0.00172631334953949,0.00941919799622313,0.982772496090105,0.00608199256413205,0.991592732881258,0.993240547639948
Q9WV34,Mpp2,50997,0.0172528025175214,0.00940743711284031,0.909787440048388,0.0635523203212503,0.915510708367928,0.932327573855503
P59648,Fxyd7,57780,0.0176031670272257,0.00939566589932109,0.805633103030795,0.167368064042658,0.795627835943251,0.810649586922499
O35474,Edil3,13612,2.88265829479457e-10,0.00938679358077717,0.962860009823263,0.0277531963076943,0.969344662313476,0.969344662313476
Q91W96,Anapc4,52206,0.000533992533879758,0.00938549308821824,0.957749481048637,0.0323310333292653,0.963992802989531,0.964215891270175
P28063,Psmb8,16913,0,0.00933118083811855,0.763630615468272,0.227038203693609,0.763866792547788,0.763866792547788
P35821,Ptpn1,19246,0,0.00932240601652472,0.924461637817841,0.0662159561656345,0.946207628042462,0.946207628042462
Q8K1X4,Nckap1l,105855,0.0773124235100423,0.0093222290413093,0.791861910466801,0.121503436981848,0.786136050471275,0.866921232854386
Q9JMG3,Tmub1,64295,0.004328083162324,0.00930871576376219,0.933891519613857,0.0524716814600565,0.941406214270464,0.945409545761808
Q9D7A8,Armc1,74252,3.50964366566042e-11,0.00930498034556259,0.909457570679729,0.0812374489396115,0.908149747930881,0.908149747930881
Q9D5V5,Cul5,75717,0.0114904785055474,0.00929186160840792,0.964199277690432,0.0150183821956129,0.976310536462806,0.988002411707203
P58871,Tnks1bp1,228140,0.00130250320378356,0.00927790044341592,0.975866029000837,0.0135535673519635,0.983399773539025,0.984527123402844
Q4VGL6,Rc3h1,381305,0.0142371974730504,0.00927630938658701,0.927381478527969,0.0491050146123937,0.932123876128205,0.945873887805627
P58281,Opa1,74143,5.04534887183437e-12,0.00926329048159967,0.974912735515192,0.0158239739981629,0.983246568454721,0.983246568454721
P31428,Dpep1,13479,0.00277846617202165,0.00925752228841361,0.903166618693469,0.0847973928460961,0.912847957773927,0.915371961265744
P55012,Slc12a2,20496,0.0112124747550511,0.00923495305656038,0.964774947782854,0.0147776244055346,0.972431601863559,0.983484091228443
Q6DFY8,Brinp2,240843,0.00305765283334114,0.00922239931316911,0.814204529959276,0.173515417894214,0.813790745045649,0.815228485166157
O35075,Vps26c,13185,0.0228878843590174,0.0092195540022119,0.644453746151985,0.323438815486786,0.719014252083601,0.745453018415715
P63011,Rab3a,19339,0.0401668472409979,0.00919756220398357,0.906806191632401,0.043829398922617,0.909226231701952,0.950141095347697
P60335,Pcbp1,23983,0.0152842847960991,0.00917527925108257,0.922878977966872,0.0526614579859466,0.924383442158334,0.938914157196881
O70374,Cbfa2t2,12396,0.091756468072904,0.00916540801877438,0.686992218407617,0.212085905500705,0.675706236558381,0.770801306885724
Q9JIS8,Slc12a4,20498,0.020080545519951,0.00915350455076039,0.91670986743412,0.0540560824951684,0.922955954506544,0.942808036288899
Q9ER58,Spock2,94214,0.00201979002111628,0.00915207511921174,0.945904538538454,0.0429235963212176,0.951664364040139,0.953295617080989
Q499E5,Stox2,71069,0,0.00915002530214361,0.957775477616467,0.0330744970813897,0.968805832673655,0.968805832673655
P24638,Acp2,11432,0.00160373219933338,0.00914925093525234,0.946734363594005,0.0425126532714095,0.952029217151545,0.953217705533608
Q7TPS5,C2cd5,74741,0,0.00914261916632727,0.954663445869176,0.0361939349644965,0.960182882778959,0.960182882778959
Q91X78,Erlin1,226144,6.88955491501586e-12,0.00913839976415513,0.952262708668141,0.0385988915608144,0.961427701969377,0.961427701969377
O55176,Pja1,18744,0.0287982228343448,0.00913387226533361,0.889845042820767,0.072222862079555,0.895445005435451,0.924236314583168
Q3UHN9,Ndst1,15531,0.00975948313927628,0.00913073024387976,0.640257730675482,0.340852055941362,0.668085283018645,0.676796818265463
P62748,Hpcal1,53602,0.00803504732959454,0.00912826978043371,0.924355184970827,0.0584814979191444,0.924746947462345,0.931849463912543
Q91YX5,Lpgat1,226856,0.0453546025208915,0.00912435918595231,0.892700154227057,0.0528208840660991,0.896383679524351,0.943018134653867
Q8R059,Gale,74246,0,0.00911487706225728,0.911666823206296,0.0792182997314465,0.909954470575786,0.909954470575786
Q9QYC1,Pcnx,54604,0.0240700925965237,0.00910284708050535,0.937055855660539,0.0297712046624322,0.942809675313835,0.966924823321484
Q9D164,Fxyd6,59095,0.0489588682395541,0.00909054954611431,0.834080475318056,0.107870106896276,0.826346594357385,0.875246893144381
Q61809,Lrrn1,16979,0,0.00908979322141798,0.971233030946775,0.0196771758318068,0.978139126826609,0.978139126826609
Q9D4J7,Phf6,70998,0.00560975888561855,0.00907777667724037,0.962139763092866,0.0231727013442746,0.967779973156242,0.973018917826558
Q6PGE7,Slc6a7,240332,0.173607045121489,0.00907140532250718,0.544761144010359,0.272560405545644,0.518876805116577,0.707337180604931
P22935,Crabp2,12904,0.11005123991692,0.00907128868448779,0.61472413467498,0.266153336723612,0.631767540320805,0.750551759634002
P27546,Map4,17758,0.010007941139685,0.00906248226429397,0.957028066554789,0.0239015100412324,0.969196815676705,0.979375489260346
Q8BI08,Mal2,105853,0,0.00906127346910346,0.902437192660173,0.0885015338707232,0.904488412528637,0.904488412528637
Q80W54,Zmpste24,230709,0.00171270703870276,0.00905693167345675,0.928177301635346,0.0610530596524949,0.935388278953305,0.936779991041066
P08103,Hck,15162,2.76438822728661e-11,0.00905589638383322,0.941973010497251,0.0489710930912722,0.947119855392953,0.947119855392953
Q9JIY5,Htra2,64704,0.00475565177013535,0.00905502663454915,0.943391193265129,0.0427981283301862,0.953870419577773,0.958585874102427
P97393,Arhgap5,11855,0.0177975917216843,0.00905261666552297,0.934322495649403,0.0388272959633894,0.940726025326706,0.958323416767924
P28656,Nap1l1,53605,0.0161063732529567,0.00901370903941876,0.723022593475353,0.251857324232271,0.748322027252155,0.76413728483195
Q91YN9,Bag2,213539,0.0388464161064162,0.00900584354553832,0.817178452538868,0.134969287809178,0.817306786282775,0.855698177747366
Q6NXK8,Asic1,11419,0.00507643089668073,0.00899221412687563,0.932417196587096,0.0535141583893477,0.937995696772887,0.942605044937648
O35098,Dpysl4,26757,0.0204458596034391,0.00895739233056844,0.880216250404677,0.0903804976613161,0.880795954531262,0.900313587037503
Q60673,Ptprn,19275,0.16340252766059,0.0089547690762784,0.637578132962498,0.190064570300634,0.611691604598455,0.791312291886527
Q8R555,Crtac1,72832,0.0559857018003335,0.00895249232426201,0.821443860666209,0.113617945209196,0.813933953074595,0.870519491549728
Q9CPT3,Nanp,67311,0.0149066287495756,0.0089465208935669,0.919262943848636,0.0568839065082212,0.925453019168582,0.939983466505094
Q3UVL4,Vps51,68505,0.0260556289133379,0.00893400005757105,0.937502248079273,0.0275081229498185,0.946487049314296,0.972989624407845
Q8BVE3,Atp6v1h,108664,0.0863894372639545,0.00892025884255707,0.74692967559116,0.157760628302329,0.762047630293839,0.855112026078552
Q80Z24,Negr1,320840,0.000121217894678185,0.00888951291742888,0.977609938434406,0.0133793307534866,0.985586141207728,0.985615549575593
Q99PL5,Rrbp1,81910,0.00148723896171397,0.00888011132992434,0.942850973356028,0.0467816763523334,0.956843686781913,0.958607135655825
Q9DCF9,Ssr3,67437,0.0308087105959337,0.00886811323120604,0.871662058052673,0.0886611181201871,0.881265559617091,0.912424202048956
P70122,Sbds,66711,0.0139656330523057,0.00885061069921618,0.94130642497573,0.0358773312727483,0.95395707083093,0.968172525578906
Q3U2P1,Sec24a,77371,0.00155118831209702,0.00882458607485093,0.968226826753678,0.0213973988593738,0.977406761003001,0.978925600284393
Q8BM13,Olfm2,244723,0.00739159214628141,0.00881978275093195,0.898325696540158,0.0854629285626291,0.908105397001419,0.915221174543617
