Protein,Symbol,Entrez,Mixture,Genotype,BioFraction,Residuals,R2.fixef,R2.total
P84078,Arf1,11840,0,0.0012441115392869,0.931716383596437,0.0670395048642766,0.92785405755028,0.92785405755028
P62309,Snrpg,68011,0.00188032185015473,0.00124046369633756,0.985111974975017,0.0117672394784906,0.985280774322807,0.987011730662838
Q9R1S3,Pign,27392,0.0464939996085955,0.00123613071266291,0.869820489461126,0.0824493802176152,0.872710698433595,0.920636306122649
O55060,Tpmt,22017,0.00304582030502544,0.00123293528935751,0.88938503933994,0.106336205065677,0.890425724595251,0.892976066423685
Q925N0,Sfxn5,94282,0,0.00123170230050602,0.96211658555533,0.036651712144164,0.961303961136195,0.961303961136195
Q9DCX2,Atp5h,71679,0.00789999061024895,0.00122950387423195,0.957928899115034,0.032941606400485,0.958991207206423,0.9666747568236
A2A891,Camta1,100072,0,0.00122790362380754,0.979466666795241,0.019305429580952,0.981000459629591,0.981000459629591
Q9CWG8,Ndufaf7,73694,0.0184302875133816,0.00122542095044719,0.925523657715055,0.0548206338211159,0.92286539398245,0.940763102025227
P27641,Xrcc5,22596,0.0249680081966825,0.00122404217543852,0.925888836229683,0.0479191133981963,0.928937680344224,0.95413095014009
Q99JY0,Hadhb,231086,0.0114633857052474,0.00122181211974429,0.943298499337817,0.0440163028371916,0.942391087526673,0.953432416777667
Q9QZ05,Eif2ak4,27103,0.00118009487855721,0.00122149711189775,0.947876350026693,0.0497220579828519,0.944052225456461,0.944672374287642
Q03958,Pfdn6,14976,0.0770270289446389,0.00122088832279818,0.412788646197223,0.50896343653534,0.524488317239816,0.61279638633313
Q8BYA0,Tbcd,108903,6.13711214368218e-10,0.00121897263129082,0.944518795008429,0.0542622317465692,0.938692770762611,0.938692770762611
Q8CGC7,Eprs,107508,0.000245437893205184,0.00121811406567933,0.995435615904672,0.00310083213644355,0.996881654874021,0.997133076983929
Q8BGD5,Cpt1c,78070,0,0.0012173067043497,0.958426263687597,0.040356429608053,0.954133780482876,0.954133780482876
P62996,Tra2b,20462,0.000242185431942646,0.00121683827920576,0.984884974073572,0.0136560022152797,0.984305386587798,0.984375373961751
P97449,Anpep,16790,0.00963833952949665,0.00121575383784688,0.923441080841704,0.0657048257909526,0.917601014593729,0.92630208001642
Q8R2U0,Seh1l,72124,0,0.00120408874123564,0.98152975935512,0.0172661519036439,0.985451447918189,0.985451447918189
Q7TSJ2,Map6,17760,0.00336045348853312,0.00120326627387005,0.976976653701394,0.0184596265362028,0.978809236042746,0.982108707240689
Q8K0T0,Rtn1,104001,0.0277456828996374,0.00119877956967723,0.904933505173113,0.0661220323575719,0.908961204714852,0.937018921955918
O88271,Cfdp1,23837,1.39130046534669e-09,0.00119450737565053,0.909321437504678,0.0894840537283714,0.898446803019238,0.898446803019238
Q8VCY8,Plppr2,235044,0.0140019024051929,0.00119318076700327,0.884622885845126,0.100182030982678,0.883070311295009,0.896278757930254
Q69ZW3,Ehbp1,216565,0.0459449100006826,0.0011921871894092,0.87961055973477,0.0732523430751378,0.883387921497446,0.930896316175645
Q8K310,Matr3,17184,0.0031165101179891,0.00119114003701465,0.980269540746083,0.0154228090989129,0.979311848389964,0.982157433810356
P16054,Prkce,18754,0.0361707620136926,0.00119002259026156,0.923771462317223,0.0388677530788228,0.919520766197041,0.955992183305048
Q9Z130,Hnrnpdl,50926,0.000962280012644758,0.00118957242724628,0.97995429476145,0.0178938527986587,0.979080950883932,0.979821936349108
Q64520,Guk1,14923,0.018239460241743,0.00118773141668316,0.943190469532082,0.0373823388094922,0.942368714115786,0.960325903478766
Q9JHI7,Exosc9,50911,0.00382830226391062,0.00118593660024136,0.969631215627922,0.025354545507926,0.966635519416469,0.96999517286042
Q9D0L4,Adck1,72113,0,0.00118349721377777,0.956820727925193,0.0419957748610295,0.957649120405716,0.957649120405716
P60867,Rps20,67427,0.00476118811566886,0.00117976208852471,0.980407528639264,0.0136515211565427,0.980661706337646,0.985233915759248
Q8CG73,Rpgrip1l,244585,0.0219744026598046,0.00117827017279214,0.944895858510976,0.0319514686564274,0.946600455940834,0.968653713486269
Q61036,Pak3,18481,0,0.00117473821935069,0.914622101821346,0.0842031599593032,0.910081790515412,0.910081790515412
P0C090,Rc3h2,319817,0.00150828095961127,0.00117072101930643,0.979027422810634,0.0182935752104479,0.979120236675699,0.98047005677037
Q8BPM0,Daam1,208846,0.00983836711897793,0.00116963540496414,0.95464675539832,0.0343452420777373,0.951662297809096,0.960951770291031
Q8BVL9,Jakmip1,76071,0.00641869794590243,0.00116891642072336,0.984290737487922,0.00812164814545252,0.984497802465779,0.990725924539106
P62852,Rps25,75617,0.00137172499906704,0.00116714676069058,0.983556853091299,0.0139042751489437,0.983733382393886,0.984967431378914
Q9EQQ9,Oga,76055,0.0222415004363713,0.00116537500687303,0.939004704897724,0.0375884196590322,0.935107999855861,0.956933642234274
Q99NB1,Acss1,68738,0,0.00116368786841652,0.97226943914639,0.0265668729851936,0.970054447624559,0.970054447624559
Q7TQF7,Amph,218038,0.0115509089437644,0.00116150775243699,0.913751508196509,0.0735360751072899,0.910336852241579,0.921103598378238
Q80VC9,Camsap3,69697,0.00439728866416663,0.00115594037419048,0.971405727928514,0.0230410430331289,0.970005409986979,0.974061226209571
Q9CX84,Rgs19,56470,0.0123755282382024,0.00115169581154665,0.946646157014649,0.0398266189356017,0.945743243415352,0.957724960869503
Q00519,Xdh,22436,0,0.00115080707262062,0.950152571704018,0.0486966212233615,0.951319551137255,0.951319551137255
Q8CAQ8,Immt,76614,0.000538031961367518,0.00114916152668718,0.982457049813301,0.0158557566986442,0.984518836956161,0.985081629977523
Q9JI19,Fibp,58249,0.0337276628719273,0.0011400244092836,0.842057135290752,0.123075177428037,0.833736169418473,0.866475490139562
P68373,Tuba1c,22146,0.0172811443969889,0.00113977171470049,0.886388787375756,0.0951902965125542,0.884041852939231,0.900532794720398
Q9JJF3,Riox1,71952,0.000471735678396471,0.00113965773746551,0.957901217772092,0.0404873888120458,0.956344863050537,0.9564931553061
O08919,Numbl,18223,0.0446431682273984,0.00113906504435538,0.905690357989297,0.0485274087389486,0.897968424464667,0.943210538996983
Q4VBE8,Wdr18,216156,0.00326400049866129,0.0011353785291401,0.963498514148451,0.0321021068237472,0.960196563029546,0.962960238440518
Q8BYM8,Cars2,71941,0.0125377604617475,0.0011328911532188,0.975783547286787,0.0105458010982468,0.978840410704924,0.991436426772269
P84099,Rpl19,19921,2.15492209648291e-12,0.00113113042212285,0.992641710625499,0.00622715895022312,0.993196437161294,0.993196437161294
Q3V3V9,Carmil2,234695,0.0149444385983261,0.00113096883001129,0.963242802544178,0.0206817900274846,0.964930693612958,0.979816917261656
Q99LX5,2310033P09Rik,67862,0.0270237926636821,0.00112966719442774,0.915460661520263,0.0563858786216267,0.921210011841742,0.948734975158399
P42337,Pik3ca,18706,0.103881800639559,0.00112379134944932,0.860083496606809,0.0349109114041837,0.850639278502947,0.964447927902726
Q80Y14,Glrx5,73046,0,0.00112378367519374,0.970927328877395,0.0279488874474116,0.970203889396819,0.970203889396819
P10852,Slc3a2,17254,0.00131026339875968,0.00112145366736096,0.985953340626686,0.0116149423071937,0.986267126416079,0.987460700854951
P11627,L1cam,16728,0.000158335312231559,0.00111949830107303,0.980362057771993,0.0183601086147026,0.978810346255985,0.978810346255985
Q3UNH4,Gprin1,26913,0.00582947473073225,0.00111551356307628,0.969634941711453,0.0234200699947388,0.973632155110458,0.979532812681169
Q8C163,Exog,208194,0.0088046692557877,0.00111209814000573,0.974212012421312,0.0158712201828946,0.976211906945868,0.984943307992717
Q9R1P0,Psma4,26441,0.00420556769546767,0.00110216034330476,0.991549043518181,0.00314322844304716,0.992615383043137,0.996735721177403
Q9DAW6,Prpf4,70052,1.48602491833933e-06,0.00109957465409803,0.979636596088282,0.0192623432327016,0.982394191018366,0.982483137889501
Q01097,Grin2b,14812,0.00330438248666839,0.00109720671855613,0.973800691277971,0.0217977195168041,0.97323755117784,0.976291893693386
Q9QZM0,Ubqln2,54609,1.93448658358919e-07,0.00109690884705042,0.887107344947914,0.111795552756377,0.896952340463031,0.897375613604784
Q5FWH7,Slc39a12,277468,0.0228258766243576,0.00109460908884406,0.923269258529942,0.0528102557568566,0.917898500779052,0.94010742224246
Q8BH04,Pck2,74551,0.0100236442460837,0.00109262173774195,0.977571127271777,0.0113126067443976,0.980682315563235,0.990742817977363
P63001,Rac1,19353,0.00490903381540916,0.00108294693780963,0.982110614985297,0.0118974042614846,0.982257579939867,0.986978390781649
Q99M51,Nck1,17973,0.00933869254910079,0.00108071970376468,0.892093862535872,0.0974867252112625,0.888141504190777,0.896526707072527
Q99JY8,Plpp3,67916,0,0.00107456960349825,0.971443636326368,0.0274817940701333,0.97155264793249,0.97155264793249
E9Q401,Ryr2,20191,4.58720410578213e-06,0.00106960109672284,0.97478241449517,0.0241433972040017,0.977023350667229,0.977072742539218
Q8C0D0,Trub1,72133,0,0.00106525013626459,0.846110614374215,0.15282413548952,0.862723680141267,0.862723680141267
Q61316,Hspa4,15525,0.00121653861062464,0.00106334123559107,0.966469162606751,0.0312509575470333,0.965800876410235,0.966777819519114
Q80TR1,Adgrl1,330814,0.0175518565684367,0.00106133480544247,0.942913772913787,0.0384730357123339,0.939873224711747,0.956944601346901
Q923U0,Tom1l1,71943,0.0275928609931588,0.00106064802350092,0.0637410373093777,0.907605453673963,0.300410025511772,0.35148432578623
Q3UYV9,Ncbp1,433702,7.31402676650627e-05,0.00105901532915468,0.989318045833019,0.00954979857016125,0.989261908201726,0.989261908201726
Q9JLQ2,Git2,26431,0.00296152587269986,0.00105782506833956,0.984730776404275,0.0112498726546852,0.987271577778192,0.990263955136094
Q80W00,Ppp1r10,52040,0.00593145652493585,0.00105674160609139,0.970116361708694,0.0228954401602791,0.968387750623089,0.973940433699823
Q9D7N9,Apmap,71881,0.00120388224767005,0.00105132250646483,0.970061616228297,0.0276831790175682,0.968808715552996,0.969739366083805
P34928,Apoc1,11812,0.0315512913034369,0.00104888595923404,0.917661604601174,0.0497382181361555,0.913276641347217,0.944733256499957
P35293,Rab18,19330,0.00557692084628454,0.00104599556552964,0.957881519723719,0.035495563864467,0.954667847256385,0.959706356504698
Q64433,Hspe1,15528,0.00994323449736127,0.00104534352009967,0.967920385919196,0.0210910360633432,0.972754418195881,0.982841432628601
P43024,Cox6a1,12861,0.00164657216604328,0.00104532766651697,0.947848283828838,0.0494598163386013,0.944657422763206,0.945794678808647
Q9WVA3,Bub3,12237,0.0027376831712045,0.00104420844306828,0.975517014506087,0.0207010938796407,0.973958643503299,0.97638603145851
Q11011,Npepps,19155,0.00742522777815742,0.00104337467408234,0.972003434916096,0.0195279626316641,0.971940572225418,0.979121574235987
Q8C033,Arhgef10,234094,0.0230961317484465,0.00104212823100611,0.921460579755686,0.0544011602648611,0.915849766179014,0.938310430105029
Q8R0A0,Gtf2f2,68705,0,0.00104097342386593,0.975332855170359,0.0236261714057756,0.976651501428477,0.976651501428477
Q99LD4,Gps1,209318,0.0139929516800461,0.00103866089241121,0.959856009266938,0.0251123781606048,0.964180247406421,0.978300728137142
Q70FJ1,Akap9,100986,0.00454832947004601,0.00103794162866583,0.938767205063591,0.0556465238376975,0.936124889763554,0.940115855841484
Q8CAK3,Shfl,319278,0,0.00103607546565015,0.985511175401293,0.0134527491330571,0.985658060747437,0.985658060747437
Q3TIV5,Zc3h15,69082,0.00968895513517508,0.00103282848586821,0.975315387391166,0.0139628289877914,0.979052886471088,0.98882414964097
P84096,Rhog,56212,0.0291175423323975,0.00103097254116713,0.925764400523528,0.0440870846029077,0.931441121316476,0.96125732458531
Q9D0B6,Pbdc1,67683,0.0512727940541895,0.00102175276382889,0.79308468610186,0.154620767080122,0.785703939792936,0.837011530544243
Q8BXR9,Osbpl6,99031,0.00132273832279497,0.00102070727448386,0.991273560485663,0.00638299391705803,0.991693589699514,0.992926911150076
B0V2N1,Ptprs,19280,0.000882544094655574,0.00101933822778789,0.966137703827065,0.0319604138504922,0.962346121883291,0.962755388506552
Q3TX08,Trmt1,212528,6.83013684757902e-11,0.00101844398913142,0.827141189262458,0.17184036668011,0.819209507774025,0.819209507774025
Q8CGA0,Ppm1f,68606,5.77204573808405e-11,0.00101550006218869,0.980204009871978,0.018780490008113,0.978618968519991,0.978618968519991
Q91YQ3,Csdc2,105859,0,0.00101535813559522,0.938424450236589,0.0605601916278162,0.936380074939693,0.936380074939693
Q62351,Tfrc,22042,0.00942981576743237,0.00101356651764495,0.980572113685646,0.00898450402927671,0.982044429094074,0.991390583596042
Q7TSH2,Phkb,102093,0.00509649437925646,0.00101172720933887,0.983991297998173,0.00990048041323215,0.985940958794219,0.991000689692044
P52795,Efnb1,13641,0.00857755760043748,0.00101101238205381,0.80251088885116,0.187900541166349,0.790387465436248,0.796641398238885
Q80TE4,Sipa1l2,244668,0.049820689005871,0.00100791052390544,0.867477014882542,0.0816943855876815,0.856037771894753,0.906249971101075
Q3URS9,Ccdc51,66658,1.1948216674151e-11,0.0010065633231218,0.978208436255288,0.0207850004096416,0.978862430551047,0.978862430551047
Q8BHC1,Rab39b,67790,0.0242440369688463,0.00100528445316077,0.896999470483449,0.0777512080945442,0.890622460037098,0.914038784476802
P80318,Cct3,12462,0.00269383667023365,0.00100085559664087,0.987829721246275,0.00847558648685023,0.988839903396217,0.991460580955146
P62331,Arf6,11845,0.00885467792837194,0.000998971526514312,0.967794027688958,0.0223523228561559,0.968998744370122,0.977700531783734
P19783,Cox4i1,12857,0.00488243803864373,0.000998889661508948,0.940788020524016,0.0533306517758315,0.938587632740026,0.942954499746574
Q8K3J1,Ndufs8,225887,0.000506878121686148,0.000996836821835556,0.979027126044683,0.0194691590117954,0.982364043210393,0.982997982263995
P35802,Gpm6a,234267,0.0234092884348502,0.000994187442462638,0.944013801766167,0.0315827223565203,0.942737891575007,0.966037518740448
Q9Z204,Hnrnpc,15381,0.00706020580985401,0.000992608005899961,0.970548646021662,0.0213985401625841,0.969554522228622,0.976294610865631
Q3UHI4,Tmed8,382620,0.000230331705912608,0.000992040299332672,0.9234082547969,0.0753693731978545,0.917639302235603,0.917639302235603
Q3UHH1,Zswim8,268721,0.000330110199678823,0.000991306578270253,0.976423332910424,0.0222552503116273,0.975736161620647,0.975879345508009
P60229,Eif3e,16341,0.0106656164707903,0.000990760277977181,0.965524966596997,0.0228186566542351,0.963177586274776,0.973407142840689
Q5U4D9,Thoc6,386612,0.0472761334108931,0.000989598041028371,0.89693517794401,0.0547990906040687,0.89089387855079,0.939123202405863
Q9D883,U2af1,108121,0.000501392491495948,0.000981795254425062,0.990819277356258,0.00769753489782116,0.99148204222691,0.991931781318704
Q80ZS3,Mrps26,99045,0.0116034978135598,0.000981363219337717,0.954712351155891,0.0327027878112115,0.951053169308398,0.962075676091883
Q8BR92,Pakap,677884,0.0114117807580767,0.000976043682454904,0.956718183549819,0.0308939920096494,0.956733441047868,0.967870819207127
Q9D6T0,Nosip,66394,0.00956033319468852,0.000974020591169572,0.977601235930574,0.0118644102835674,0.978862533713018,0.988313162304036
Q9CQT1,Mri1,67873,0.000240710259802316,0.000973342797924084,0.94684247086702,0.0519434760752542,0.941150881737345,0.941150881737345
Q8BX17,Gemin5,216766,0.00653992294555974,0.000966882618621112,0.986892224237154,0.0056009701986656,0.987949722163407,0.994387807942029
Q9D1P0,Mrpl13,68537,0.0129467852031803,0.000966329725787206,0.92990075444541,0.0561861306256229,0.928820567385017,0.941292972780546
Q9D554,Sf3a3,75062,0.00508927833978531,0.00096453449539454,0.982057231922525,0.0118889552422954,0.983116047482932,0.988096682157691
Q5DU02,Usp22,216825,0,0.000964509686298134,0.969877640423226,0.0291578498904757,0.973869239948909,0.973869239948909
P11862,Gas2,14453,0.00253598799391629,0.000964413259459841,0.957174672151101,0.039324926595523,0.958077053378734,0.960451508060344
Q8C6G1,Cfap410,67884,0.0136508087101351,0.000963230167040594,0.929075831531653,0.0563101295911713,0.927233957230253,0.940351485178265
O70566,Diaph2,54004,0.00810566843756418,0.000962884339783545,0.932421991890398,0.058509455332254,0.932339943500219,0.940042013166975
Q9CZX9,Emc4,68032,0.00810566566969983,0.000962448000256633,0.944342668162066,0.0465892181679778,0.940050921566922,0.947464859657993
Q8BP40,Acp6,66659,0.0174846956334381,0.000961879855164558,0.931363306940077,0.0501901175713201,0.931574064930303,0.948791452320997
Q9CRC9,Gnpda2,67980,1.17983276116426e-10,0.00096099076709542,0.896068422477229,0.102970586637692,0.903296754761404,0.903296754761404
Q3UJD6,Usp19,71472,0.0378298233812279,0.000953174430025708,0.930588376918677,0.0306286252700695,0.929818546433014,0.968466368127377
Q8C669,Peli1,67245,0,0.000951975663422765,0.962618158221362,0.0364298661152155,0.962945161449632,0.962945161449632
Q8CI08,Slain2,75991,0.188169257406579,0.000950768655837956,0.634784301492548,0.176095672445036,0.601374122918465,0.81166622122578
O88737,Bsn,12217,0.00555891767213283,0.000950386053322754,0.981617401586974,0.0118732946875706,0.983093739242571,0.988573713580497
E9Q6P5,Ttc7b,104718,0.00265223575825448,0.000948392725843522,0.970777350399217,0.0256220211166851,0.970973091107872,0.973447604890092
Q8BGZ4,Cdc23,52563,0.00116924192088641,0.000945008690709371,0.981724738581515,0.016161010806889,0.981746799679205,0.982782230335266
Q9Z0N1,Eif2s3x,26905,1.455885711362e-10,0.000939789528774637,0.992452593072466,0.00660761725317051,0.99259722728833,0.99259722728833
O08532,Cacna2d1,12293,0.00206978949308105,0.000938707871088673,0.982464912352231,0.0145265902835993,0.982469264432801,0.984388691769325
Q9JJY4,Ddx20,53975,0.00141672267280146,0.000935028625500186,0.95432401540641,0.0433242332952889,0.949856552407249,0.950701470677625
Q9CXV1,Sdhd,66925,0.00408047846445315,0.000925847904162274,0.955008809374693,0.0399848642566911,0.958384562917156,0.962464755202843
Q8BX10,Pgam5,72542,0.00348019507036759,0.000923959847378098,0.987108434119542,0.00848741096271243,0.990329058535768,0.993902299407033
Q9ES74,Nek7,59125,0.00285282369704721,0.000923183682902169,0.985337644010894,0.0108863486091564,0.984791904592412,0.987447021967726
O35129,Phb2,12034,0.00123649871109289,0.000920942465173221,0.982456325650398,0.0153862331733357,0.984402864391288,0.98565718820962
Q9JMH9,Myo18a,360013,2.03118464269016e-12,0.00090936175048763,0.98635583008346,0.0127348081640212,0.987943183259157,0.987943183259157
Q01405,Sec23a,20334,0.00983692698499267,0.0009089396618262,0.981580859631005,0.00767327372217582,0.982800884711289,0.99254660469528
Q80UM3,Naa15,74838,0.00483015049412473,0.000906962819301168,0.972458772447445,0.0218041142391294,0.972568490615982,0.977192688301039
P97797,Sirpa,19261,0.00117309435901263,0.000906623143293073,0.987069008674475,0.0108512738232192,0.986667822663571,0.987689684071674
P14869,Rplp0,11837,0.00144906937963514,0.000904783062352403,0.993544889275054,0.00410125828295888,0.994123725162958,0.995506789982763
P68033,Actc1,11464,0.0568779398049156,0.000901550535150621,0.827766495729224,0.114454013930709,0.822084239708386,0.880272141933446
P36552,Cpox,12892,0.00873103991319689,0.000897882702260327,0.881988401535838,0.108382675848704,0.874743458966079,0.882194332963316
Q61112,Sdf4,20318,0.00133199192678797,0.000897286324925989,0.954059787605333,0.0437109341429532,0.951605915625088,0.952526778546151
Q80VQ0,Aldh3b1,67689,0.0172810428107851,0.000897268423192825,0.938658700968571,0.0431629877974514,0.943796611346192,0.961262211615475
Q8CIG8,Prmt5,27374,0.0080988821319082,0.000896160083185418,0.969777774509261,0.021227183275645,0.967298916198476,0.97496239489314
Q6ZQA6,Igsf3,78908,0.00815245564607709,0.000892729262279077,0.904838058986386,0.0861167561052578,0.901625381516996,0.908976577988333
P70206,Plxna1,18844,1.52350308159508e-10,0.00089130876601572,0.984743880852326,0.0143648102293074,0.98411097925303,0.98411097925303
Q9D2E2,Toe1,68276,0.0177157731162904,0.000889685504727061,0.967314625513502,0.0140799158654811,0.967078287352065,0.984687378675078
Q8K245,Uvrag,78610,0.00832881135968638,0.000888043119759894,0.977011913413007,0.013771232107547,0.976479819813102,0.984554240564674
Q6ZPT1,Klhl9,242521,0.174454529897798,0.000887753493436398,0.420377367522129,0.404280349086637,0.454226956196643,0.648772482146239
Q9JJU8,Sh3bgrl,56726,0.0233761379624058,0.000886866451412911,0.868932707152258,0.106804288433923,0.886570466955534,0.910978577170884
O35955,Psmb10,19171,0.0153557071028982,0.000883957618761976,0.952515026295124,0.0312453089832154,0.952695909686636,0.967842867614572
P42125,Eci1,13177,0,0.000879093693686771,0.972670263996068,0.0264506423102448,0.970523223729897,0.970523223729897
Q91WG7,Dgkg,110197,0.00102598939786447,0.000877956782622947,0.985599217146559,0.012496836672953,0.985026917482507,0.985890231295701
P45700,Man1a,17155,0.0122106428792902,0.000876805939628403,0.900476897986546,0.0864356531945355,0.892500133765128,0.903487637704811
Q3UHK6,Tenm4,23966,0.0307027820546612,0.000876209085039354,0.938414857172073,0.0300061516882271,0.934078014778805,0.964792870634795
Q8CGC4,Lsm14b,241846,0.00189996622237807,0.000875028174844627,0.976761797782922,0.0204632078198555,0.977659389618737,0.979471238994223
Q80XL6,Acad11,102632,0.00514325616793233,0.000870568820687348,0.960666094508719,0.0333200805026611,0.957900835142585,0.962568585819806
Q8R4P9,Abcc10,224814,0.00868955466480557,0.000870000799377658,0.881273610594822,0.109166833940995,0.876875955712434,0.884524919194527
P59017,Bcl2l13,94044,0.0169634811940173,0.000865561400629346,0.907998502729791,0.0741724546755627,0.907875970777166,0.92439340568959
Q78PY7,Snd1,56463,0.0134458515947507,0.000864896459323212,0.903711180372798,0.0819780715731277,0.898389533660734,0.910862454969053
O54829,Rgs7,24012,0.0208625477850493,0.000863671930875773,0.945517944218482,0.032755836065593,0.944103216538383,0.964760557650779
Q8VCM4,Lipt1,623661,0,0.000861657158769135,0.81977088644313,0.179367456398101,0.816132711902437,0.816132711902437
Q9CQ56,Use1,67023,3.70407431500152e-09,0.000855002069679639,0.941764955709689,0.0573800385165566,0.943622842171181,0.943622842171181
O88895,Hdac3,15183,0.0288348156569956,0.000850107914913097,0.906141149078505,0.0641739273495858,0.899834860975867,0.928155916656212
O08663,Metap2,56307,0.00465467191149096,0.000845437353822056,0.988983869564776,0.00551602116991095,0.989646056565414,0.99419163013906
Q3URE1,Acsf3,257633,0.000635120126600353,0.00084483398749722,0.972656675025123,0.0258633708607797,0.971898077149051,0.972333762507471
O88307,Sorl1,20660,0.000211589870813158,0.000839049024418386,0.982837451153266,0.0161119099515023,0.986848987878823,0.987267432936439
Q8K221,Arfip2,76932,0.0245004679629521,0.000838738635471173,0.947349486240878,0.0273113071606986,0.944792799860949,0.969162428143473
O08759,Ube3a,22215,0.00931544431796824,0.000838732197371663,0.942558395262892,0.0472874282217685,0.943737416803486,0.952806080712007
Q8R3B1,Plcd1,18799,1.78663631964862e-11,0.000835009965282261,0.95783063722376,0.0413343527930917,0.954398786855062,0.954398786855062
P62082,Rps7,20115,0.00503789060235192,0.000833731787749329,0.989970455830978,0.00415792177892098,0.990520475189503,0.995440243639391
Q7TMK9,Syncrip,56403,0.000501936089613124,0.000829423131096366,0.995420810175932,0.00324783060335836,0.995874686228036,0.99632942791468
A3KMP2,Ttc38,239570,0.0838323161861793,0.000827943224989374,0.820092064556035,0.0952476760327967,0.814647536047097,0.903910991723173
O55023,Impa1,55980,0.0110083091061213,0.00082558940075044,0.959529308631232,0.0286367928618962,0.959268729385391,0.970003975373823
Q9D706,Rpap3,71919,0,0.000823303354213895,0.980689570192462,0.0184871264533243,0.982213292506309,0.982213292506309
Q68FE2,Atg9a,245860,4.74313817806349e-10,0.000821993094309947,0.953066249053498,0.0461117573778782,0.952709855439958,0.952709855439958
Q8BH44,Coro2b,235431,0,0.000819103577811372,0.985126764371865,0.0140541320503235,0.989307145932306,0.989386565226651
P51655,Gpc4,14735,0.00466961935074549,0.000818694981196113,0.935918604948579,0.058593080719479,0.932519261748568,0.936571198810053
A2A6T1,Cdr2l,237988,0.0611144045293738,0.000815523362392562,0.789969738693901,0.148100333414333,0.779726350634322,0.841705419132271
Q6PHU5,Sort1,20661,0.0033773228027636,0.000815253647115578,0.97567384419975,0.0201335793503705,0.973579051501788,0.976609944980042
Q9CXK9,Rbm33,381626,0,0.000812622183209925,0.983070480254808,0.0161168975619826,0.983059361449808,0.983059361449808
Q8BZ20,Parp12,243771,0.00224885238882902,0.000811127482279066,0.938122892370634,0.0588171277582582,0.947688313405813,0.950400344561754
Q9D0D4,Dimt1,66254,0.018786249914773,0.000810502631411705,0.965734847687515,0.0146683997663005,0.965244986837902,0.983934890456148
Q8C570,Rae1,66679,4.51929471277799e-10,0.000807917545399442,0.984344179662529,0.0148479023401418,0.983861537760297,0.983861537760297
Q8BXJ9,Tmem62,96957,0.00253831084030789,0.000806977266427458,0.895904866757294,0.100749845135971,0.89400077349705,0.895883946964825
Q9ESW4,Agk,69923,1.02824842352771e-11,0.000805988574995014,0.982116770182399,0.0170772412323238,0.983144803086795,0.983144803086795
Q8QZY9,Sf3b4,107701,0.00447169877277137,0.000801583463356769,0.932392737260738,0.0623339805031345,0.929846646195373,0.933757046208702
Q9CPY7,Lap3,66988,0.0329645297132779,0.000800317279473506,0.937072136715574,0.0291630162916745,0.936979768212762,0.970476470332538
O55029,Copb2,50797,0.000281372318094292,0.000799483112489488,0.980624452542039,0.0182946920273777,0.979354651491906,0.979429912363948
Q9Z1J3,Nfs1,18041,0.00397238985933351,0.00079613531444728,0.973195227113892,0.0220362477123276,0.972155837961546,0.975850980261488
Q63918,Cavin2,20324,0.0112652782588389,0.000793004596549712,0.961417735374505,0.0265239817701059,0.965428925390968,0.976776551344759
O88738,Birc6,12211,0.00379628380691402,0.000789933859826306,0.991396288231299,0.00401749410196043,0.991966966425529,0.995665268565806
Q8CGK3,Lonp1,74142,0,0.000789282934634127,0.991592517566201,0.00761819949916468,0.992286397036105,0.992286397036105
Q80TP3,Ubr5,70790,0.00323852616253652,0.000788408501015725,0.950702180356187,0.0452708849802608,0.950782671261243,0.953766472935785
O35219,Kcnh2,16511,0,0.000788299692411373,0.893179247296395,0.106032453011193,0.884804663351212,0.884804663351212
B1AXV0,Frrs1l,230235,0,0.00078387787813609,0.942593429615013,0.0566226925068509,0.937589936556637,0.937589936556637
Q8R310,Tmcc3,319880,0,0.000783827191505034,0.904248281334339,0.0949678914741558,0.901644896295066,0.901644896295066
Q7TNR9,Arhgef4,226970,0,0.000782776070950059,0.578653943210794,0.420563280718256,0.60530943196885,0.60530943196885
Q8R409,Hexim1,192231,0.0147465294257867,0.000778182457076353,0.951582231656242,0.032893056460895,0.948447287342955,0.962701912336126
Q6WQJ1,Dagla,269060,0.00381691643689654,0.000773735815195364,0.978155920402338,0.01725342734557,0.977184543970364,0.980749611478184
P84089,Erh,13877,0.00660358845821158,0.000772197244077978,0.971319560039692,0.0213046542580182,0.975480016755681,0.982194675715902
Q0HA38,Ttc21b,73668,0,0.000771952263243618,0.81867838919529,0.180549658541466,0.806484420378847,0.806484420378847
Q61171,Prdx2,21672,0.00327853318732944,0.000770629846673635,0.964251843246523,0.0316989937194737,0.962168980480381,0.965069011327405
Q8CH25,Sltm,66660,0.0174403024221282,0.000770047827602347,0.949055030476065,0.0327346192742041,0.946380027597591,0.963419534892995
Q99ME2,Wdr6,83669,0.00636963496220739,0.000764166154688122,0.971399422912418,0.0214667759706866,0.96928875910787,0.97527101918081
A2AJ88,Pnpla7,241274,0,0.000758521111284694,0.855664008616081,0.143577470272635,0.872289773275659,0.872289773275659
Q9ES56,Trappc4,60409,0.0151196650252969,0.000757348866584001,0.969932647157306,0.0141903389508132,0.970800381846855,0.985851306712871
B2B9E1,Triqk,208820,0.0385686837162949,0.000754697080269625,0.879576801979129,0.0810998172243069,0.885427123848233,0.92506331491462
