protein,Symbol,Entrez,contrast,log2FC,percentControl,Pvalue,Tstatistic,SE,DF,R2m,R2c,FDR
Q3TVI8,Pbxip1,229534,Mutant-Control,0.0995729906310263,1.07145628560364,0.00492234147278994,3.00800061418542,0.0331027161901,34.0000384229499,0.0086171818754671,0.960952496289154,0.0559997302093553
P98197,Atp11a,50770,Mutant-Control,-0.108127639317696,0.927791388507309,0.00493577044915171,-3.00694862875804,0.035959257262854,34.0000244067085,0.012952906386057,0.941264716908498,0.0560603024577708
Q91Z67,Srgap2,14270,Mutant-Control,-0.0513488803649453,0.965033626969394,0.00495551611570934,-3.0054054856895,0.017085508298114,34.0002043776415,0.0166856070736771,0.924260973374012,0.0561923032333795
Q921J2,Rheb,19744,Mutant-Control,0.0651658329221263,1.0462051906342,0.00499604360188582,3.00225990688313,0.0217055934340408,33.9999855874748,0.0050630669211011,0.97696962809234,0.0565591384521182
Q811C2,Atg4c,242557,Mutant-Control,-0.13583358430262,0.910143803633899,0.0050231405514428,-3.15137088377082,0.0431030143110562,20.0000261952108,0.0978029366731977,0.734101049517323,0.0567729790757023
Q8VEK2,Rhbdd2,215160,Mutant-Control,0.0854108575462202,1.06098985207745,0.00505646191389477,2.99761290963575,0.0284929576035883,33.9999921183027,0.00738563724425136,0.966300711725896,0.0569721712097376
Q9JI18,Lrp1b,94217,Mutant-Control,-0.135307973193172,0.910475452967139,0.00505723769304306,-2.99755335417175,0.045139471163995,34.0000299238324,0.0408496897797492,0.81360306122896,0.0569721712097376
Q7TNG5,Eml2,72205,Mutant-Control,-0.0582183440051027,0.96044949417454,0.00510192659138933,-2.99415153510276,0.0194440205589343,33.9998229415059,0.00354261398703138,0.983798316760963,0.0573821564758374
Q9QZN4,Fbxo6,50762,Mutant-Control,0.114138587053628,1.08232860934473,0.00514580759141227,2.99083590223954,0.0381627714740757,34.0000453775851,0.0320111637113761,0.853276341118309,0.0577817388146082
Q8R0Y6,Aldh1l1,107747,Mutant-Control,0.0984537300827526,1.0706253590087,0.00515565596881686,2.99009548263084,0.0329266174457172,34.0000863433033,0.0128354545512379,0.941139357786414,0.057798496493203
P55012,Slc12a2,20496,Mutant-Control,-0.113502985624695,0.924340956862702,0.00516776841804231,-2.98918628164992,0.0379711984901943,34.0002017635171,0.0045980856532591,0.978901336152211,0.0578405406919072
Q60930,Vdac2,22334,Mutant-Control,-0.119885988214839,0.920260373119452,0.00518278683409981,-2.98806292827411,0.0401216410405669,34.0001467885237,0.00430722162613823,0.980221124506732,0.0579149216986565
Q9CWE0,Mtfr1l,76824,Mutant-Control,-0.124465102642976,0.917344097038999,0.00520135683906828,-2.98667801417204,0.0416734251407009,34.0001031820698,0.00568520286606487,0.973869181522867,0.0580286858965086
Q8C0P5,Coro2a,107684,Mutant-Control,-0.10175485674238,0.931898764423745,0.00521185298910648,-2.98589750588596,0.0340784827817416,34.0000432757045,0.0149777750415818,0.931121866776836,0.0580521531814002
O35926,Cdk5r2,12570,Mutant-Control,-0.117867921034302,0.921548550256572,0.00525492231272509,-2.98270882060625,0.0395170726086311,34.0000378836977,0.062948050422458,0.709902207747648,0.058437777551639
Q3UUG6,Tbc1d24,224617,Mutant-Control,0.14708930878257,1.10733313085763,0.00527932331362906,2.98091322409835,0.0493437070202073,34.0000286333078,0.0160224891964477,0.92607094126807,0.058537932798282
Q7SIG6,Asap2,211914,Mutant-Control,-0.104371715074034,0.930209955200985,0.00528085442621482,-2.98080073133665,0.0350146569600551,34.0000420891009,0.0179115496804679,0.917348425640741,0.058537932798282
P35279,Rab6a,19346,Mutant-Control,-0.066287365117681,0.955092676037976,0.00529138268008124,-2.9800275533217,0.0222438765855683,34.0002159161588,0.00652550808614357,0.969872879138374,0.0585607903969951
Q99MX7,Tmem121b,94047,Mutant-Control,-0.114128281130005,0.923940414134342,0.00530429553616479,-2.97908332535372,0.0383098653732532,34.0000783788408,0.00733018741494023,0.966136360353254,0.058609923679955
Q9R0K7,Atp2b2,11941,Mutant-Control,-0.130562307549405,0.913475342956984,0.00533992908353972,-2.97648702020012,0.043864564724568,34.0000132325164,0.00645716996012877,0.970117420172132,0.0588843922708758
P46978,Stt3a,16430,Mutant-Control,0.133052513693957,1.09661150421193,0.00534616139165968,2.97603404528769,0.0447079944883811,34.0000959574768,0.00633666753930618,0.97066615530211,0.0588843922708758
Q63844,Mapk3,26417,Mutant-Control,-0.0364208689936643,0.975070968277287,0.00536093793488899,-2.97496097273278,0.0122424695071573,34.000472638077,0.00926686362922825,0.957070672698456,0.0589532713761958
Q61037,Tsc2,22084,Mutant-Control,0.0547366979810651,1.03866952148575,0.00537329656426488,2.97406920510757,0.0184046483811009,34.0001856193732,0.00426434476281025,0.98023330661548,0.0589953846587622
Q8CAY6,Acat2,110460,Mutant-Control,0.0504547776821545,1.03559131963813,0.00539244216643936,2.97268890095302,0.0169727742670883,34.0001821268587,0.00602255185226436,0.972057485735811,0.059054985122371
Q8K4Q8,Colec12,140792,Mutant-Control,-0.363562464190166,0.777242952731408,0.00540120494419576,-2.97205972731873,0.122326769158895,34.0000053427404,0.0310074063301332,0.856075665031288,0.059054985122371
Q8CGA3,Slc43a2,215113,Mutant-Control,-0.125464528677865,0.916708827589467,0.00540433794744265,-2.97183446941183,0.042217872485575,34.0000331257259,0.0102893521843908,0.952233583852158,0.059054985122371
Q9D5V5,Cul5,75717,Mutant-Control,0.0362228882185844,1.02542564811056,0.00542131547033675,2.9706147877185,0.0121937345657679,34.0003797065985,0.0046319876243214,0.978479192153108,0.0591098703247977
Q99JH8,Kdelr1,68137,Mutant-Control,0.136368904502572,1.0991352361493,0.0054348907285737,2.969645836394,0.0459209319950972,34.0000280668556,0.0201747871641728,0.906204176078922,0.0591098703247977
P09103,P4hb,18453,Mutant-Control,0.0977895163565776,1.07013255882293,0.0054417532167903,2.96915443043072,0.0329351398345393,34.0002652897483,0.00393723643681966,0.98168909627285,0.0591098703247977
P35762,Cd81,12520,Mutant-Control,-0.116780368415982,0.92224350682311,0.00544354306735523,-2.96902807625017,0.0393328609285073,34.0000369955277,0.012227683212396,0.943127878827046,0.0591098703247977
Q80YF9,Arhgap33,233071,Mutant-Control,-0.097657383626645,0.934549260629453,0.0055444908218138,-2.9618886904356,0.0329713212863117,34.0000560147145,0.0665575494799413,0.688940325269378,0.0600831417498645
Q9JI46,Nudt3,56409,Mutant-Control,-0.115331470012993,0.923170181083692,0.00555054612955955,-2.96146444452572,0.0389440670902479,34.0000395733882,0.0189598253781581,0.911365021406626,0.0600831417498645
A2AB59,Arhgap27,544817,Mutant-Control,-0.114663942345375,0.923597426071893,0.00559266062245389,-2.95852514668312,0.0387571295359541,34.0000422709779,0.0660037122951588,0.690826908035654,0.0604444273836149
Q8CGC7,Eprs,107508,Mutant-Control,0.0420941148760798,1.0296072481467,0.00566009561258402,2.95382865480811,0.0142506962303182,34.0057262160262,0.000603547923168966,0.997163877285764,0.0609862452119454
Q9R099,Tbl2,27368,Mutant-Control,0.112272032879448,1.08092920156308,0.00566042640249659,2.95383934662896,0.0380088487234679,33.9999960905792,0.0104714149744406,0.950794292008783,0.0609862452119454
A8Y5H7,Sec14l1,74136,Mutant-Control,-0.0870454526566791,0.941448803370887,0.00567031361899376,-2.9531596621874,0.0294753628702231,34.000063834975,0.0286833367304416,0.865153501825611,0.0609977594130324
P48455,Ppp3cc,19057,Mutant-Control,-0.0818730964110914,0.944830147308577,0.00568597370130792,-2.95208591848023,0.0277339815547241,34.0000837728527,0.03959504317541,0.813719801854621,0.0610712423787995
P70236,Map2k6,26399,Mutant-Control,-0.0605689644510683,0.958885883066699,0.00570771206133266,-2.95059979921373,0.0205276786323949,34.0001494688514,0.0407363428547295,0.80815730053031,0.0611363470640056
Q8CC86,Naprt,223646,Mutant-Control,0.106266668014035,1.0764390755909,0.00570971233241978,2.95046403147055,0.0360169339061796,34.0000333674677,0.0122402650737393,0.942350701041651,0.0611363470640056
Q9CZ16,Tmem178,68027,Mutant-Control,0.127740355653285,1.09258108767868,0.00573097273956669,2.94901751665107,0.0433162417422151,33.9998725608197,0.00456858891643361,0.978461709307204,0.0612691475109471
Q9JHU9,Isyna1,71780,Mutant-Control,0.0774372665189942,1.05514207167671,0.00576545842541523,2.94667898481212,0.0262795054765464,34.0001131466482,0.0159961042107985,0.924467748608366,0.0615427097663536
Q8VED2,Bloc1s4,117197,Mutant-Control,-0.126460471256131,0.916076209977465,0.0059143081412366,-3.07942306135591,0.0410662870078166,20.0000287873602,0.170089637241852,0.51571289713389,0.0629325958342664
Q99LB6,Mat2b,108645,Mutant-Control,-0.0634398101429321,0.956979675443464,0.00592018279056582,-2.93635241972478,0.0216049714321683,34.0001297734661,0.0145445925127048,0.930837758710298,0.0629325958342664
Q8QZX0,Sbk1,104175,Mutant-Control,-0.186589740756949,0.878680303064747,0.00592466655022464,-2.93605791956322,0.063551110321661,33.9999647176163,0.0110240236669497,0.947568201337709,0.0629325958342664
Q9CS00,Cactin,70312,Mutant-Control,-0.336200142389025,0.792124913292142,0.00593560997623332,-4.16129763507605,0.0807921403062248,6.00009126601486,0.0185462501440536,0.98607670880713,0.0629325958342664
Q3URJ8,Nkain3,269513,Mutant-Control,0.27847587648104,1.21291283534455,0.00594687498577991,3.07699804307563,0.0905024548545659,20.0000115612285,0.0441125955621153,0.874202521465395,0.0629325958342664
Q8BVA5,Ldah,68832,Mutant-Control,0.0795877553383182,1.05671604479572,0.00595052523533733,2.93435751566892,0.0271227193391856,34.0000678671791,0.0124595588401384,0.940671895967401,0.0629325958342664
Q9JI90,Rnf14,56736,Mutant-Control,0.071727668564928,1.05097450235469,0.00595935380532666,2.9337786898718,0.0244489023021918,34.000080791864,0.00958759971960298,0.954329154531793,0.0629325958342664
Q3TCN2,Plbd2,71772,Mutant-Control,0.17570872753577,1.12951914763297,0.00609309438271433,2.92510896853138,0.0600691220142777,34.0000292601631,0.0203090077901861,0.90268305564962,0.064109749780065
Q923Z0,Gprc5b,64297,Mutant-Control,-0.194432046792164,0.87391686757248,0.0060946202495869,-2.92501113497552,0.066472241581327,34.0000209220533,0.0222857670473308,0.893203653472972,0.064109749780065
A9Z1V5,Vwa5b1,75718,Mutant-Control,-0.267232594833748,0.830911889141073,0.00609862879214728,-3.06586361093595,0.0871638887915716,20.0000088523389,0.0501770617261875,0.855867032294683,0.064109749780065
Q61263,Soat1,20652,Mutant-Control,0.166531248872476,1.12235669395741,0.0061306060235017,2.92270936548611,0.0569783813741527,34.0000239466251,0.0439379777194516,0.789111616159331,0.0642736868166033
Q9EPX2,Papln,170721,Mutant-Control,-0.236399800790233,0.848860976824341,0.00613280805247335,-3.06339364933584,0.0771692534002237,19.9999638329829,0.0137247405227467,0.96051225883693,0.0642736868166033
Q6A009,Ltn1,78913,Mutant-Control,0.0784877377345543,1.05591063327159,0.00619999298537044,2.91831581376141,0.0268948745589641,33.9984324636569,0.00243940718316124,0.98825633705555,0.0648075101995607
A2RT62,Fbxl16,214931,Mutant-Control,-0.0933662390943972,0.937333117120482,0.0062024825433149,-2.91814940640597,0.0319950167354139,34.0000794052356,0.019060102309175,0.908231414627868,0.0648075101995607
Q8BVL3,Snx17,266781,Mutant-Control,-0.263834939909941,0.832871054986681,0.00621195724190453,-2.91755245732569,0.0904302300537826,34.0000104419552,0.0416834243049685,0.799224877681383,0.064808609716823
P97390,Vps45,22365,Mutant-Control,-0.0600501447008748,0.959230778130477,0.00627945867361849,-2.91332277203962,0.0206122525376183,33.9997669966097,0.00280397212905767,0.986454958431519,0.0654141801888842
Q68EF6,Begain,380785,Mutant-Control,-0.206050903576107,0.866906975315196,0.00631109293401574,-2.9113532446004,0.0707749579884418,34.0000073574093,0.0186294472461723,0.909885636467013,0.0656225148279156
Q6ZPS2,Carns1,107239,Mutant-Control,-0.271068313374447,0.828705663332365,0.00631992339521184,-2.91080550375108,0.0931248456913827,34.0000064755646,0.125512846100376,0.392640736826454,0.0656225148279156
Q9D8Y0,Efhd2,27984,Mutant-Control,0.173834970110367,1.12805309207964,0.0063279192410322,2.91031008745994,0.0597307382671673,34.0000173535285,0.0176420220985405,0.914600822243179,0.0656225148279156
Q68FD7,Fnip1,216742,Mutant-Control,0.0986227153204915,1.07075077045868,0.00634886583717688,2.90901497919366,0.0339024432757746,34.0000560628216,0.0694112557363494,0.663703890563019,0.0657344143468741
P47857,Pfkm,18642,Mutant-Control,0.0757495886684145,1.05390847850819,0.00635771623508151,2.90846914679047,0.0260444876137005,34.0000415021714,0.00744292281140415,0.963925655404466,0.0657344143468741
Q3UHC0,Tnrc6c,217351,Mutant-Control,-0.0843472278437076,0.943211211499323,0.00641232100376629,-2.90511913182968,0.0290339996455101,33.9996062887773,0.00186017766113566,0.990963289104455,0.0662000363926141
Q5M8N0,Cnrip1,380686,Mutant-Control,-0.0793432868147699,0.946488389148189,0.00642405448675959,-2.90439888320309,0.0273183161147847,34.0002109648389,0.00336427706329537,0.983648293276093,0.0662223321682803
O35474,Edil3,13612,Mutant-Control,0.0702498152537805,1.04989846697835,0.00650359758164115,2.89957313426855,0.0242276404149061,33.9998778086272,0.00493852546878249,0.975916864997739,0.0668532677512165
P06797,Ctsl,13039,Mutant-Control,0.135443171018824,1.09843018076279,0.00650459002408107,2.89951239721928,0.0467123959010206,34.0000316880759,0.0242759411296622,0.881611370678634,0.0668532677512165
Q60805,Mertk,17289,Mutant-Control,0.111976560010361,1.08070784324437,0.00655319727415279,2.89659008688091,0.0386580622910779,34.0000130074696,0.0092188574882709,0.954950821264474,0.0672247824561072
Q9ESB3,Hrg,94175,Mutant-Control,0.223184591514716,1.16730744818729,0.00656017466500974,2.89617240652687,0.0770619148955853,33.9999859897587,0.0114923419706324,0.943824936196358,0.0672247824561072
Q61609,Slc20a1,20515,Mutant-Control,0.0857201080992747,1.06121730615342,0.00658046334065159,2.89496068025631,0.029610111351041,33.9998300837753,0.00390559189298674,0.980893313474627,0.0672483462631862
E9Q7G0,Numa1,101706,Mutant-Control,-0.185706628700982,0.87921833133293,0.00658847657071328,-2.89448124912513,0.0641588639612407,34.000096323991,0.00714733843421212,0.965022664509339,0.0672483462631862
Q9CZW4,Acsl3,74205,Mutant-Control,0.0845729128228046,1.06037378791689,0.00659164070643924,2.89429292873875,0.0292205781878682,34.0000497234285,0.0083312380660356,0.959223641930335,0.0672483462631862
Q5DTY9,Kctd16,383348,Mutant-Control,-0.0686161247808519,0.953552234645911,0.00661993474259401,-2.8926079570868,0.0237211975486496,34.0004941595392,0.00178879005006265,0.991234754708491,0.0673191996821261
O88507,Cntfr,12804,Mutant-Control,0.14661674849475,1.10697047904549,0.00662143789877547,2.89252135856988,0.0506882163757784,34.0000235435851,0.0098224266831493,0.951866271547977,0.0673191996821261
O55091,Impact,16210,Mutant-Control,0.196186126966052,1.14566569465129,0.00662778299602832,2.89214510317507,0.067834123104914,34.0000141766031,0.118677913198993,0.418280528094581,0.0673191996821261
O88712,Ctbp1,13016,Mutant-Control,-0.089462932966021,0.939872567168597,0.00665122496111376,-2.8907569789314,0.0309479259647388,34.0001564217162,0.00279172605385278,0.986302746585555,0.0674582449501816
P41242,Matk,17179,Mutant-Control,-0.0737572977569529,0.950160213339639,0.00676355696732756,-2.88417294440273,0.0255731189421538,33.9999846690675,0.00448127898297233,0.977912668901193,0.0684971062123056
P63318,Prkcg,18752,Mutant-Control,-0.0954197302805273,0.935999892819402,0.00681031927112024,-2.88146152349821,0.0331150457857525,34.0000563647121,0.0208316236044169,0.897131755816191,0.0688698514595595
Q8K339,Kin,16588,Mutant-Control,0.081812659099052,1.05834695450127,0.00683746167069668,2.87988274175908,0.0284083299339748,34.0024773022756,0.00123118839714346,0.993913624254578,0.0690120672216751
P47856,Gfpt1,14583,Mutant-Control,0.108277377914578,1.07794037394736,0.00684433686772721,2.87950040488802,0.0376028347593821,34.0000403295204,0.0199933500199133,0.901136691996634,0.0690120672216751
Q61644,Pacsin1,23969,Mutant-Control,-0.0693210851943196,0.95308640344188,0.00689047262324595,-2.87685516550614,0.0240961331753813,34.0000309730042,0.00399759443501395,0.980196288424246,0.0693126946583151
Q80U63,Mfn2,170731,Mutant-Control,-0.144317340737123,0.904807416080978,0.0068941931364639,-2.87664285010806,0.0501686682209096,33.9999788708509,0.010893954579589,0.946024394094474,0.0693126946583151
P59325,Eif5,217869,Mutant-Control,0.104443159763487,1.07507935957878,0.00709649927149596,2.86524123661729,0.0364517857794035,34.0000460524309,0.0713041827849177,0.643896306890499,0.071243084848966
