protein,Symbol,Entrez,contrast,log2FC,percentControl,Pvalue,Tstatistic,SE,DF,R2m,R2c,FDR
Q80ZW2,Them6,223626,Mutant-Control,-0.0297269823771407,0.979605661989607,0.45008044762261,-0.764096132701084,0.0389047674826669,34.0000057858492,0.000814858106049181,0.942777102628951,0.741561332732729
Q9Z0G0,Gipc1,67903,Mutant-Control,-0.0422846821381659,0.971115849624215,0.450096785028636,-0.764068342905871,0.0553414920677785,34.0000187943054,0.00285210193322618,0.799698368267226,0.741561332732729
Q9WUM3,Coro1b,23789,Mutant-Control,-0.0233504364929313,0.983944988764384,0.450196950080329,-0.763897982993618,0.0305674802300485,34.0000719365037,0.0034566952936046,0.757129801131062,0.741561332732729
P09602,Hmgn2,15331,Mutant-Control,0.0521019454450711,1.03677436022304,0.45025275637089,0.763803100821048,0.0682138438415139,34.0000137804827,0.0068425938337311,0.519114387077484,0.741561332732729
Q6DIB5,Megf10,70417,Mutant-Control,0.0857693268802864,1.06125351111129,0.450275783934865,0.763763947318888,0.112298213579432,34.0000048078329,0.0110596651810228,0.222666243297209,0.741561332732729
P63330,Ppp2ca,19052,Mutant-Control,-0.020412746220078,0.985950589711177,0.451189612183,-0.762211016653689,0.0267809645545344,34.0000855217031,0.00299574409028832,0.788583867042954,0.742805734570321
P59281,Arhgap39,223666,Mutant-Control,-0.0158337518296827,0.989084886467584,0.451339337638937,-0.761956726080682,0.0207803819924625,34.000211065028,0.000476203593944096,0.966370848380611,0.742805734570321
Q9DB25,Alg5,66248,Mutant-Control,0.0269976943461181,1.01888956826943,0.451353549573378,0.761932639394869,0.0354331773574627,34.0000389955642,0.000685708027218558,0.9515727359258,0.742805734570321
P11404,Fabp3,14077,Mutant-Control,0.026207886863153,1.01833192694691,0.451667533956879,0.761399605449973,0.0344206730284088,34.0000767460196,0.000650090240423697,0.95402389160504,0.743145654704979
Q9CXY6,Ilf2,67781,Mutant-Control,-0.0280023814688706,0.980777385009715,0.451851985834887,-0.76108655051595,0.0367926373812379,34.000188275012,0.000257259556773848,0.981790950396707,0.743272339124832
Q8VDS8,Stx18,71116,Mutant-Control,0.037323591493827,1.0262082944865,0.452274249131655,0.760370269124828,0.0490860742579872,34.0000316100483,0.00123430571724778,0.912470118082645,0.743790057357027
Q80YE7,Dapk1,69635,Mutant-Control,-0.0242780349257785,0.98331255262999,0.452911739931196,-0.759289598897549,0.0319746707462199,33.9999788056697,0.000349228122795448,0.97516419937924,0.744619186158012
Q8K1R7,Nek9,217718,Mutant-Control,-0.0161060174472079,0.988898243836409,0.453017107360763,-0.75911102525107,0.0212169457582057,34.0001318357535,0.00029818181867689,0.978784444006543,0.744619186158012
Q6A098,Secisbp2l,70354,Mutant-Control,0.0348451929784481,1.02444688983395,0.453207426066581,0.758788701419317,0.0459221294587941,33.9997878054754,0.000303587745653261,0.978381458891085,0.744619186158012
Q52KR2,Lrig2,269473,Mutant-Control,0.0574735514731719,1.04064179163313,0.453269007771154,0.758684331548779,0.0757542354352374,34.00003248708,0.00084751547265877,0.939631656050388,0.744619186158012
Q8BG19,Tmtc4,70551,Mutant-Control,-0.0684876528092397,0.953637152238911,0.453316668051379,-0.758603617385973,0.0902812104234847,34.0000068006239,0.0034261424255938,0.755904681111372,0.744619186158012
Q8R2Y2,Mcam,84004,Mutant-Control,-0.0391063780595875,0.973257607728054,0.453478628390291,-0.758329342273352,0.0515691215934659,34.0000263147076,0.00121087984628079,0.913668519950942,0.744708374305707
Q9EQC0,Chst1,76969,Mutant-Control,0.0745976358121894,1.05306729705095,0.453622319291305,0.764282579944961,0.0976047835835294,20.0000047715377,0.0152320618834211,0.295932110755553,0.744767524931867
P62751,Rpl23a,268449,Mutant-Control,0.0236023754893404,1.01649447629169,0.453976479774747,0.757486823750282,0.0311587934592527,33.9992458323698,0.000131933745253239,0.990572651060077,0.745043200064701
Q8BZA9,Tigar,319801,Mutant-Control,-0.032345073915292,0.977829561343582,0.454005651044198,-0.757437259415405,0.042703304482613,34.0000307762415,0.00279558923622937,0.800214535997069,0.745043200064701
P47811,Mapk14,26416,Mutant-Control,0.0694392193525095,1.04930873433898,0.454438923921129,0.756704329024058,0.0917653258863567,34.0000076232326,0.0117611130556043,0.157868632040299,0.745577333197925
Q9R1C7,Prpf40a,56194,Mutant-Control,-0.0430100966833722,0.970627676820004,0.454549203306804,-0.756517771085131,0.0568527248496483,34.0002871181195,0.000366994825599649,0.973709095413061,0.745581417897359
Q02788,Col6a2,12834,Mutant-Control,-0.12428696170604,0.917457375744399,0.454956936752096,-0.761993128408527,0.16310771983682,20.0000021923777,0.0156516800973378,0.272182293241543,0.745804368413262
Q9Z127,Slc7a5,20539,Mutant-Control,0.0636568602885896,1.04511149471472,0.454977803050324,0.755793322450513,0.0842252218929305,33.999998058055,0.00161181931660996,0.884310455313693,0.745804368413262
Q8K2C6,Sirt5,68346,Mutant-Control,-0.0531775217826613,0.96381120470573,0.455008592555149,-0.755741293861608,0.0703647163580812,33.9999831851756,0.000993462080681409,0.92868369291868,0.745804368413262
A2AGH6,Med12,59024,Mutant-Control,-0.0822461133732433,0.944585887709104,0.455302320310182,-0.755245010220537,0.108899909645516,34.0000045194463,0.00358794677303937,0.74209835091882,0.74595580550374
Q9JKK0,Rcan3,53902,Mutant-Control,-0.041167485380611,0.971868155295297,0.455316670642878,-0.755220764500058,0.054510531642841,34.0000217782189,0.00389717735331214,0.719852866884467,0.74595580550374
P57722,Pcbp3,59093,Mutant-Control,0.0410270177306202,1.02884597518315,0.455580482788663,0.754775196840968,0.0543566056520332,34.0000343206132,0.000393631691133918,0.971670515456649,0.746211271477428
E9Q7D5,Arhgef5,54324,Mutant-Control,0.056113889802675,1.03966150530569,0.455814328861041,0.754380376448608,0.0743840793776238,34.0000102554462,0.00105040307862238,0.924323841636387,0.746417545627798
Q3U308,Ctu2,66965,Mutant-Control,-0.0410602608934472,0.971940389505701,0.456295768971253,-0.753567883184371,0.0544878063538719,34.0000206449464,0.00404993881823905,0.707593139574593,0.747029073129978
Q80Y24,Prickle2,243548,Mutant-Control,-0.0274546125761281,0.981149841648581,0.456497212514439,-0.753228065265197,0.0364492692747208,34.0000445076916,0.00325314270244661,0.764910092936183,0.747127222618088
Q8R5H6,Wasf1,83767,Mutant-Control,0.0175142345134542,1.01221393047288,0.456571746422822,0.753102338257195,0.0232561149046292,34.0001200214209,0.00197248750935653,0.857409652820093,0.747127222618088
Q9CY64,Blvra,109778,Mutant-Control,0.0133135303339333,1.00927094746692,0.456967012055639,0.752435841618089,0.0176939077028854,34.0003127569672,0.000423500138883855,0.96933108127524,0.747597167073996
B2RY04,Dock5,68813,Mutant-Control,-0.0325784700936129,0.97767138292293,0.45733856952582,-0.751809747668431,0.0433333967731168,34.0000329371375,0.0049382590596086,0.641786605431462,0.747815406446251
Q99J85,Nptxr,73340,Mutant-Control,0.062727957262406,1.04443879900664,0.457355002595926,0.751782017728564,0.0834390232582742,34.000202046701,0.00237086744752964,0.828008389288565,0.747815406446251
G3X9J0,Sipa1l3,74206,Mutant-Control,-0.0255114479969585,0.982472241807472,0.457523796151747,-0.751497690697911,0.0339474735754227,34.0000965745398,0.000557124540745488,0.959553509427707,0.747815406446251
Q8BG73,Sh3bgrl2,212531,Mutant-Control,0.0282392426847746,1.01976677730217,0.457532861078579,0.751482430917748,0.0375780477665824,34.0000593225044,0.00160411854233554,0.883538426765689,0.747815406446251
Q08288,Lyar,17089,Mutant-Control,0.0313939580672811,1.02199912285808,0.458022119302665,0.756750423719989,0.0414852203358625,19.9999119643633,0.000396779592541486,0.981292844956188,0.748399377640808
Q91ZZ3,Sncb,104069,Mutant-Control,-0.0434513715029308,0.970330837887521,0.458106544012026,-0.750516470950693,0.0578952936874125,34.0000195197146,0.00171943635812261,0.874844624666174,0.748399377640808
Q8R5C5,Actr1b,226977,Mutant-Control,-0.0235900324428586,0.983781593415676,0.458256600219742,-0.750263918392209,0.0314423123177925,34.0000360081588,0.000372816189151232,0.972844956816415,0.748467745860674
Q9R1A3,Ntn3,18209,Mutant-Control,0.118929869648406,1.08592906731548,0.458610048996252,0.755747172189993,0.157367270463974,20.00000209642,0.0100834155741039,0.523329397282065,0.748794966758282
Q9JJZ2,Tuba8,53857,Mutant-Control,0.0287243433090953,1.0201097275892,0.458767977322438,0.749403619942418,0.038329603093327,34.0000423665936,0.0047580622578576,0.652637922222045,0.748794966758282
P53986,Slc16a1,20501,Mutant-Control,0.0404736351631207,1.02845141068294,0.458781707260604,0.749380533661871,0.0540094562709617,34.0000264127833,0.000836018938176884,0.938962722041786,0.748794966758282
Q6TXD4,Dnmbp,71972,Mutant-Control,-0.0489780635827639,0.966620794582641,0.459056616931683,-0.748918291823998,0.0653984074330423,34.0000170351789,0.000884492669911772,0.935343942592536,0.749066907128203
P24270,Cat,12359,Mutant-Control,-0.0249825173657934,0.982832508475372,0.459510731777954,-0.748155089250912,0.0333921639038866,33.9999785057733,0.000479041279620648,0.964910795185456,0.749616798394584
Q61024,Asns,27053,Mutant-Control,-0.0165530258853543,0.988591888458674,0.459610357379128,-0.74798766392471,0.0221300787214861,34.0001672389703,0.000881073040211498,0.935433551506845,0.749616798394584
P63080,Gabrb3,14402,Mutant-Control,0.0611256072064634,1.04327942194862,0.460225106178101,0.746955353323688,0.0818330130903755,34.0000115712465,0.00281516171915697,0.793129808378712,0.750429609131304
Q3UQN2,Fcho2,218503,Mutant-Control,-0.0236199747981694,0.983761175772649,0.460325694888553,-0.746786491131405,0.0316288190515931,34.0000908076855,0.000769129670301504,0.943455480820818,0.750429609131304
Q8BTT6,Utp25,215193,Mutant-Control,0.0548760481750072,1.03876985162175,0.46043712482152,0.746599492299496,0.0735013199727624,34.0000286176,0.00111535568087869,0.917960716297569,0.750434399714999
Q9QZ73,Dcun1d1,114893,Mutant-Control,-0.01695844072289,0.988314121154871,0.460768917745635,-0.746042775130524,0.0227311908756479,34.0001111680405,0.0011495390091453,0.915320143698126,0.750549509789484
O54946,Dnajb6,23950,Mutant-Control,-0.0296050460943658,0.979688461554093,0.460797642812283,-0.745994604139462,0.0396853354301624,34.0000549201682,0.000536806323643846,0.960451491676046,0.750549509789484
Q9CQ60,Pgls,66171,Mutant-Control,-0.0226061613996267,0.984452729250495,0.460875567536166,-0.745863860343062,0.0303086965350874,34.0002023943375,0.000404014125052651,0.970224348236808,0.750549509789484
P35822,Ptprk,19272,Mutant-Control,-0.0356924461427415,0.975563410056221,0.461007046279925,-0.745643401507851,0.0478679836374381,34.0000143136367,0.000851082901608969,0.937238492823164,0.750549509789484
P84086,Cplx2,12890,Mutant-Control,0.0847196585793224,1.06048165081471,0.461050291614214,0.745570883913925,0.113630588864443,34.0000057429674,0.00529561055526461,0.60940919368189,0.750549509789484
Q91XV3,Basp1,70350,Mutant-Control,0.0879030173927609,1.06282422548952,0.4612747367874,0.745194568571912,0.117959820293937,33.9999996119173,0.00177157938300755,0.869200792534935,0.750595266235153
Q9CWD8,Nubpl,76826,Mutant-Control,-0.048541092589959,0.966913614069701,0.461295428186444,-0.745159858770627,0.0651418511325108,34.0000907395505,0.000461074610072472,0.965954778746181,0.750595266235153
P09671,Sod2,20656,Mutant-Control,0.0464817958487611,1.03274336816057,0.461662878637983,0.744544085040648,0.062429877266735,33.9998243767421,0.000264874231508852,0.980409625834234,0.750891953171533
Q9QXE7,Tbl1x,21372,Mutant-Control,-0.0534572393421859,0.963624353862823,0.461791214552856,-0.750332535550112,0.0712447305820124,20.0000221121612,0.00137842529890006,0.933894218707893,0.750891953171533
Q8BIZ6,Snip1,76793,Mutant-Control,0.0860744394456576,1.06147797713814,0.461803436286208,0.74430854525828,0.115643492196894,33.9999969808071,0.00136494417966783,0.898983402200575,0.750891953171533
Q9Z2M6,Ubl3,24109,Mutant-Control,-0.0281770576042586,0.980658643330041,0.461929352052273,-0.744097635910697,0.0378674198712819,33.9999169890351,0.000451910693427878,0.966536094489698,0.750920171127044
P47809,Map2k4,26398,Mutant-Control,-0.012377837845313,0.991457036874477,0.462578560892645,-0.743010564939411,0.0166590334369234,34.0002063299267,0.000789088385211886,0.941397043106633,0.750925023637349
P70671,Irf3,54131,Mutant-Control,0.0358899889530342,1.02518906029818,0.462582856045765,0.743003420485784,0.0483039350337969,34.0000295291045,0.00313198709310238,0.767393313797379,0.750925023637349
Q3UDK1,Trafd1,231712,Mutant-Control,0.0847099190703613,1.06047449161933,0.462606933468709,0.742963129790966,0.114016316118129,34.0000060563183,0.0129370649970561,0.0390847347155627,0.750925023637349
Q8CI08,Slain2,75991,Mutant-Control,-0.0608185318829033,0.958720022657394,0.462681166436541,-0.742838898523936,0.081873111388961,34.0000095525881,0.00473221886196877,0.648391468565017,0.750925023637349
Q9WUC3,Ly6h,23934,Mutant-Control,-0.0508712063811752,0.965353200937469,0.462732274229297,-0.742753375646771,0.0684900372709552,34.000008300031,0.000887224747422005,0.934063143991557,0.750925023637349
Q8C0V0,Tlk1,228012,Mutant-Control,-0.134773528714512,0.910812799881096,0.462737192412333,-0.748726743205333,0.180003626072632,20.0000034384807,0.00290009070456061,0.860321792142129,0.750925023637349
Q9JMG7,Hdgfl3,29877,Mutant-Control,0.0270631655993965,1.01893580776479,0.462777778206778,0.742677231444833,0.0364400098098426,34.0000203346835,0.00058357407765503,0.95662099068095,0.750925023637349
P54731,Faf1,14084,Mutant-Control,-0.0176034001901968,0.987872392257343,0.463057054269599,-0.74220999562005,0.0237175466432391,34.0001102149592,0.00118697804516313,0.911656836867692,0.750925023637349
Q8VCV1,Abhd17c,70178,Mutant-Control,-0.038783875115473,0.973475196005618,0.463095632093754,-0.742145492522786,0.0522591264195844,34.000019660874,0.00157506918822793,0.882752015901487,0.750925023637349
O08585,Clta,12757,Mutant-Control,0.0585524018899406,1.04142027681605,0.463152869060123,0.742049765956263,0.0789063005962753,34.0000083933149,0.00711291507013813,0.470378734144281,0.750925023637349
Q9D0Q7,Mrpl45,67036,Mutant-Control,-0.0479579790506,0.967304503594223,0.463225675608312,-0.741928012329074,0.0646396661854692,33.9999840290706,0.00061244344970892,0.954383042756714,0.750925023637349
Q8BP92,Rcn2,26611,Mutant-Control,0.0307126003322722,1.02151656585339,0.463235083975794,0.741912278640425,0.0413965386697116,33.9999848437282,0.000483373400665439,0.963995110082206,0.750925023637349
Q8BGG7,Ubash3b,72828,Mutant-Control,-0.0251217766795042,0.98273764298323,0.463712086263507,-0.741114821745042,0.033897280073757,34.0000494619811,0.00148949855559511,0.88881327321053,0.751522141678696
P61971,Nutf2,68051,Mutant-Control,-0.0261165339622274,0.982060265957536,0.46415178089793,-0.740380180249039,0.0352744909425353,34.0000227604947,0.000481397719903575,0.963993714807035,0.751949753551671
Q9CX98,Cyp2u1,71519,Mutant-Control,-0.0470884756415879,0.96788766777358,0.464297283700809,-0.740137162310829,0.0636212827019387,34.0000183039839,0.00264488238579911,0.802045308167375,0.751949753551671
P62305,Snrpe,20643,Mutant-Control,-0.0401145857629013,0.972577697556907,0.464733628205094,-0.739408639701094,0.0542522545843089,34.000036826394,0.00101631906446025,0.923784221972449,0.751949753551671
Q3B7Z2,Osbp,76303,Mutant-Control,-0.00983926999355944,0.993203141589256,0.464762616237527,-0.739360174286052,0.0133078171312927,34.0003650315893,0.00153970154817121,0.884519595595959,0.751949753551671
Q80U22,Rusc2,100213,Mutant-Control,-0.065107285437513,0.955874231747153,0.464885801788559,-0.739154672915496,0.0880834388568581,34.0000054399783,0.00260644609089513,0.804403107895749,0.751949753551671
Q9CYW4,Hdhd3,72748,Mutant-Control,0.0647974008871772,1.0459380473487,0.465143169691128,0.73872523932726,0.0877151577306154,34.0000126576419,0.000538412865728867,0.959548613588597,0.751949753551671
Q9CPW7,Zmat2,66492,Mutant-Control,0.0600051390299035,1.04246947421928,0.465256456537922,0.738536255541436,0.0812487384060955,34.000022782586,0.00116329047755359,0.912556327409775,0.751949753551671
Q8VHE6,Dnah5,110082,Mutant-Control,-0.0771048917386661,0.947958040942297,0.465291301108293,-0.751189446485101,0.102643736675813,13.6520431947268,0.00708380614728819,0.764756155915106,0.751949753551671
Q9JJV2,Pfn2,18645,Mutant-Control,-0.0195068786792243,0.986569862024988,0.465311800383175,-0.738443931915741,0.0264161946982457,34.0000657338973,0.000380407101832342,0.971397932925723,0.751949753551671
Q8K2R5,Zfp668,244219,Mutant-Control,-0.0899962680977726,0.93952517953468,0.465377881454418,-0.738333732161689,0.121891042190748,34.0000070426416,0.00296091776321657,0.777307915094997,0.751949753551671
Q61733,Mrps31,57312,Mutant-Control,-0.0759040400207169,0.948747418396726,0.465393384239979,-0.738307875894872,0.102808113659518,34.0000112574615,0.00147777648724417,0.888847916848979,0.751949753551671
P30681,Hmgb2,97165,Mutant-Control,0.0330863643596553,1.02319871986339,0.465500762789768,0.779153138489571,0.0424645204199459,5.99997024913515,0.00180646572705766,0.961316351364099,0.751949753551671
Q9D9K3,Aven,74268,Mutant-Control,0.039801413452321,1.0279723168301,0.465505140523046,0.738121495886311,0.0539225773455207,34.000051678805,0.000762876939108019,0.942590649018397,0.751949753551671
Q99N96,Mrpl1,94061,Mutant-Control,-0.0626897450555912,0.957477343799668,0.46554942748825,-0.738047657862888,0.0849399688322533,34.0000119284495,0.00316984741959075,0.761409360098354,0.751949753551671
O54988,Slk,20874,Mutant-Control,-0.0170526835362965,0.988249562493103,0.465606591652712,-0.737952321560335,0.0231081101557349,34.0001009072297,0.000839454430735566,0.936798938042751,0.751949753551671
Q8CIN6,Celf3,78784,Mutant-Control,-0.0461913496823998,0.968489726532363,0.466771196766106,-0.736011981792192,0.0627589642901243,34.0000099187924,0.00100843954412712,0.92367550222271,0.753497063979612
Q921I9,Exosc4,109075,Mutant-Control,-0.0405452490193587,0.972287413778195,0.466822998099482,-0.735925744224263,0.0550942120690415,33.9999936442563,0.00112441923086802,0.914877547067826,0.753497063979612
Q9QZD8,Slc25a10,27376,Mutant-Control,-0.0431257733081409,0.970549854113759,0.467025977027808,-0.735587829547547,0.0586276329974997,34.0001491829898,0.000346388455922814,0.973753089138651,0.753497063979612
P12849,Prkar1b,19085,Mutant-Control,0.0116172763418545,1.00808499077736,0.467043833079202,0.735558081510286,0.0157938259858437,34.0002678459408,0.00206701067129987,0.843363621797692,0.753497063979612
P35546,Ret,19713,Mutant-Control,-0.0456064564799972,0.968882448406358,0.467109355261613,-0.735449095238439,0.0620117106340462,34.0000207348154,0.00177480166357963,0.865467117404557,0.753497063979612
Q3UYG8,Macrod2,72899,Mutant-Control,-0.0279005114990483,0.98084664101136,0.467708224532374,-0.734452816232679,0.0379881605494576,34.0000459894352,0.00240237920511446,0.817401327537258,0.754169495016081
Q91ZS8,Adarb1,110532,Mutant-Control,-0.0353103358387887,0.975821830714082,0.467744272606475,-0.734392879462155,0.0480809888361783,34.0000097794493,0.000401651748844353,0.969466498966172,0.754169495016081
P61600,Naa20,67877,Mutant-Control,-0.0240642725277995,0.983458259668701,0.467965788752125,-0.734024516585697,0.0327840174054868,34.000232294903,0.00029631684328835,0.97745142693486,0.754350818177219
P58854,Tubgcp3,259279,Mutant-Control,-0.01587980480332,0.989053313909349,0.468487530511258,-0.733157111449143,0.0216594841069362,34.0015384681002,8.97105045561351e-05,0.993157212505312,0.754845289332041
Q8BZW8,Nhlrc2,66866,Mutant-Control,0.0188202557005823,1.01313066710122,0.468490794723501,0.733152041199882,0.025670331176847,34.0000929500267,0.00134122380156028,0.897694964006094,0.754845289332041
Q99PU5,Acsbg1,94180,Mutant-Control,-0.0235299942265161,0.983822534653759,0.468673634632655,-0.732848319350019,0.032107591168914,34.0000612473739,0.00303747343821256,0.768117404349367,0.754964026724284
Q04692,Smarcad1,13990,Mutant-Control,0.0497953251466923,1.03511806143419,0.468835290430045,0.73257984916484,0.0679725564434515,34.0000129488158,0.00167223403915025,0.872247037708607,0.75504859229444
Q8R3Q2,Ppp6r2,71474,Mutant-Control,0.0169542855216847,1.01182113908241,0.46940930199864,0.731626915416087,0.0231734032256625,34.000148977613,0.000987201340111546,0.924384601595182,0.755639816246311
Q61183,Papola,18789,Mutant-Control,0.0515350633019072,1.03636705763947,0.469420889173109,0.731607719825624,0.0704408413216175,34.0000132053379,0.00270561629897393,0.792750493858414,0.755639816246311
Q9DBX2,Pdcl,67466,Mutant-Control,0.023199098599779,1.01621037505709,0.46962877680925,0.731262770352638,0.031724709010677,34.0000623692711,0.00147028036417064,0.887270628141587,0.755676473332217
Q9ERZ3,Chrm3,12671,Mutant-Control,-0.117608899617117,0.921714019904818,0.469662159730403,-0.737030969623997,0.159571177418929,20.000001856302,0.00809864129993039,0.597464252807438,0.755676473332217
Q9ER88,Dap3,65111,Mutant-Control,0.0597913557378007,1.04231500911172,0.469811587374319,0.73095952630768,0.0817984492791643,34.0000150280206,0.000735938840948147,0.943527252134431,0.755741104620503
O35488,Slc27a2,26458,Mutant-Control,-0.0420112669222599,0.971299910013854,0.470091950107698,-0.730494576808919,0.057510717062105,34.0000221013247,0.00170706795776969,0.868840221331839,0.755928001127466
Q61838,Pzp,11287,Mutant-Control,0.0572188179130722,1.0404580639711,0.470146343913598,0.730404394669303,0.0783385455107763,34.0000019409423,0.000854552741995487,0.934325621198247,0.755928001127466
Q8C015,Pak7,241656,Mutant-Control,0.0348051429612388,1.02441845101291,0.470393268486992,0.729995053811967,0.0476786010802259,34.0000269583555,0.00148077965207118,0.886070954281712,0.755936483385897
Q9JJ61,Galnt16,108760,Mutant-Control,-0.0265777205030266,0.981746380777084,0.470473764650657,-0.729861635140758,0.0364147383879151,34.0000450819521,0.00255956289610415,0.802998927216648,0.755936483385897
B2RXR6,Ankrd44,329154,Mutant-Control,0.054577313918716,1.03855477913282,0.470479479684298,0.729852171843232,0.0747785867114456,34.0000108393799,0.011267732178964,0.132737510085458,0.755936483385897
Q8CGC6,Rbm28,68272,Mutant-Control,0.0338758250902442,1.023758780194,0.470649419676493,0.729570537318246,0.0464325563567368,34.0000988756106,0.000440665728767315,0.966056348630116,0.756033914515166
Q9CY62,Rnf181,66510,Mutant-Control,0.0553577154613762,1.03911671979159,0.470816274488209,0.735091768659825,0.0753072171686824,20.0000094529616,0.0074935724287512,0.62557093439157,0.756126345631517
Q8BLQ9,Cadm2,239857,Mutant-Control,-0.0383121973171665,0.973793518099188,0.470991258257238,-0.729004237307873,0.0525541490110523,34.0001215935527,0.000457067030589934,0.964738267452547,0.756231785832246
Q99NH0,Ankrd17,81702,Mutant-Control,0.0142986036786086,1.00996031381205,0.471276825935754,0.728530863600307,0.0196266272206324,34.0021092575294,5.57127835532225e-05,0.995696291933538,0.756375386416354
Q6ZPF3,Tiam2,24001,Mutant-Control,0.0300783860351439,1.0210676019266,0.471500519163254,0.728161050148322,0.0413073262144646,34.0000290533177,0.0123273295899925,0.0467693999060167,0.756375386416354
Q9QZK2,Bcar3,29815,Mutant-Control,0.0300181942141178,1.02102500204616,0.471624021270698,0.727956640086808,0.0412362393047725,34.0000303696844,0.00192088981598116,0.851380674103202,0.756375386416354
Q8BJ48,Nagpa,27426,Mutant-Control,-0.0432313927224577,0.970478802954634,0.471647253970918,-0.727918194364422,0.0593904549400705,34.0000156939268,0.00153830979716535,0.880968333703311,0.756375386416354
Q9DBR0,Akap8,56399,Mutant-Control,-0.036685296435186,0.974892266689901,0.471702384238213,-0.727826959111687,0.0504038713816818,34.000020089135,0.000583072025388059,0.954871615605833,0.756375386416354
Q6PB93,Galnt2,108148,Mutant-Control,0.0428954354265603,1.03017928492139,0.471736795865282,0.727770016391607,0.058940921527988,34.000014216377,0.00233920716944857,0.818922610410195,0.756375386416354
P04186,Cfb,14962,Mutant-Control,-0.126698409590114,0.915925137389321,0.47196910358449,-0.733157555963614,0.172811980943973,20.0000019498238,0.0164031295055522,0.176059504554267,0.756549130142784
Q5NCF2,Trappc1,245828,Mutant-Control,0.0239609287067459,1.01674713721373,0.472063907141283,0.727228832815024,0.0329482655603681,34.0000198452791,0.000584644763908126,0.95467542476925,0.756549130142784
P63276,Rps17,20068,Mutant-Control,0.0160475989429383,1.01118544241617,0.472314185941853,0.72681492881434,0.0220793468966259,33.9999423619316,5.82391201596457e-05,0.995479869393149,0.756774895566318
Q9Z1D1,Eif3g,53356,Mutant-Control,0.0314615851777411,1.02204703074266,0.47247095365181,0.726555695346931,0.0433023722465188,34.0000591124857,0.000385228599318166,0.970079795649696,0.756810613047766
Q99MD6,Txnrd3,232223,Mutant-Control,0.0368426348868738,1.02586624063294,0.472610937865868,0.732081887662571,0.0503258385540816,20.0000198678474,0.0090078415495209,0.546199282677667,0.756810613047766
Q99LJ1,Fuca1,71665,Mutant-Control,0.0477039733767066,1.0336186262614,0.472683775724027,0.726203896181258,0.0656895034955856,34.0000201335435,0.00118931651825089,0.907537813705779,0.756810613047766
Q9CQ54,Ndufc2,68197,Mutant-Control,-0.0519590908596719,0.964625537171385,0.472774130255804,-0.726054563145125,0.0715636172501903,34.0000149290742,0.000587151686098858,0.954333718379177,0.756810613047766
P63115,Slc7a10,53896,Mutant-Control,-0.043753824894635,0.970127434476837,0.473861921802139,-0.724257978531476,0.0604119335811134,34.0000703618191,0.000435484954397582,0.965961498268818,0.758333242530597
Q8CCF0,Prpf31,68988,Mutant-Control,0.0207940136259017,1.01451768454641,0.473944572424428,0.724121660354262,0.0287161878512634,33.9996989208511,0.000111887592790488,0.991251316408736,0.758333242530597
Q3UHE1,Pitpnm3,327958,Mutant-Control,0.0378468945333008,1.02658059446077,0.474896700688376,0.722551169701187,0.0523795353468911,34.0000230046185,0.00303515438630783,0.761643265639883,0.75956003878911
Q5SUQ9,Ctc1,68964,Mutant-Control,-0.0202032464037449,0.986093774140177,0.475030156908703,-0.722331206023601,0.027969505173344,33.9999775153991,0.000288105340050951,0.977360730489201,0.75956003878911
P09411,Pgk1,18655,Mutant-Control,0.0142532272357139,1.00992854848084,0.475043364459838,0.722309391308013,0.0197328560409592,34.0001740331058,0.000632471809997778,0.950297468755517,0.75956003878911
Q80WG7,Trim36,28105,Mutant-Control,0.0398314480430457,1.0279937177834,0.475150540384629,0.722132800019901,0.0551580651674429,34.0000176933223,0.0033384003396135,0.737524888121895,0.75956003878911
Q8BGF3,Wdr92,103784,Mutant-Control,-0.123498826109603,0.917958714099944,0.475543032610553,-0.72717894592426,0.169832785728736,20.0000019636982,0.0109380002275178,0.441505243846345,0.759852212609786
P98084,Apba2,11784,Mutant-Control,-0.0312825234760208,0.978550001842565,0.475553018416621,-0.721469705206796,0.043359441498731,34.0000394800747,0.00149500067864497,0.882242372479794,0.759852212609786
Q9Z210,Pex11b,18632,Mutant-Control,0.0473789433963665,1.03338578481494,0.475663759688291,0.721287318645834,0.0656866441036523,34.0000175393512,0.00124416818128931,0.901950280917396,0.759853631816145
Q8K4P0,Wdr33,74320,Mutant-Control,0.0527506340408452,1.03724063681485,0.476162423317363,0.726145474563027,0.0726447191213152,20.0000506120111,0.000570799593740724,0.970771929295987,0.760287932704324
Q9D6Y9,Gbe1,74185,Mutant-Control,-0.0208372110692396,0.98566054933709,0.476186261836139,-0.720427079016511,0.0289234145636023,34.0000272002113,0.000726849689637954,0.942581953971986,0.760287932704324
Q80ZJ6,Zer1,227693,Mutant-Control,0.018480967380067,1.01289243034591,0.47626537695646,0.720296856749547,0.0256574316643075,34.0000938995178,0.00173402866812984,0.862969547838325,0.760287932704324
P62301,Rps13,68052,Mutant-Control,0.0360862859672135,1.02532855980234,0.476928212288411,0.719206235809302,0.0501751572365146,34.0010359084496,0.00019391603754896,0.984629404398244,0.76117038403298
Q8CCB4,Vps53,68299,Mutant-Control,-0.0146639588086961,0.989887200034578,0.477211184036856,-0.718741211371594,0.0204022791189508,34.0001274253422,0.000639686251615566,0.949230161840922,0.761433457210941
