Protein,Symbol,Label,log2FC,SE,DF,pvalue,adj.pvalue
P18242,Ctsd,Mutant-Control,0.0885365207541308,0.0444138075872133,28.741727657856,0.0557807384748811,0.230487712793258
P18293,Npr1,Mutant-Control,-0.0770684708673154,0.0548209127516473,28.7417191118847,0.170495766139028,0.445227965731245
P18572,Bsg,Mutant-Control,-0.0453845641462578,0.0613771704176192,30.7417173219247,0.465250826855356,0.735794551834723
P18581,Slc7a2,Mutant-Control,0.0177918750572095,0.0341986494494359,28.7417476504734,0.606873360742264,0.827673228648687
P18653,Rps6ka1,Mutant-Control,-0.13178221978333,0.0243938077077834,28.7417999153137,8.52702739649472e-06,0.000396563620786314
P18654,Rps6ka3,Mutant-Control,-0.0542246831652963,0.0303951265861346,28.7417610323887,0.084987196367706,0.301255427774958
P18760,Cfl1,Mutant-Control,0.0404436269059107,0.0264337662068994,28.741783432956,0.136949978669671,0.391570414670081
P18826,Phka1,Mutant-Control,-0.021691045560113,0.0349357278447366,28.7417455996613,0.539568728485914,0.787262971539931
P18872,Gnao1,Mutant-Control,0.00197857106287994,0.027240289522151,28.7417770975551,0.94260048616978,0.981404606584099
P18894,Dao,Mutant-Control,0.0244522994434359,0.0687534913514617,28.7417127319545,0.724698458304186,0.884336653924814
P19096,Fasn,Mutant-Control,0.0363578081392672,0.0143171025244044,28.7422261531801,0.0167768150766008,0.107093723849884
P19157,Gstp1,Mutant-Control,-0.042520891428302,0.0208931443663841,28.7418479777445,0.0511495223469431,0.218438626220026
P19182,Ifrd1,Mutant-Control,0.0208978770220084,0.143197492357784,20.8532592263534,0.885372283324543,0.959848140220014
P19221,F2,Mutant-Control,0.116124503125242,0.0461885531863331,30.7417293620787,0.0173850974907804,0.109655009128105
P19246,Nefh,Mutant-Control,0.267541719029917,0.0900692134313724,28.7417084399082,0.00595084375566657,0.0541323907972802
P19253,Rpl13a,Mutant-Control,0.0315063829973202,0.0262176713122272,28.7417900662711,0.239279401239591,0.527520624335848
P19258,Mpv17,Mutant-Control,-0.0274577882434492,0.067760161518665,28.7417128079155,0.688316131993657,0.869406939112473
P19324,Serpinh1,Mutant-Control,0.153902144094682,0.0277425970729225,28.7417748619405,5.71179475931135e-06,0.000282300510818402
P19536,Cox5b,Mutant-Control,0.0429119645963577,0.0654999957956915,28.7417127584617,0.517584307413522,0.773991024333704
P19783,Cox4i1,Mutant-Control,-0.103206879876981,0.0878220843837756,28.7417084295164,0.249566153949801,0.536509550062808
P20029,Hspa5,Mutant-Control,0.401604526822028,0.0354574145054482,30.7417499013464,1.68710835891399e-12,9.05328300906461e-10
P20060,Hexb,Mutant-Control,0.210317886671601,0.0226244206684369,28.7418224282253,3.66562427452191e-10,9.03639637194294e-08
P20108,Prdx3,Mutant-Control,-0.0127709102510862,0.0517332635992671,28.7417202907614,0.806770787674141,0.926272714748981
