Protein,Symbol,Label,log2FC,SE,DF,pvalue,adj.pvalue
Q62172,Ralbp1,Mutant-Control,0.0174078118251328,0.0219145400064732,28.7418347816592,0.433502017238314,0.713570097275715
Q62178,Sema4a,Mutant-Control,0.200317331396668,0.0760727442418929,28.7417111761745,0.0134689051419917,0.0923884781421181
Q62179,Sema4b,Mutant-Control,-0.0953236957270305,0.032943387318472,30.7417582527391,0.00694265954625503,0.0597705731906472
Q62186,Ssr4,Mutant-Control,0.0277233807459037,0.0723611953242029,28.7417115714597,0.704446208010461,0.87596268566144
Q62188,Dpysl3,Mutant-Control,-0.0567890714366666,0.0232914206618497,28.7418135855566,0.0211815685231113,0.124551632350478
Q62189,Snrpa,Mutant-Control,0.11625813597489,0.044618641488467,30.7417313982768,0.0140091424216905,0.0949735447363585
Q62203,Sf3a2,Mutant-Control,-0.0256941333730733,0.0410842104158747,28.7417183992154,0.536642044148587,0.7856345224021
Q62210,Birc2,Mutant-Control,-0.021976059557882,0.0398839444614669,28.7417343505125,0.585891655816244,0.81652034578001
Q62217,Sema5a,Mutant-Control,-0.0456933769711252,0.0405539210309726,28.7417332490488,0.269175627170049,0.555403138582045
Q62226,Shh,Mutant-Control,-0.133040645447485,0.0370263281020287,28.7417434210462,0.00120330109349328,0.0177093426755467
Q62230,Siglec1,Mutant-Control,-0.0661239794996036,0.162743895712986,20.0991828826375,0.688810612348182,0.869406939112473
Q62241,Snrpc,Mutant-Control,0.0954101771192351,0.0557729350138715,28.741718100596,0.0979130637810958,0.324177281887482
Q62245,Sos1,Mutant-Control,-0.0370905210856528,0.0151352823415516,28.7421171006084,0.0205900922206773,0.121932498583569
Q62261,Sptbn1,Mutant-Control,0.110377461746498,0.0305255874856074,28.7417600834769,0.00113304576223411,0.016889160763558
Q62273,Slc26a2,Mutant-Control,0.0227977118625124,0.0596309995071146,28.7417161431075,0.705041627975902,0.876090202486621
Q62277,Syp,Mutant-Control,-0.0538120402426123,0.0395197866425641,30.7417399567334,0.183205419727388,0.460223625501714
Q62283,Tspan7,Mutant-Control,-0.0683502249438449,0.0381455247510473,28.7417375387565,0.0836955374118304,0.298496967783706
Q62288,Spock1,Mutant-Control,0.168594330201416,0.0328025285193134,28.7417532276247,1.76269324162661e-05,0.000702659888776413
Q62313,Tgoln1,Mutant-Control,0.149301045346661,0.0664830966184282,28.7417132116664,0.0325847206179986,0.166042951350736
Q62318,Trim28,Mutant-Control,-0.0565653251703683,0.0480129563176134,28.7417241372346,0.248409005602348,0.5360791951862
Q62348,Tsn,Mutant-Control,-0.0919207349893567,0.0260956972911825,28.7417853299402,0.00144950097893885,0.0201830715151246
Q62351,Tfrc,Mutant-Control,-0.0380525149422927,0.0222183700545262,28.7418260883451,0.0975450325763453,0.323573060985537
Q62356,Fstl1,Mutant-Control,-0.0336983573506922,0.0651993016348679,28.7417139416432,0.609214424073039,0.828236106314396
Q62376,Snrnp70,Mutant-Control,0.0908918029328782,0.0478061614316382,28.7417260302127,0.0673371041885449,0.259532840563579
Q62383,Supt6,Mutant-Control,0.0393694367691445,0.0450084035729547,28.7417266650528,0.388981090126274,0.672695273339356
Q62384,Zpr1,Mutant-Control,-0.0538033481551459,0.0325995565186696,30.7417595785437,0.109036269567407,0.344491402401373
Q62388,Atm,Mutant-Control,-0.043452257775471,0.102873485154834,25.1004158227473,0.676340041193509,0.863040447114503
Q62393,Tpd52,Mutant-Control,-0.0222500628406228,0.0286031370008886,30.7417792387283,0.442580466320161,0.719851091874433
Q62406,Irak1,Mutant-Control,0.0215593460250996,0.0370602999999184,28.7417402285176,0.565279126780652,0.80428047897651
Q62407,Speg,Mutant-Control,0.0373322554293634,0.0335240692934645,28.7417482519288,0.274679314223586,0.561759863976469
Q62413,Epha6,Mutant-Control,0.0393079092263903,0.0609369434511219,28.7417162951281,0.524005218421188,0.778420017825002
Q62415,Ppp1r13b,Mutant-Control,-0.021297958740376,0.0217391036442424,30.7418518722756,0.33487817925037,0.62590164850045
Q62417,Sorbs1,Mutant-Control,-0.0201336800043174,0.0233373239697821,30.7418272626861,0.394969640455609,0.677833838201087
Q62418,Dbnl,Mutant-Control,-0.0354903655419107,0.0262560938277533,30.7417962243943,0.186333999283431,0.462939817996875
Q62419,Sh3gl1,Mutant-Control,-0.00439651845643796,0.0417291830342082,28.7417316998206,0.916823319185783,0.972341863706198
Q62420,Sh3gl2,Mutant-Control,-0.0309576356221075,0.0412337335832109,28.7417317840995,0.458885628370088,0.731958984213326
Q62421,Sh3gl3,Mutant-Control,-0.00945608428988121,0.0530833516349365,28.7417200159218,0.859865379887192,0.949868707853215
Q62425,Ndufa4,Mutant-Control,-0.126295258100761,0.0758959319185565,28.7417109991635,0.106967678677607,0.341163622209517
Q62426,Cstb,Mutant-Control,0.0399418421834783,0.0264746764406091,30.7417944031649,0.141590157016563,0.398118877608845
Q62433,Ndrg1,Mutant-Control,-0.126107145057963,0.0276511703801757,28.7417769394387,8.74010044477952e-05,0.00248860982460334
Q62442,Vamp1,Mutant-Control,-0.135040191342466,0.0349522198582037,30.7417514331166,0.000538410528632655,0.0101512212101119
Q62443,Nptx1,Mutant-Control,0.154089884971064,0.074526933231419,28.7417117748118,0.0477883640295093,0.210994700930289
Q62446,Fkbp3,Mutant-Control,0.0359905049438543,0.0213679062941931,28.7418417803532,0.10294980046468,0.335203190206327
Q62448,Eif4g2,Mutant-Control,0.0326211267979651,0.0239629575582037,28.7418053056522,0.183991953509465,0.461050747811743
Q62465,Vat1,Mutant-Control,-0.0806169206881616,0.0287185510347147,28.7417704918972,0.00888266220573508,0.0704332194325887
Q62469,Itga2,Mutant-Control,-0.00353419979547143,0.0675592119539258,28.7417133540131,0.958641493025675,0.986886217956293
Q62470,Itga3,Mutant-Control,-0.225776531734389,0.0392211529962119,30.7417405695751,2.53069098927915e-06,0.000147117502843428
Q62504,Spen,Mutant-Control,-0.0954317087647836,0.10787483872421,30.7417071337615,0.383211390569552,0.66798667181739
Q62507,Coch,Mutant-Control,0.0400230125924754,0.0636420147689139,28.741714371168,0.534396046368372,0.78450059332192
Q62511,Zfp91,Mutant-Control,-0.0845424901716963,0.063404387719549,28.7417150301469,0.192877542965691,0.470788572333331
Q62523,Zyx,Mutant-Control,0.0429476062053092,0.0348888107638527,28.7417453634804,0.228307118381732,0.51388890318626
Q63739,Ptp4a1,Mutant-Control,-0.0428935605250352,0.0350343318384352,28.7417480350911,0.230769089853445,0.516306982301999
Q63810,Ppp3r1,Mutant-Control,-0.0388505308432465,0.0257787709501783,28.7417887323984,0.142705050696118,0.400124772369823
Q63829,Commd3,Mutant-Control,-0.0352020176846574,0.0325058431442213,28.7417540782445,0.287835020249971,0.578656225148069
Q63844,Mapk3,Mutant-Control,-0.0364208689936664,0.0147492998656461,28.7421085220238,0.019725725791949,0.118016006110323
Q63850,Nup62,Mutant-Control,0.0664325162594161,0.0595126901718192,30.74171829147,0.272954018717709,0.56034354490842
Q63912,Omg,Mutant-Control,0.217516194061034,0.0341972403272661,30.7417538271968,4.58356765780761e-07,3.5137327451501e-05
Q63918,Cavin2,Mutant-Control,-0.0617354952637793,0.0447893734797742,28.7417269240104,0.178730545450708,0.454835096496312
Q63932,Map2k2,Mutant-Control,0.043304283922134,0.0294506399936919,28.7417654175396,0.152316403268614,0.41685336571277
Q63959,Kcnc3,Mutant-Control,-0.2057333318898,0.0395756735660677,28.7417356967603,1.49797560499887e-05,0.000622016536932864
Q63ZW7,Patj,Mutant-Control,-0.127458063048007,0.0648322616733281,28.7417142203356,0.0590288463575881,0.238947363641528
Q64008,Rab34,Mutant-Control,0.0612819385786178,0.059200221921889,30.7417184890663,0.308667107308722,0.601477189468827
Q64010,Crk,Mutant-Control,-0.047047705212819,0.0322810703853374,28.7416569957814,0.155835434101332,0.422013970609818
Q64012,Raly,Mutant-Control,0.0306118315620239,0.0465933955796635,28.74172715154,0.516408146329175,0.773226707188737
Q64018,Glra1,Mutant-Control,-0.050925696688225,0.0947123330089507,28.7417076891106,0.594931578294956,0.821199331646418
Q64092,Tfe3,Mutant-Control,0.0716715547813625,0.043063959750882,28.7417293391419,0.106918037080619,0.341163622209517
Q64096,Mcf2l,Mutant-Control,-0.0443683148668344,0.0306340020211244,28.7417603649762,0.158345432371063,0.426493334448083
Q640L3,Ccpg1,Mutant-Control,0.134958788844864,0.125498168557824,28.7417055850766,0.291147472567617,0.582992169587991
Q640M1,Utp14a,Mutant-Control,0.0874935620020132,0.0883803536444598,28.7417089512241,0.330452125189824,0.623295788322054
Q640M6,Gdpd5,Mutant-Control,-0.00112239359072833,0.0656676494039346,28.7417136671937,0.986481295148376,0.997324723753771
Q640R3,Hepacam,Mutant-Control,-0.0363389305694671,0.0313469821526003,30.7417648019219,0.25528047352359,0.542532060872484
Q64105,Spr,Mutant-Control,-0.0273201559764513,0.03201386155724,28.7417549545049,0.400502112179947,0.681938670873154
Q64127,Trim24,Mutant-Control,0.0727502338364517,0.0839454039398276,26.947631937074,0.393791967841936,0.676957310908168
Q64133,Maoa,Mutant-Control,-0.104475511456087,0.0485961905885532,28.7417243349373,0.0401171336871936,0.189092651758015
Q64152,Btf3,Mutant-Control,0.0102455274437441,0.019989710074929,28.7418684922295,0.612189706602531,0.828606013437962
Q64191,Aga,Mutant-Control,0.0101652967320618,0.0781431620270437,28.7417105552442,0.897404916040433,0.963715624122239
Q641K1,Agtpbp1,Mutant-Control,-0.022087750252049,0.0199596608409078,28.7418697184933,0.277634813775044,0.56548334624663
Q641K5,Nuak1,Mutant-Control,-0.0433575027854106,0.051271016940473,30.7417240713215,0.40428052251341,0.685861119906019
Q641P0,Actr3b,Mutant-Control,-0.0738261168680199,0.0255917393694635,28.7417899854036,0.00735046630421041,0.0619582734068615
Q64213,Sf1,Mutant-Control,-0.0249598416570585,0.0385480002224681,28.741735338371,0.522446922406466,0.777927370481858
Q64237,Dbh,Mutant-Control,-0.299696613628489,0.0598025540474712,30.7417181321762,2.12215741340395e-05,0.000810285252427752
Q64288,Omp,Mutant-Control,-0.102974138304128,0.146751823510904,28.7417045389145,0.488516561632423,0.752797144912102
Q64299,Ccn3,Mutant-Control,0.635595699642432,0.17757757313474,28.7417034089424,0.00124819843321686,0.018140483896085
Q64310,Surf4,Mutant-Control,0.158329944345174,0.0318302555576442,28.7417564518738,2.78681295232372e-05,0.000991546569429742
Q64314,Cd34,Mutant-Control,-0.198208155143171,0.0576435580207571,30.7417193745855,0.001701253238018,0.02251981515828
Q64322,Npdc1,Mutant-Control,-0.0226139813615397,0.0527237060728174,28.7417190812772,0.671183000626811,0.863040447114503
Q64323,Piga,Mutant-Control,-0.0122366068547273,0.15365228551416,16.7417039317525,0.937469133164661,0.979106845077333
Q64324,Stxbp2,Mutant-Control,-0.00100743065240474,0.0718077178824155,28.741711793777,0.988903333001659,0.997324723753771
Q64331,Myo6,Mutant-Control,-0.0648176643514805,0.0381430742963935,28.7417378871611,0.100057307164061,0.328710659951231
Q64332,Syn2,Mutant-Control,0.149180776717751,0.0513673241922336,28.7417215394524,0.00700795298159887,0.0600583292378793
Q64337,Sqstm1,Mutant-Control,-0.0169299871851681,0.0366390044692862,28.741741157905,0.647505931975921,0.850019078182918
Q64338,Pde1c,Mutant-Control,-0.0673701162982594,0.0409502392011411,28.7417326806155,0.110829069797781,0.346209914530879
Q64339,Isg15,Mutant-Control,-0.00030381741263295,0.0501768895000651,15.7417172824084,0.99524496639137,0.998968184970676
Q64343,Abcg1,Mutant-Control,-0.0275735103814453,0.0306354667575075,28.7417595523946,0.375572336521885,0.663251849279987
Q64345,Ifit3,Mutant-Control,0.0070756507795609,0.0345244189709241,28.7417466221299,0.839058631133048,0.941281256225869
Q64362,Aktip,Mutant-Control,0.0329182220226467,0.0716972547208898,30.7417132463994,0.649372257131645,0.851074372572515
Q64373,Bcl2l1,Mutant-Control,-0.0443031372729566,0.0477282466024098,28.7417254333094,0.36101478976478,0.650423340237372
Q64378,Fkbp5,Mutant-Control,0.184119975768277,0.0270026314170057,28.7417793862729,1.81709868419408e-07,1.81086863156256e-05
Q64387,Pnoc,Mutant-Control,0.0661599521919069,0.131583373157691,28.7417051764053,0.618936981857208,0.832087952483308
Q64430,Atp7a,Mutant-Control,-0.108086775358624,0.0393308436024171,30.7417403446692,0.00993676171026518,0.0770209441008999
Q64433,Hspe1,Mutant-Control,0.0910580878406746,0.0562063160471185,28.7417179327899,0.116139364882544,0.356627336919735
Q64436,Atp4a,Mutant-Control,0.0117572693766567,0.0384469988897289,28.7417291421128,0.761957457899858,0.903001214514628
Q64442,Sord,Mutant-Control,-0.0231859838724489,0.0315210438585217,28.7417568675796,0.467952066250526,0.738392584067783
Q64444,Car4,Mutant-Control,-0.00255339679917137,0.055143662089286,28.7417188945867,0.963387836045253,0.988825999104365
Q64449,Mrc2,Mutant-Control,-0.0718023481488675,0.0571025740780162,30.7417197232541,0.218067819061868,0.501085532841383
Q64455,Ptprj,Mutant-Control,0.0528371115167827,0.0507550429885262,28.7417216392621,0.306543584293396,0.599676961309795
Q64471,Gstt1,Mutant-Control,-0.108547899991866,0.04679033749553,30.741728645394,0.0271620634100711,0.147228091956998
Q64487,Ptprd,Mutant-Control,-0.020863885361325,0.0311977476087482,28.7417570464629,0.508983127837601,0.768395169646286
Q64511,Top2b,Mutant-Control,0.0254449534409528,0.0355167115714078,28.7417436605154,0.47951207976771,0.746563751770991
Q64512,Ptpn13,Mutant-Control,0.0250902854775507,0.0796590626394239,30.7417111391852,0.754911809454034,0.898986818496303
Q64514,Tpp2,Mutant-Control,-0.0588753835688965,0.0211472233893857,28.7418469757684,0.00939289592545573,0.0732121139396415
Q64516,Gk,Mutant-Control,-0.028459332254453,0.044856913150928,28.7417350829224,0.530807154690103,0.782577307206581
Q64518,Atp2a3,Mutant-Control,-0.175180107241719,0.0507311764143126,28.7417212414121,0.00173812462711233,0.0227673117704212
Q64520,Guk1,Mutant-Control,-0.0441487637808606,0.0354784619297719,28.7417435837689,0.22341135825645,0.507825883087975
Q64521,Gpd2,Mutant-Control,-0.131925042682753,0.0369104963952444,28.741740178801,0.00126499484930739,0.0183083071966148
Q64523,H2ac20,Mutant-Control,0.0619599336432477,0.0871716021276412,28.7417086913636,0.482948321411343,0.749366837288289
Q64525,H2bc18,Mutant-Control,-0.0207932854664562,0.0480677746497676,28.7417235761283,0.668546615561789,0.861429846723133
Q64669,Nqo1,Mutant-Control,-0.0388594576317724,0.042857338789181,28.7417302146907,0.372096072874013,0.660494199585016
Q64674,Srm,Mutant-Control,0.116521849327453,0.0249239753863149,28.741796161665,6.3733698772173e-05,0.00198484947604767
Q64676,Ugt8a,Mutant-Control,-0.022439445556674,0.0487976604216113,28.7417231825847,0.649085940706683,0.851047740018763
Q64689,St8sia3,Mutant-Control,0.0504900057370222,0.0521821913963541,28.7417202836505,0.341330251807945,0.631572660799313
Q64704,Stx3,Mutant-Control,-0.0295644932590899,0.0692565741182212,16.7417107547949,0.674903235080853,0.863040447114503
Q64707,Zrsr1,Mutant-Control,0.0286616077401899,0.0392517757401129,28.7417364588222,0.471178828220074,0.74013589409215
Q64727,Vcl,Mutant-Control,0.0293252375076202,0.023185112739152,28.7418147413465,0.216091822033917,0.499985588891743
Q64735,Cr1l,Mutant-Control,0.0716553550310538,0.0625566504705883,28.741714453848,0.261472289555385,0.548580659229584
Q64737,Gart,Mutant-Control,-0.0203106727425973,0.0241264640140564,28.7418047149574,0.406826709492451,0.687345015970154
Q64739,Col11a2,Mutant-Control,-0.289518646529317,0.0860696222509169,28.7417094018131,0.00219273189854122,0.0268831242956477
Q65CL1,Ctnna3,Mutant-Control,-0.238216594085165,0.0359732742474794,28.7417428216258,3.06853178707154e-07,2.70963009450773e-05
Q65Z40,Wapl,Mutant-Control,0.0256576691367782,0.0706775462088567,28.741713012793,0.71924298126618,0.881954480104214
Q66GT5,Ptpmt1,Mutant-Control,-0.0980703795663799,0.0399464146506905,28.741733948816,0.0203817841216085,0.120801466467579
Q66JS6,Eif3j2,Mutant-Control,0.0705364511271485,0.0432552495927362,30.7417333797493,0.113157680716126,0.351934008326213
Q66JT5,Tpgs2,Mutant-Control,-0.0209271228106352,0.0305939074404676,28.7417559701437,0.499435235524084,0.760877965279757
Q66JV4,Rbm12b2,Mutant-Control,0.0507639956071989,0.0474903702379197,28.7417242077866,0.293995841618846,0.586149362175745
Q66L42,Map3k10,Mutant-Control,-0.102658794303557,0.0426302207695125,28.7417301030381,0.0226808296115387,0.130653565128071
Q66L44,Cbarp,Mutant-Control,0.125679000708843,0.0334520528405475,28.7417480713282,0.000778708358851306,0.0132172007575346
Q66T02,Plekhg5,Mutant-Control,0.0231578800940446,0.0219047461412397,28.741833115566,0.299221782944448,0.591349810603446
Q673U1,Hs3st2,Mutant-Control,-0.102368435215082,0.0747750819403372,5.74812396501679,0.222073720822617,0.506346799143217
Q67BT3,Slc13a5,Mutant-Control,0.0316761528375886,0.0764086163757252,28.741710615807,0.681540102034585,0.864912452572906
Q689Z5,Sbno1,Mutant-Control,0.013439404056842,0.0347102544992384,28.7417458940177,0.701469086150727,0.874154376020077
Q68ED2,Grm7,Mutant-Control,-0.075683262125047,0.0347164931605966,28.7417469134398,0.0375929943630271,0.181738550711349
Q68ED3,Tent4b,Mutant-Control,-0.105002964312524,0.0831467900598815,28.7417093590309,0.216788297609687,0.500289477461023
Q68ED7,Crtc1,Mutant-Control,0.00193321012347562,0.0325105142778224,28.7417522215647,0.952993954948029,0.984596903874914
Q68EF0,Rab3ip,Mutant-Control,0.0483179754232142,0.0303914115637185,28.7417611896844,0.122808124507024,0.367528732973402
Q68EF4,Grm4,Mutant-Control,-0.180131478589516,0.0347588995460049,28.7417461387343,1.56650678684541e-05,0.000642047907436209
Q68EF6,Begain,Mutant-Control,-0.206050903576105,0.0645161234465145,28.7417141409111,0.00339341141817475,0.0368156112802287
Q68EF8,Rapgefl1,Mutant-Control,-0.0756705431028261,0.0908830155308157,30.7417090941909,0.411483943338214,0.693192945840952
Q68FD5,Cltc,Mutant-Control,-0.000713865200860144,0.0268843235920352,28.7417803956449,0.978999600394872,0.995193424421676
Q68FD7,Fnip1,Mutant-Control,0.0986227153204945,0.0289442485648883,28.7417677468161,0.0019583102858746,0.0247037478377237
Q68FD9,D630045J12Rik,Mutant-Control,-0.135355064677752,0.0248903166927076,28.7417967845216,7.72484367254658e-06,0.000364111550403277
Q68FE2,Atg9a,Mutant-Control,0.0277998724993453,0.025434839255477,30.741803606087,0.282892077041114,0.572347775359284
Q68FE6,Ripor1,Mutant-Control,-0.0498806903896141,0.0217008495073189,30.7418525623866,0.0284945757848546,0.151392353903386
Q68FE7,Tmem151b,Mutant-Control,-0.112415157976333,0.0695372112074044,28.7417124780475,0.116885388088117,0.357314841061658
Q68FF0,0610010F05Rik,Mutant-Control,-0.042128863181092,0.053140359803721,28.7417202686797,0.434398954701166,0.713781543672912
Q68FF6,Git1,Mutant-Control,0.049087247871264,0.0186347467256285,28.7419093563299,0.0134388655202023,0.0923884781421181
Q68FH0,Pkp4,Mutant-Control,-0.0265157753308828,0.0343526931603551,30.7417533183001,0.446085397805515,0.722520511387018
Q68FH4,Galk2,Mutant-Control,0.0664196358552164,0.0402449121075386,28.7417341548028,0.109751394115017,0.344748645774416
Q68FL4,Ahcyl2,Mutant-Control,-0.00791700408991955,0.0290469743441565,30.7417765663851,0.787014975857797,0.917198067166355
Q68FL6,Mars,Mutant-Control,0.0280689964600625,0.0182230266436772,28.7419200480893,0.134424954932599,0.387179391250954
Q68FM6,Elfn2,Mutant-Control,-0.0391704330576305,0.0811283619122787,30.7417108241352,0.632643843866858,0.839673412255556
Q69Z26,Cntn4,Mutant-Control,0.0711198293413513,0.0208875652696688,28.7418482993783,0.0019707975500969,0.0248160752772367
Q69Z38,Peak1,Mutant-Control,0.0373406979215204,0.0401469280111531,28.7417341825747,0.360065483315098,0.649551800260182
Q69Z89,Radil,Mutant-Control,-0.0279303897361326,0.0328632251281466,28.7417517324046,0.402406200744348,0.683995864785622
Q69Z98,Brsk2,Mutant-Control,0.0137749698693092,0.0172811703862897,28.7419599644697,0.431923857478145,0.711803141832055
Q69ZA1,Cdk13,Mutant-Control,-0.119798226954427,0.0538086515807844,28.7417189505698,0.0339923811838561,0.17003733758039
Q69ZB3,Tspyl5,Mutant-Control,0.0169459089349314,0.0356119046591323,28.7417399469022,0.637778642398241,0.842640872986767
Q69ZF3,Gba2,Mutant-Control,-0.0338286341021086,0.0236521028135545,28.7418087994788,0.163424748183015,0.434305159361795
Q69ZF7,Cnnm4,Mutant-Control,-0.061225783616036,0.0995101050943062,28.7417077161505,0.543216509485193,0.790133104705735
Q69ZH9,Arhgap23,Mutant-Control,0.0541297293065731,0.0227327094543389,28.7418194112294,0.0241079392213529,0.13597399590337
Q69ZI1,Sh3rf1,Mutant-Control,0.0704186501204708,0.0328434686403468,28.7417517264241,0.0406195706204439,0.190365240358252
Q69ZJ7,Ric1,Mutant-Control,-0.0448623462666,0.086486700055222,15.7417070171352,0.611171353036132,0.828236106314396
Q69ZK0,Prex1,Mutant-Control,0.0949182128531597,0.0250935589866588,28.7417939373238,0.000727240062436585,0.012683066688894
Q69ZK6,Jmjd1c,Mutant-Control,-0.0107480703511165,0.08094981515494,28.741710202357,0.895296954383279,0.962785810664059
Q69ZK9,Nlgn2,Mutant-Control,-0.032823190129906,0.0291969827124914,28.741766516506,0.270230820575008,0.556424998725205
Q69ZL1,Fgd6,Mutant-Control,-0.142670933306597,0.0506728527833938,30.7417246104255,0.00842390100911595,0.0676238589638583
Q69ZN7,Myof,Mutant-Control,0.000682383975569495,0.0610469468756362,30.7417174814336,0.991153643932267,0.99767408481316
Q69ZP3,Pnkd,Mutant-Control,-0.109342848681898,0.0219327186743329,28.7418310795885,2.70187558978146e-05,0.000971561036820385
Q69ZQ1,Myorg,Mutant-Control,-0.104094803264481,0.052545708392677,28.7417199471965,0.0572280084776661,0.234010895158381
Q69ZQ2,Isy1,Mutant-Control,-0.159274409109276,0.068151363035168,30.741714420122,0.0261289815959581,0.143344095285108
Q69ZR2,Hectd1,Mutant-Control,-0.0125791117847546,0.0220109774696732,30.7418471690489,0.571820830893013,0.807657849019975
Q69ZR9,Tasor,Mutant-Control,-0.010499581417689,0.0580267373212202,28.7417169510542,0.857681565961577,0.949307581852756
Q69ZS0,Pdzrn3,Mutant-Control,0.0960221523353928,0.0941307379140554,16.7415681418619,0.32219988953396,0.615991450956116
Q69ZS6,Sv2c,Mutant-Control,-0.0620709108322288,0.0501165757711959,28.7417222677915,0.225539930692274,0.509757331402403
Q69ZS7,Hbs1l,Mutant-Control,0.0103883646861128,0.026759103029556,30.7417921226576,0.700530221513838,0.874154376020077
Q69ZS8,Kazn,Mutant-Control,-0.0464250824796536,0.0411901185679151,28.7417304665308,0.269025385736643,0.555403138582045
Q69ZT9,Tbc1d30,Mutant-Control,-0.111102795760261,0.0511645014338185,15.7417164755102,0.0455400477574095,0.204106561968334
Q69ZU6,Thsd7a,Mutant-Control,-0.136030964217826,0.0272587252061035,28.7417774511801,2.66483744263113e-05,0.000969607734155681
Q69ZW3,Ehbp1,Mutant-Control,0.0387505476371457,0.0329543550672937,28.7417508927322,0.249289121155968,0.5360791951862
Q69ZX6,Morc2a,Mutant-Control,-0.0851900044965795,0.14325439602179,28.7416868787495,0.556712778022302,0.7979511689919
Q69ZX8,Ablim3,Mutant-Control,-0.0267781609962772,0.0518865715116082,28.7417208233037,0.609739173946937,0.828236106314396
Q69ZZ6,Tmcc1,Mutant-Control,-0.00254295587938638,0.0343669553653694,30.7417532674979,0.94149437357332,0.981156968934491
Q6A009,Ltn1,Mutant-Control,0.0784877377345497,0.0290929322491591,28.7417667057652,0.0115545565258688,0.0841383990860759
Q6A026,Pds5a,Mutant-Control,0.00646570074935418,0.0734504807935173,30.7417127354233,0.93042534513308,0.977739129975599
Q6A028,Swap70,Mutant-Control,-0.00721782243376641,0.0493681874392224,30.7417258425171,0.884714940009921,0.959729121436331
Q6A037,N4bp1,Mutant-Control,-0.00318600726812582,0.0557103561122082,30.7417206363562,0.954764922134491,0.985417975560025
Q6A051,Atrnl1,Mutant-Control,0.0661412645673873,0.075997229991986,28.7417107565676,0.391341190785196,0.675073231186332
Q6A058,Armcx2,Mutant-Control,-0.0363754710622406,0.0362776781465223,28.741741732587,0.324375198471891,0.617343511453094
Q6A065,Cep170,Mutant-Control,0.0598143074607987,0.0181216244664807,28.7419235544284,0.00258054393994087,0.0299532022047047
Q6A068,Cdc5l,Mutant-Control,0.00496432475141896,0.0524439560635426,28.7417209072184,0.925242058688645,0.976177949396852
Q6A070,Togaram1,Mutant-Control,0.0433626994069867,0.0666382565024121,28.7417141140946,0.520397218395552,0.775868988144341
Q6A098,Secisbp2l,Mutant-Control,0.0348451929784473,0.0429018491126514,28.7417395473672,0.423349084705994,0.704504583709212
Q6A0A2,Larp4b,Mutant-Control,0.00646150945635679,0.0238228711212029,28.741812588721,0.788151675440507,0.917581122809242
Q6A0A9,Fam120a,Mutant-Control,-0.0217258148635645,0.0290237776630753,30.7417767046038,0.45981625044675,0.732513853189433
Q6A0D4,Rftn1,Mutant-Control,0.0541463815664089,0.0355886387803817,30.7417495152736,0.138367154804523,0.393176892837618
Q6A152,Cyp4x1,Mutant-Control,-0.036692579059798,0.0316122531318458,28.741756428697,0.25531109608488,0.542532060872484
Q6A4J8,Usp7,Mutant-Control,-0.0158092137920523,0.0175243920814545,30.7419754986148,0.374004008823543,0.662483910146943
Q6AXF6,Sidt1,Mutant-Control,-0.130631607492185,0.0671098392072557,28.7417132969073,0.0614244358966482,0.244995348664962
Q6DFV3,Arhgap21,Mutant-Control,0.0433327221488151,0.0204864546153092,30.7418771605132,0.0426214959628171,0.195610234103034
Q6DFV5,Helz,Mutant-Control,0.103017576751471,0.0465816700779189,30.7417288881662,0.0345664206064479,0.171808009677971
Q6DFV7,Ncoa7,Mutant-Control,0.00907372967864956,0.0276207927502136,30.7417857137674,0.744752774849506,0.892782134584879
Q6DFW0,C9orf72,Mutant-Control,-0.0153615369832755,0.0258861256854507,28.7417865538909,0.557536695530906,0.797989679769809
Q6DFW4,Nop58,Mutant-Control,0.0139324022985262,0.0554699675389029,28.7417183593947,0.803469607795035,0.924439482404403
Q6DFY8,Brinp2,Mutant-Control,-0.145891742950058,0.0993789325917825,28.741707074756,0.152954261578744,0.417452632540422
Q6DG52,Churc1,Mutant-Control,0.105470845729633,0.0407438545034921,16.7417299522646,0.0192884058971868,0.116903492214401
Q6DIA2,Exoc3l4,Mutant-Control,-0.338299286278479,0.0593909402715815,28.7417165535591,3.79373114356372e-06,0.000198985477124064
Q6DIB5,Megf10,Mutant-Control,0.0857693268802853,0.115136365357409,30.7417065417051,0.461967344991558,0.733158951668161
Q6DIC0,Smarca2,Mutant-Control,-0.0875885492702164,0.0460756674187278,28.7417261154803,0.0673758564020415,0.259532840563579
Q6DID3,Scaf8,Mutant-Control,0.0229395637528437,0.0345697450817273,30.7417526156212,0.511909389130366,0.771458176403853
Q6DVA0,Lemd2,Mutant-Control,0.0536130619358072,0.0362899201072171,28.7417417858044,0.150455554117668,0.415345447378256
Q6EDY6,Carmil1,Mutant-Control,-0.0269773207955611,0.0308157971848549,28.7417595050999,0.388593208227702,0.672695273339356
Q6GQS1,Slc25a23,Mutant-Control,-0.0176436709033442,0.0471357510877069,28.7417255784337,0.710916635568999,0.878473647637723
Q6GQT5,Tmem151a,Mutant-Control,-0.200282418917202,0.0731309818654699,30.7417128080829,0.0101684804282847,0.0782950546001259
Q6GQT6,Scap,Mutant-Control,0.0327496028965801,0.0666059705930667,30.7417150063686,0.62642993570705,0.83780199990268
