protein,symbol,entrez,contrast,log2FC,percentControl,Pvalue,FDR,Padjust,Tstatistic,SE,DF,isSingular
Q01339,Apoh,11818,Mutant-Control,0.027384737549645,1.01916295049808,0.708255628987582,0.8913630929171,1,0.377354297274768,0.0725703609245105,34.0000128689102,FALSE
Q01341,Adcy6,11512,Mutant-Control,0.0532175583714656,1.03757639125916,0.546679196631829,0.811137088047859,1,0.60883697077888,0.087408552577523,34.0000071766087,FALSE
Q01405,Sec23a,20334,Mutant-Control,0.0261965998297153,1.01832395998146,0.202197953138634,0.519166738448613,1,1.30043521068863,0.0201444867182912,34.000087323981,FALSE
Q01705,Notch1,18128,Mutant-Control,0.1796780512633,1.1326311015597,0.0933239178152916,0.346695318113814,1,1.72656033050393,0.104067056383056,34.0000064558337,FALSE
Q01730,Rsu1,20163,Mutant-Control,0.0117870351056757,1.00820361690813,0.66988539436437,0.87422672112136,1,0.430032567934853,0.0274096335593386,34.0000837735854,FALSE
Q01768,Nme2,18103,Mutant-Control,0.0466820299196815,1.03288671429681,0.182120925988849,0.493247957185012,1,1.3621063490131,0.0342719420943193,33.9999808978522,FALSE
Q01815,Cacna1c,12288,Mutant-Control,0.0608620245733595,1.04308883058298,0.0403269472209854,0.21395269458073,1,2.13185915229121,0.028548801879312,33.9999269402673,FALSE
Q01853,Vcp,269523,Mutant-Control,0.0154694292567754,1.0107802842778,0.321581474908085,0.638910016157293,1,1.00587355679229,0.0153790992439518,34.0014294964775,FALSE
Q02013,Aqp1,11826,Mutant-Control,-0.0647247042942851,0.956127748907258,0.29285722184422,0.613468626244769,1,-1.06842272461332,0.0605796776905042,33.9999657671705,FALSE
Q02053,Uba1,22201,Mutant-Control,-0.0132462859159279,0.990860396680347,0.57435607516282,0.827314418444115,1,-0.567123133051633,0.0233569839492369,34.0000503238932,FALSE
Q02105,C1qc,12262,Mutant-Control,0.168524670899433,1.12390856521458,0.0123837386727592,0.105619476349439,1,2.64143585000384,0.0638004026859817,33.9999419634461,FALSE
Q02111,Prkcq,18761,Mutant-Control,-0.211926517832886,0.863383532994213,1.66406721762145e-06,0.000143196437185049,0.0142494075844925,-5.77978236072307,0.0366668681632458,34.0000296700678,FALSE
Q02248,Ctnnb1,12387,Mutant-Control,0.010797439844719,1.00751229172301,0.736613885916278,0.902895033653176,1,0.339108166163861,0.0318406954537969,33.9997638810841,FALSE
Q02257,Jup,16480,Mutant-Control,-0.0251657611215741,0.982707682037367,0.762215650157661,0.915275706692974,1,-0.305013028678879,0.0825071677448534,34.0000073183207,FALSE
Q02357,Ank1,11733,Mutant-Control,-0.0845192353894158,0.943098762388641,0.00321631525021015,0.0443499315419477,1,-3.17046898172469,0.0266582754401964,34.0000897927153,FALSE
Q02384,Sos2,20663,Mutant-Control,-0.0594711184350976,0.959615843077425,0.32467767107181,0.641140283473353,1,-0.999364937102268,0.0595089103361365,34.0000203102398,FALSE
Q02614,Sap30bp,57230,Mutant-Control,0.0231180132468465,1.01615326148907,0.703548755950223,0.889223320620186,1,0.383755916765796,0.0602414509766511,34.0000143291209,FALSE
Q02780,Nfia,18027,Mutant-Control,0.00866497555476986,1.00602417617855,0.825438316677661,0.941197398956555,1,0.222263749779978,0.0389851046936239,34.000037060536,FALSE
Q02788,Col6a2,12834,Mutant-Control,-0.124054143735022,0.917605444320717,0.456019441299541,0.752919859171197,1,-0.760173377679128,0.163191907764212,20.0000020675779,FALSE
Q02819,Nucb1,18220,Mutant-Control,0.0387472101264672,1.02722143326538,0.406292839462147,0.715272529669894,1,0.840875311996402,0.0460796143895268,34.0000367479205,FALSE
Q02956,Prkcz,18762,Mutant-Control,-0.0284831151630174,0.980450625593776,0.3366972137832,0.654663542603438,1,-0.974487384550011,0.0292288187765202,34.0000724249212,FALSE
Q03059,Chat,12647,Mutant-Control,-0.036703557453702,0.974879926997478,0.120575677383909,0.401945032203751,1,-1.59228895641421,0.023050814555894,34.0000793537812,FALSE
Q03137,Epha4,13838,Mutant-Control,0.0674450576404171,1.04785933183984,0.0660890093959817,0.287707263577932,1,1.89891091915064,0.035517757552621,34.0000552408694,FALSE
Q03141,Mark3,17169,Mutant-Control,-0.00760257128480291,0.994744159664851,0.706452771763664,0.890658875826304,1,-0.379804324859289,0.020017074022576,34.0008130410437,FALSE
Q03146,Ddr1,12305,Mutant-Control,0.0313950067857629,1.02199986576613,0.5772221679086,0.828263963262835,1,0.562044043272174,0.0558586238241825,40.0000274647677,TRUE
Q03147,Cdk7,12572,Mutant-Control,0.0360322404645412,1.02529015018845,0.532768448488744,0.803515698483142,1,0.630212767775053,0.0571747230570272,34.0000300956832,FALSE
Q03157,Aplp1,11803,Mutant-Control,0.143332743588685,1.10445354926591,0.002167003554589,0.0335244138785818,1,3.31823909692514,0.0431954236575372,34.0000394675699,FALSE
Q03172,Hivep1,110521,Mutant-Control,0.0966331588007376,1.06927516343371,0.455696004623961,0.752869937795674,1,0.797235980010428,0.121210232884213,6.00000008002377,FALSE
Q03173,Enah,13800,Mutant-Control,-0.0512285344357029,0.965114130963234,0.0257300752161305,0.166409844468071,1,-2.33251305242646,0.0219628071887577,34.0001569176919,FALSE
Q03249,Galt,14430,Mutant-Control,-0.0507222093784989,0.965452904725894,0.317323220043503,0.636057755906488,1,-1.02560512541089,0.0494558852347563,20.0000242093161,FALSE
Q03265,Atp5a1,11946,Mutant-Control,-0.0363262780365288,0.975134901345096,0.36979525958929,0.6837015641834,1,-0.908910413767632,0.0399668410508671,34.0014629428013,FALSE
Q03311,Bche,12038,Mutant-Control,-0.0786669982308492,0.946932176176338,0.225595010627014,0.546315066741833,1,-1.25037441407361,0.0629147536493162,20.000013621957,FALSE
Q03391,Grin2d,14814,Mutant-Control,-0.0966254273013272,0.93521798062728,0.0724838596228117,0.303362311803586,1,-1.85364207809026,0.0521273380893883,34.0000215769436,FALSE
Q03517,Scg2,20254,Mutant-Control,0.248607176689535,1.18805957096036,0.0200484584850878,0.14239146025346,1,2.44011794818771,0.101883262189919,33.9999908641074,FALSE
Q03717,Kcnb1,16500,Mutant-Control,0.00837545303062992,1.00582230577171,0.795093350623368,0.929133665051259,1,0.261750111552105,0.0319978966998938,34.0000802998787,FALSE
Q03719,Kcnd1,16506,Mutant-Control,-0.104978310766664,0.929818921248548,0.25316328771144,0.574326059200398,1,-1.16241050716483,0.0903108756498692,34.0000094995871,FALSE
Q03958,Pfdn6,14976,Mutant-Control,0.114061169248481,1.08227053105733,0.317822713194909,0.63650043766305,1,1.01383406358785,0.112504771091268,34.0000047639676,FALSE
Q03963,Eif2ak2,19106,Mutant-Control,0.0634745764274172,1.04497945369532,0.553147669085779,0.815952366990788,1,0.5989935203018,0.105968719653989,34.0000088311886,FALSE
Q04207,Rela,19697,Mutant-Control,-0.0681457341866087,0.953863190961051,0.520483406538976,0.797156038310365,1,-0.649336914389678,0.104946650462126,34.0000062429871,FALSE
Q04447,Ckb,12709,Mutant-Control,0.0140783772603932,1.0098061558224,0.652997358677981,0.86731095610929,1,0.453602034973448,0.031036847665856,34.0000413179483,FALSE
Q04519,Smpd1,20597,Mutant-Control,0.0649429425376065,1.04604356876806,0.0379664709466429,0.206679523659315,1,2.1593581993318,0.0300751133173285,34.0000584921969,FALSE
Q04573,Npy1r,18166,Mutant-Control,0.0161191927309154,1.0112356237715,0.848140398812653,0.951961955218524,1,0.19399011280379,0.0830928571458645,20.000000903062,FALSE
Q04690,Nf1,18015,Mutant-Control,0.00451214573308434,1.00313247707778,0.752641306624231,0.909778022109442,1,0.317718809270617,0.0142016953401116,34.0014213999508,FALSE
Q04692,Smarcad1,13990,Mutant-Control,0.0496004710764133,1.03497826519068,0.47020909357819,0.763009374324435,1,0.730300359410523,0.0679179058825185,34.0000075966333,FALSE
Q04735,Cdk16,18555,Mutant-Control,-0.0334838176955081,0.977058048332214,0.311940930511499,0.63073203966233,1,-1.02642025646271,0.0326219377342583,34.000056820256,FALSE
Q04736,Yes1,22612,Mutant-Control,-0.0161025765479623,0.988900602410593,0.655521661570251,0.868383661513933,1,-0.450062932757884,0.035778499796216,34.0000466302673,FALSE
Q04750,Top1,21969,Mutant-Control,0.168049077852035,1.12353812309778,0.121468650066699,0.403779522717835,1,1.80287004612573,0.093211975102234,5.99999970456193,FALSE
Q04857,Col6a1,12833,Mutant-Control,0.114141913901383,1.08233110519212,0.230819786209161,0.551943543509926,1,1.23588822895244,0.0923561785179647,20.0000082655384,FALSE
Q04899,Cdk18,18557,Mutant-Control,0.0572020082438121,1.04044594106671,0.311756708847511,0.63073203966233,1,1.02681710690626,0.0557080787406807,34.0000198504725,FALSE
Q05144,Rac2,19354,Mutant-Control,0.0473518866514775,1.033366404563,0.560920442568891,0.819731651016355,1,0.587425099298803,0.0806092329183762,32.9668630350818,FALSE
Q05186,Rcn1,19672,Mutant-Control,-0.00146904332957387,0.998982255012079,0.983284073724445,0.996669214406063,1,-0.0211065115011766,0.0696014274785284,34.0000126153716,FALSE
Q05306,Col10a1,12813,Mutant-Control,-0.116458794387994,0.922449096088841,0.322963184131421,0.639709543236636,1,-1.01342091949504,0.114916509169776,19.999985192701,FALSE
Q05512,Mark2,13728,Mutant-Control,-0.0634687392383002,0.956960486163716,0.000176794069286192,0.0056913068244273,1,-4.20972850814247,0.0150766822885464,34.0019870899069,FALSE
Q05769,Ptgs2,19225,Mutant-Control,-0.149216789363495,0.901739866514144,0.00101429513022447,0.019829701370119,1,-3.84343630190493,0.0388237966346777,20.0000301570756,FALSE
Q05793,Hspg2,15530,Mutant-Control,-0.239626093574184,0.846964793635634,0.00097477292818134,0.0191444508807725,1,-3.6099130316171,0.0663800184313142,34.000015453593,FALSE
Q05816,Fabp5,16592,Mutant-Control,0.0185053098675487,1.01290952094969,0.567748563694318,0.823168125789781,1,0.576988021649018,0.0320722600352448,34.0001677914044,FALSE
Q05860,Fmn1,14260,Mutant-Control,-0.108055960909176,0.927837485749176,0.116022568231964,0.393777745449983,1,-1.61284725515449,0.0669970206811843,34.0000318385441,FALSE
Q05909,Ptprg,19270,Mutant-Control,0.027401901121145,1.01917507543074,0.500680674274114,0.783932823881741,1,0.680684598302779,0.0402563848065154,34.0000271167825,FALSE
Q05920,Pcx,18563,Mutant-Control,-0.0467600456113635,0.968108032821526,0.101738962585485,0.364973077762676,1,-1.68197444757575,0.0278006872689174,33.9957236099634,FALSE
Q05921,Rnasel,24014,Mutant-Control,0.0683427549762747,1.04851155093063,0.236249794985472,0.558841453630329,1,1.20571948758122,0.0566821351733946,34.0000241789043,FALSE
Q05A36,Mex3c,240396,Mutant-Control,0.013404869441568,1.00933484789173,0.847391601839571,0.951759481447042,1,0.193921131336882,0.0691253673550457,34.0000112811982,FALSE
Q05A62,Dnal1,105000,Mutant-Control,0.0307035353385041,1.02151014730203,0.250515731285552,0.57230152778262,1,1.16904712194682,0.0262637277506602,34.0000915227521,FALSE
Q05AA6,Drp2,13497,Mutant-Control,-0.335804354612511,0.792342254003587,0.00131585912537932,0.0240249502998361,1,-3.50139459889719,0.095905886962377,34.000008704034,FALSE
Q05AH6,Spindoc,68229,Mutant-Control,0.0589482560690522,1.04170606634191,0.416482478676945,0.722808971404678,1,0.822573500229243,0.0716632082757637,34.0000190982405,FALSE
Q05BC3,Eml1,68519,Mutant-Control,-0.0277298569563467,0.98096267096264,0.489185548700767,0.776008865047178,1,-0.699195924796232,0.0396596375535627,34.0000573338356,FALSE
Q05CL8,Larp7,28036,Mutant-Control,-0.0559214458740467,0.961979832627909,0.0296291616448257,0.181095297048282,1,-2.27051105114377,0.0246294532880059,34.0018339313047,FALSE
Q05D44,Eif5b,226982,Mutant-Control,0.0333940405209479,1.02341695546911,0.208195554490843,0.524723328670366,1,1.28292370463722,0.0260296387074639,34.0004687901572,FALSE
Q06138,Cab39,12283,Mutant-Control,0.00854839864540224,1.00594288772351,0.742421266003786,0.905734905369771,1,0.331340084054938,0.0257994702626588,34.0000947357905,FALSE
Q06180,Ptpn2,19255,Mutant-Control,0.00576766603645318,1.00400584347977,0.884991352477222,0.964414875561284,1,0.145734786971105,0.039576453613623,34.0000408861086,FALSE
Q06185,Atp5k,11958,Mutant-Control,0.0268257003667216,1.01876810640751,0.75856387703589,0.913815176704758,1,0.309853137588462,0.0865755324457961,33.9999897137883,FALSE
Q06335,Aplp2,11804,Mutant-Control,0.0236266159084959,1.01651155575649,0.552111475572154,0.815125959538682,1,0.600566350553526,0.0393405589352782,34.000062648902,FALSE
Q06890,Clu,12759,Mutant-Control,0.241641891894763,1.18233748208757,3.09828452227119e-07,3.84501599481278e-05,0.00265306103642082,6.34310165474521,0.0380952261286863,34.0000713096264,FALSE
Q07076,Anxa7,11750,Mutant-Control,-0.0519530379675377,0.964629584309837,0.162595084862483,0.464255322333258,1,-1.4273653230609,0.0363978563358451,34.000071960851,FALSE
Q07079,Igfbp5,16011,Mutant-Control,0.256035271106744,1.19419238241451,0.00853336080024915,0.0846711106981848,1,2.79206171124252,0.0917011504709199,34.0000075692454,FALSE
Q07113,Igf2r,16004,Mutant-Control,0.0602022672638976,1.04261192581225,0.00793288606089214,0.0809646046953747,1,2.82112452384466,0.0213398121050868,34.0002587264361,FALSE
Q07235,Serpine2,20720,Mutant-Control,0.278586708022286,1.21300601800537,9.32540937278043e-09,2.66178268197063e-06,7.98534804591188e-05,7.54133628677504,0.0369412922893828,34.0000725382293,FALSE
Q07409,Cntn3,18488,Mutant-Control,-0.0269657189832415,0.981482385354838,0.804371666611534,0.934450492632555,1,-0.249635076392603,0.108020552932362,34.0000064544138,FALSE
Q07417,Acads,11409,Mutant-Control,-0.0195096047362693,0.98656799784503,0.687134760281127,0.881999180754938,1,-0.406208629644894,0.0480285334000032,34.0000459881015,FALSE
Q07456,Ambp,11699,Mutant-Control,-0.173281142279045,0.8868234703816,0.158888667933275,0.459366311618156,1,-1.44044051919332,0.120297325693175,34.000004368443,FALSE
Q07646,Mest,17294,Mutant-Control,-0.146222594851487,0.903613296601487,0.149213847716289,0.447537015059399,1,-1.47574618486069,0.0990838372828253,34.0000060958925,FALSE
Q07797,Lgals3bp,19039,Mutant-Control,0.326054036241509,1.25357997248507,3.42907038559629e-05,0.00157866288773446,0.29363129711861,4.76776530674119,0.0683871825193447,34.0000250660115,FALSE
Q07813,Bax,12028,Mutant-Control,0.0276350304984199,1.01933978026592,0.53802316545772,0.806259336255311,1,0.62657744078447,0.0441047326310073,20.0000230980734,FALSE
Q08024,Cbfb,12400,Mutant-Control,-0.055156818616017,0.962489816330179,0.581616335224774,0.831043114849612,1,-0.556348158106815,0.0991408308130451,34.0000065901011,FALSE
Q08091,Cnn1,12797,Mutant-Control,-0.403432392777073,0.756057365341517,0.0045746966171676,0.0566904878911811,1,-3.03622533560747,0.132873007825144,34.0000028095379,FALSE
Q08093,Cnn2,12798,Mutant-Control,0.225669693464454,1.16931991638713,0.0516411034511601,0.249973300651376,1,2.16075987650861,0.104439968511954,12.0000070713823,TRUE
Q08122,Tle3,21887,Mutant-Control,-0.373261071492599,0.772035412173845,0.135076192337043,0.427465101809941,1,-1.80171109011774,0.207170324665209,4.70878582785379,FALSE
Q08274,Dmwd,13401,Mutant-Control,-0.0231611009203361,0.984074127638223,0.274373336767507,0.595704584873266,1,-1.1109768290479,0.0208475103303324,34.0001428707953,FALSE
Q08288,Lyar,17089,Mutant-Control,0.0315865882772668,1.02213559040227,0.456158443188155,0.752919859171197,1,0.759935368435782,0.0415648351020735,20.0001764174431,FALSE
Q08331,Calb2,12308,Mutant-Control,-0.179396674146685,0.883072214243839,0.000460185940540139,0.0111948074114921,1,-3.87687486753016,0.0462735270743916,34.0000554876061,FALSE
Q08460,Kcnma1,16531,Mutant-Control,-0.0309350690111589,0.978785701351729,0.441719483967116,0.742820883976908,1,-0.778395713788356,0.0397420855012186,34.0000096264836,FALSE
Q08481,Pecam1,18613,Mutant-Control,-0.00456801256185635,0.996838702429312,0.911454518019084,0.974020404043245,1,-0.115977812628659,0.0393869521964717,5.99992341300957,FALSE
Q08509,Eps8,13860,Mutant-Control,0.0122751966439116,1.00854481826429,0.634919764423247,0.858685225041225,1,0.479121101912654,0.0256202379626132,34.0001006845589,FALSE
Q08642,Padi2,18600,Mutant-Control,-0.0132092350168671,0.990885844012543,0.651720593010594,0.86731095610929,1,-0.455394279378833,0.0290061505271537,34.0001177714715,FALSE
Q08761,Pros1,19128,Mutant-Control,-0.0114838655562988,0.992071587946624,0.920403786235818,0.97575141501486,1,-0.10066993012872,0.114074436543416,34.0000050172072,FALSE
Q08879,Fbln1,14114,Mutant-Control,0.337425142791822,1.26349954328283,1.12549932275355e-05,0.000660113061694428,0.0963765070073865,5.80030056472272,0.0581737341068207,20.0000084057656,FALSE
Q08890,Ids,15931,Mutant-Control,0.142144255952148,1.10354407856719,0.103129938371438,0.367760113469868,1,1.67489618793242,0.0848675022227011,34.0000111317482,FALSE
Q08943,Ssrp1,20833,Mutant-Control,0.116819001808048,1.0843413605916,0.00780190854382729,0.0800092728871773,1,2.82773768710094,0.0413118240567119,34.0000521612958,FALSE
Q08AU7,Myadml2,68515,Mutant-Control,-0.0664835919140741,0.954962778848465,0.219966487746173,0.53939663074756,1,-1.24963629337346,0.0532023535700919,34.0000211735187,FALSE
Q09014,Ncf1,17969,Mutant-Control,0.182934888335807,1.13519086759376,0.0111279135781615,0.0996739790479047,1,2.68509483197999,0.0681297681396641,34.0000124339421,FALSE
Q09143,Slc7a1,11987,Mutant-Control,-0.0360988422761892,0.975288640024312,0.215153633340699,0.533553594641299,1,-1.26308070793242,0.0285799965508781,34.0000479166556,FALSE
Q09200,B4galnt1,14421,Mutant-Control,0.0222751993891963,1.01555980416466,0.752286343322662,0.909734212381296,1,0.318190979831325,0.0700057537803383,34.0000147585037,FALSE
Q09LZ8,Agbl4,78933,Mutant-Control,-0.0587638398031656,0.96008640834466,0.177407560227916,0.486592228773749,1,-1.37733980483337,0.0426647364702242,34.0000161517086,FALSE
Q09M02,Agbl5,231093,Mutant-Control,-0.00672547719151595,0.995349103517499,0.889267906755132,0.96610011235019,1,-0.145252508493177,0.0463019693173277,6.00036515929625,FALSE
Q0GA42,Cnnm1,83674,Mutant-Control,-0.0148854204010975,0.98973525858862,0.565997163893132,0.822395351301518,1,-0.579612477397436,0.0256816769506684,33.9998202569126,FALSE
Q0GNC1,Inf2,70435,Mutant-Control,0.0344461146227921,1.02416354648836,0.161446015632243,0.462826324693303,1,1.43139348640615,0.024064741770816,34.0001051217445,FALSE
Q0HA38,Ttc21b,73668,Mutant-Control,0.0669091741587362,1.04747018083087,0.295717755909749,0.616689163981545,1,1.06200765410964,0.0630025347744141,34.0000229967755,FALSE
Q0KK55,Kndc1,76484,Mutant-Control,-0.0255371926925134,0.982454709881208,0.165068510061734,0.467340988715582,1,-1.41876618399934,0.0179995780703816,34.0041766895386,FALSE
Q0KK59,Unc79,217843,Mutant-Control,0.0411149292291464,1.02890867044768,0.299284112350896,0.620070536926696,1,1.05407020263931,0.0390058737323167,34.000049650452,FALSE
Q0KL01,Ubxn2b,68053,Mutant-Control,-0.0284123526617126,0.980498716727534,0.488573566916729,0.775449542342284,1,-0.700188236585191,0.0405781633811491,34.0000375473166,FALSE
Q0KL02,Trio,223435,Mutant-Control,0.0222244106097929,1.01552405292582,0.324495436072197,0.641140283473353,1,0.999746862305194,0.0222300378703348,34.0000675011319,FALSE
Q0P5W1,Vps8,209018,Mutant-Control,-0.0499856504351852,0.965945936523471,0.00215890639385521,0.0334904265409097,1,-3.3196294089442,0.0150575995924446,33.9997974005362,FALSE
Q0P678,Zc3h18,76014,Mutant-Control,0.0460368194486565,1.03242488396914,0.507240016269071,0.788722763630299,1,0.670227263875029,0.0686883717360094,34.0000048855373,FALSE
Q0PHV7,Dact3,629378,Mutant-Control,-0.0178141796412836,0.98772807347576,0.689177014735463,0.882416631222648,1,-0.403403810724718,0.0441596711971568,34.0000432535249,FALSE
Q0PMG2,Mdga1,74762,Mutant-Control,-0.0188746008352965,0.98700233247669,0.768028540054841,0.917175326683964,1,-0.297323601257991,0.0634816770530058,34.0000169337089,FALSE
Q0QWG9,Grid2ip,170935,Mutant-Control,-0.331485125732235,0.794717971340108,2.97754918968628e-05,0.00141648631729353,0.254967537112836,-4.81530044395288,0.0688399674310081,34.000019710401,FALSE
Q0V8T7,Cntnap5c,620292,Mutant-Control,0.0123019955738233,1.00856355276615,0.774778555362775,0.9204751967967,1,0.29003053353119,0.0424162084730997,20.0000132279209,FALSE
Q0V8T8,Cntnap5b,241175,Mutant-Control,-0.0684614982219962,0.953654440862963,0.0703725296051973,0.297974873396977,1,-1.91153268040655,0.0358149766016218,20.0000388531262,FALSE
Q0V8T9,Cntnap5a,636808,Mutant-Control,0.028532255633273,1.01997391408963,0.739982406150733,0.905119272836402,1,0.334599827470449,0.0852727744929661,34.0000082246531,FALSE
Q0VAV2,Exph5,320051,Mutant-Control,-0.137544759081802,0.909064925685857,0.139639588851162,0.434343163850651,1,-1.51252994291143,0.0909368834160369,34.0000101533545,FALSE
Q0VBD0,Itgb8,320910,Mutant-Control,-0.00691013856262313,0.995221709465156,0.859381233574271,0.954684468744571,1,-0.17851085789265,0.038709906188332,34.0000366228649,FALSE
Q0VBD2,Mcm10,70024,Mutant-Control,0.0580583675541488,1.041063715465,0.657017317345218,0.868462041100226,1,0.450751559540224,0.128803475718131,19.9999998383278,FALSE
Q0VBF8,Stum,381310,Mutant-Control,0.184571960277667,1.1364797358929,0.000657026516479866,0.0145754353901997,1,3.75095748658778,0.049206625491661,34.0001419585502,FALSE
Q0VBL3,Rbm15,229700,Mutant-Control,0.173083923287805,1.1274659962769,0.0108722396777196,0.0985174480003312,1,2.69453979013822,0.0642350593304565,34.0001431305609,FALSE
Q0VDN7,Rundc1,217201,Mutant-Control,-0.0110682860067222,0.992357403062492,0.789754030397036,0.927019502132703,1,-0.268739684238181,0.0411859009141071,33.9999359885785,FALSE
Q0VE29,Samd12,320679,Mutant-Control,0.1019458736212,1.0732200210557,0.109655260986728,0.381078733696977,1,1.6742199746889,0.0608915645270229,20.0000089647495,FALSE
Q0VE82,Cpne7,102278,Mutant-Control,0.0324487657140011,1.02274661740309,0.501587718672939,0.784535339787342,1,0.679234043879049,0.047772584437448,34.0000164633271,FALSE
Q0VEJ0,Cep76,225659,Mutant-Control,-0.122728569834235,0.918448943999227,0.0320826323862418,0.189073352459318,1,-2.23516827069373,0.0549079778213494,34.0000196450617,FALSE
Q0VGU4,Vgf,381677,Mutant-Control,0.325942301612924,1.25348288830251,0.0244803009670539,0.16173102000039,1,2.35418786092562,0.138452120590227,34.00000483106,FALSE
Q0VGY8,Tanc1,66860,Mutant-Control,0.0307798018138339,1.02156414973187,0.422019958633829,0.728029889573168,1,0.81274332340589,0.0378714914382166,33.9999555845579,FALSE
Q10470,Mgat3,17309,Mutant-Control,0.00625176574721298,1.00434279652912,0.939292665393231,0.981951299446006,1,0.0771221882245377,0.0810631271121516,20.0000074842874,FALSE
Q11011,Npepps,19155,Mutant-Control,-0.0291550374621012,0.979994095813299,0.210571433829177,0.527661624214447,1,-1.27609274142838,0.0228471148809035,34.0001742488556,FALSE
Q11136,Pepd,18624,Mutant-Control,0.0192198577827005,1.01341132599718,0.510721839715473,0.791387179418261,1,0.664706470115938,0.0289148047247805,34.0000923924856,FALSE
Q148V7,Relch,227446,Mutant-Control,-0.00141709753208907,0.999018225097704,0.913941337452336,0.974605003022771,1,-0.108875414737638,0.0130157716092647,34.0002776585785,FALSE
Q149C2,Traf3ip1,74019,Mutant-Control,-0.168014157876723,0.890066998543971,0.114770973208478,0.392049199360772,1,-1.84380872283261,0.0911234206651357,5.99997209059613,FALSE
Q149F3,Gspt2,14853,Mutant-Control,0.0538763914474858,1.03805032770221,0.292860461373651,0.613468626244769,1,1.06841540538981,0.0504264457211088,34.0000253776443,FALSE
Q149L6,Dnajb14,70604,Mutant-Control,0.0249081720411652,1.01741493128548,0.539817224002553,0.807133733042407,1,0.619345355244762,0.0402169352369191,33.9999315893441,FALSE
Q14AT2,Tex11,83558,Mutant-Control,0.0348451297043431,1.02444684490348,0.141458918914641,0.436666446527062,1,1.69269370405262,0.0205856083832045,6.00002265172765,FALSE
Q14B80,Kcnc2,268345,Mutant-Control,-0.0242018131008601,0.983364505298466,0.786921099233777,0.926555560063545,1,-0.272453657775625,0.0888290995923834,33.9999909052033,FALSE
Q14BB9,Map6d1,208158,Mutant-Control,-0.056828633764062,0.961375115688304,0.299045575536436,0.620070536926696,1,-1.05459904776846,0.0538864830992515,34.0000222628827,FALSE
Q14BI2,Grm2,108068,Mutant-Control,-0.195067297823698,0.873532147053002,0.000113401363684853,0.00408006671106469,0.971055877233396,-4.36212706606375,0.0447183896455637,34.0000486426336,FALSE
Q14BJ1,Fam89a,69627,Mutant-Control,-0.0674406051501224,0.954329513370887,0.44759776242829,0.747130534049405,1,-0.768325607721979,0.0877760736754279,34.000009735819,FALSE
Q14BV6,Ydjc,69101,Mutant-Control,0.036824616503222,1.02585342826751,0.607922096204096,0.843154666309633,1,0.517841698131303,0.071111725139378,34.0000130226521,FALSE
Q14C51,Ptcd3,69956,Mutant-Control,-0.100055342456092,0.932997200641629,0.180519299616763,0.490725956386775,1,-1.36724806572936,0.0731800943545074,33.9999970393491,FALSE
Q14CH0,Fam171b,241520,Mutant-Control,0.0646314468375104,1.04581773940645,0.0431923512818585,0.223748399290112,1,2.10033105557228,0.030772028374308,34.000033486153,FALSE
Q14CH7,Aars2,224805,Mutant-Control,0.0418110265493548,1.02940523650162,0.57775770410834,0.828422508419243,1,0.565898330531127,0.07388434334152,20.0000101445879,FALSE
Q14DQ1,Fam219b,78323,Mutant-Control,-0.123392596746788,0.918026308259987,0.337752441730267,0.655821804656752,1,-0.982162925039283,0.125633531465111,20.0000042363295,FALSE
Q19LI2,A1bg,117586,Mutant-Control,-1.94630223731995,0.259480452097963,4.34814149550076e-08,9.23071128106303e-06,0.00037233135625973,-6.73826653198341,0.288843165832304,40.0000003075728,TRUE
Q1EG27,Myo3b,329421,Mutant-Control,-0.216695978384873,0.860533953310253,0.0328068591414812,0.190768228180573,1,-2.22519712041703,0.0973828234795942,34.0000062084335,FALSE
Q1HFZ0,Nsun2,28114,Mutant-Control,0.00754991683872675,1.00524692069776,0.829445315365949,0.942606534237375,1,0.217077522163397,0.0347798185804048,34.0000512118894,FALSE
Q1HKZ5,Map3k13,71751,Mutant-Control,-0.059242981501245,0.959767601501975,0.0346688580206785,0.197519882085444,1,-2.20043633489699,0.0269232881504924,34.0000939838361,FALSE
Q1LZI2,Slc35f3,210027,Mutant-Control,0.194854179625858,1.14460846347281,0.0297492715288218,0.181440891810044,1,2.3402666379723,0.0832615294617398,20.0000093084211,FALSE
Q1RLL3,Cpne9,211232,Mutant-Control,-0.208388775947045,0.865503299169249,0.000545235998549902,0.0127753870701508,1,-3.81706307353637,0.0545940090410872,34.0000182564824,FALSE
Q2HXL6,Edem3,66967,Mutant-Control,0.0281275154941225,1.01968780616673,0.445495450516962,0.745510561418164,1,0.771917967509153,0.0364384775041384,34.000083973953,FALSE
Q2KN98,Specc1l,74392,Mutant-Control,0.0102215593971247,1.00711020338974,0.729062331794824,0.899930417247836,1,0.349240809372455,0.0292679409817301,34.000047772152,FALSE
Q2L4X1,Bzw2,66912,Mutant-Control,0.0259463412771499,1.01814733070714,0.53454759251506,0.804482729875574,1,0.627462682598307,0.041351210194217,33.9999854350118,FALSE
Q2M3X8,Phactr1,218194,Mutant-Control,-0.0567045051014992,0.961457835416188,0.000459213893642665,0.0111948074114921,1,-3.87761633567386,0.0146235470951112,34.000272127763,FALSE
Q2NL51,Gsk3a,606496,Mutant-Control,-0.047972920745508,0.967294485472914,0.171880041304872,0.477240205477827,1,-1.395611125081,0.0343741317931408,34.0000975355708,FALSE
