protein,contrast,log2FC,percentControl,Pvalue,Tstatistic,SE,DF,isSingular
E9Q6J5,Mutant-Control,-0.040662027980499,0.972208715151209,0.49844087755323,-0.684272773673243,0.0594237116321629,33.9999569404876,FALSE
E9Q6P5,Mutant-Control,0.0367309071541326,1.02578679676725,0.209391165907982,1.27947913608346,0.0287077030943761,33.9999087742907,FALSE
E9Q735,Mutant-Control,-0.018782119869905,0.98706560423659,0.423026639650922,-0.810964721086802,0.0231602181716788,34.0001135579702,FALSE
E9Q784,Mutant-Control,0.0587581430753152,1.04156880323001,0.780022252152057,0.281514341037005,0.208721668881485,33.999998274271,FALSE
E9Q7D5,Mutant-Control,0.0558863106428102,1.03949751594935,0.457790719140736,0.751048170214881,0.0744110868771849,34.0000210345192,FALSE
E9Q7F2,Mutant-Control,-0.0206238103723582,0.98580635714783,0.820617251368764,-0.228511787233247,0.0902527200984474,33.9999990401853,FALSE
E9Q7G0,Mutant-Control,-0.185901482771259,0.879099589882533,0.006607550255334,-2.89334693816946,0.0642513624338716,33.9998849289478,FALSE
E9Q7P9,Mutant-Control,-0.131830837896148,0.912672496985485,0.0710360522163462,-2.19039576157821,0.0601858532638696,5.99999905459612,FALSE
E9Q7T7,Mutant-Control,0.0434338946140747,1.03056385200967,0.566795341873728,0.578415905552107,0.075091113845869,34.0000152337431,FALSE
E9Q7X7,Mutant-Control,0.074162126343964,1.05274945332786,0.030555091917526,2.25687806530673,0.0328604932113976,34.0000360169449,FALSE
E9Q8I9,Mutant-Control,0.0171001361179464,1.01192343525181,0.388927777805791,0.872737995971747,0.0195936652201172,34.0010463019978,FALSE
E9Q8T2,Mutant-Control,0.0510847640504322,1.03604363344069,0.770723658721112,0.295412759117764,0.17292673547004,20.0000014141538,FALSE
E9Q942,Mutant-Control,-0.0943522442059077,0.936692718793386,0.292770871510039,-1.06861703542859,0.0882937863404604,34.0000062709933,FALSE
E9Q9D5,Mutant-Control,6.55359146266576e-05,1.00004542706623,0.998895396206662,0.00144304891327589,0.0454148948270114,6.00000241606894,FALSE
E9Q9R9,Mutant-Control,-0.151725435426053,0.900173228754809,0.0526911923374891,-2.00755667574299,0.0755771616609032,34.0000102224917,FALSE
E9QAT4,Mutant-Control,-0.00198388348380441,0.998625821805373,0.941108739810736,-0.0744245471497464,0.0266563057456396,34.0000998522558,FALSE
F6SEU4,Mutant-Control,-0.136185186348649,0.909922017724406,0.00133226062558449,-3.49688908010518,0.0389446685979964,34.0000352551189,FALSE
F6W8I0,Mutant-Control,0.0824971454148571,1.05884920609691,0.128315442991391,1.55875379422705,0.0529250647025791,33.9999822386127,FALSE
F6ZDS4,Mutant-Control,-0.126735318194446,0.915901705489221,0.0114405120990413,-2.67381605987302,0.0473986674313209,34.0000036932388,FALSE
F7BWT7,Mutant-Control,-0.0588089404869585,0.960056395157203,0.365729510857676,-0.92551940673701,0.0635415530553745,20.0000136191784,FALSE
F8VPU2,Mutant-Control,0.0310814139679296,1.02177774190824,0.417250605756494,0.821205123828883,0.0378485387706935,34.0000451541978,FALSE
F8VQB6,Mutant-Control,0.0656942045934557,1.0465884222997,0.339704571014317,0.968356796529491,0.0678409082570579,34.0000141426245,FALSE
G3X939,Mutant-Control,-0.196269417766073,0.872804583005041,0.408834561335604,-0.887779194828365,0.221079091410808,6.00000041381533,FALSE
G3X982,Mutant-Control,0.293085778891634,1.22525818040089,0.00746391521124096,2.97626077991479,0.0984744955379971,20.0000040442217,FALSE
G3X9J0,Mutant-Control,-0.0257063020672366,0.982339555562418,0.452750402214232,-0.759562984718183,0.033843542384802,34.0000999444477,FALSE
G3X9K3,Mutant-Control,-0.0202246633056449,0.986079135622493,0.126924948780078,-1.56465429124552,0.0129259628908475,34.0005441261174,FALSE
G3XA57,Mutant-Control,-0.0366256775070895,0.974932554644914,0.292624593405265,-1.06894630146588,0.034263346490711,34.0000539306205,FALSE
G5E829,Mutant-Control,0.00997783772117966,1.00694008160523,0.734560428662266,0.341859825050402,0.0291869268923559,34.0008462449422,FALSE
G5E870,Mutant-Control,-0.0199620820514435,0.986258625711171,0.197618237787732,-1.31407234709666,0.0151910068692551,34.0031856915616,FALSE
G5E897,Mutant-Control,0.00493553447462514,1.00342691028218,0.898902510270663,0.128000732119967,0.038558642539633,33.9999812221764,FALSE
G5E8B9,Mutant-Control,-0.00901333060654252,0.993771910755786,0.876216338076442,-0.156945185981421,0.0574297997748687,33.9999780682458,FALSE
G5E8K5,Mutant-Control,0.0597258128726352,1.04226765692823,0.233697747622635,1.21245068212316,0.0492604060134204,34.0000266628959,FALSE
G5E8P0,Mutant-Control,-0.0363773068787729,0.975100410947867,0.534115725272437,-0.628129793764455,0.0579136784147103,33.9999786673458,FALSE
J3QNX5,Mutant-Control,0.0892987811082762,1.06385297326815,0.158575992855515,1.44155451107141,0.0619461702089269,34.0000163097424,FALSE
L0N7N1,Mutant-Control,0.118509527852582,1.08561271848859,0.322926505215295,1.00304125706721,0.118150202713587,34.0000067195747,FALSE
O08528,Mutant-Control,0.158356716357959,1.11601523072189,0.131881681676799,1.54385272387947,0.102572424110528,34.0000089532138,FALSE
O08529,Mutant-Control,-0.00293136513775938,0.99797019536492,0.91483543588933,-0.107739729593117,0.0272078382675526,34.000063777887,FALSE
O08530,Mutant-Control,0.0280601614211538,1.01964020184165,0.645325444463479,0.464394161861807,0.060423157148784,34.0000062318173,FALSE
O08532,Mutant-Control,0.035069342917585,1.02460606938408,0.155577480713814,1.4523264156159,0.0241470116776145,34.0005061769295,FALSE
O08539,Mutant-Control,-0.0767007864358531,0.948223605400362,0.00333127379710768,-3.15719451623547,0.0242939692316799,34.0001007079573,FALSE
O08543,Mutant-Control,0.139774292381445,1.10173273784903,0.0286222784519634,2.86476349947067,0.0487908661246458,6.00005861564871,FALSE
O08545,Mutant-Control,0.102208514656739,1.07341541735808,0.0206501879514154,2.51303488877857,0.0406713472674532,20.0000294324505,FALSE
O08547,Mutant-Control,0.0170025118278616,1.01185496273207,0.514053646669365,0.65944278740293,0.0257831492779264,34.000007369975,FALSE
O08553,Mutant-Control,-0.0355520657226931,0.975658341182019,0.132651440490837,-1.54067919452006,0.0230755798151529,34.0001067063835,FALSE
O08576,Mutant-Control,0.0648106283871721,1.04594763718477,0.100405134731306,1.68882622906294,0.0383761379778741,34.0000438686228,FALSE
O08579,Mutant-Control,0.0492956385963064,1.03475960382859,0.1124251730131,1.62956376334098,0.0302508190874586,34.000069349933,FALSE
O08581,Mutant-Control,-0.0717408318715611,0.951489188074762,0.152660648723249,-1.46296492456917,0.0490379712231912,34.0000283197546,FALSE
O08582,Mutant-Control,-0.0305883827674327,0.979020936313607,0.23010046294676,-1.222031606645,0.0250307623805336,34.0003801880053,FALSE
O08583,Mutant-Control,0.0157903841120115,1.01100517652419,0.801677900714812,0.253148463567202,0.0623759824156298,34.0000920910818,FALSE
